,MGH258,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334
HALLMARK_ADIPOGENESIS,0.05805969587943071,0.03805947440879067,0.07883653151144122,0.0830434130831573,0.032500637567217945,0.08672705911144298,0.04282596994493013,0.1340913499718815,0.06503229572512091
HALLMARK_ALLOGRAFT_REJECTION,0.045456093837684515,0.06268932806017653,0.06264882008895278,0.05192670727912415,-0.06273187871229718,0.09812831711082738,-0.05928178796722014,-0.16441144138707137,0.017112092469454315
HALLMARK_ANDROGEN_RESPONSE,0.053877012647087684,0.07090888478982815,0.04886704031140445,0.1175557194437407,-0.04494077201583806,0.11337362159656535,-0.005694367820898015,-0.02343829851207132,0.03621553515463451
HALLMARK_ANGIOGENESIS,0.02583633264243586,0.005522674028183441,-0.0746395799534412,-0.07905301274774967,-0.049529468330942794,0.0899463821147178,0.04771796295815965,-0.14782547816763156,0.007787557180875004
HALLMARK_APICAL_JUNCTION,0.08411198118509912,-0.0012982352600398673,0.11268606796751429,0.11962216527688055,-0.061540682623381804,0.12415732230667155,0.06773472971172445,0.07584750006123787,0.02804645363064796
HALLMARK_APICAL_SURFACE,0.06124937610279387,0.04337553807649637,0.06737595245218356,0.09657418622946734,0.09322206769408396,0.008549955315465617,0.06701045090314703,0.12357746735142262,0.05899701883971998
HALLMARK_APOPTOSIS,0.014133629792014818,0.010617058620110626,0.007473508166712923,-0.04215617287815072,0.04802616531566873,-0.021931891177033633,0.047784335035331804,0.0021768754929609477,-0.008894393763222564
HALLMARK_BILE_ACID_METABOLISM,0.01654762269135118,0.01948525486512622,0.012595850894845488,0.06279943498232535,-0.05817417777356776,0.07097117565983066,0.01795598666875219,0.015702394326651627,0.04400392269220447
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09445948175540365,-0.011917283323337554,0.08027238803065849,0.06474572291364698,-0.05821489564941669,0.025951529665712573,0.026111908321345953,-0.16417475607033846,0.03068520643855107
HALLMARK_COAGULATION,0.06952328439169282,-0.04694293790824383,0.07084088754222125,0.013667726240022096,-0.08783279779909305,0.038367549063145955,-0.058521109333294026,-0.1704198993928671,-0.021547483493282345
HALLMARK_COMPLEMENT,0.06946559929606168,0.008873196189807517,0.09351424980814013,0.07927973060798565,-0.03034670980340331,0.1209037582901288,0.1013457504114761,-0.04273720639499139,0.06824435926984988
HALLMARK_DNA_REPAIR,0.03222397591816651,0.06803626253774415,0.1703334314993044,0.1681774248346203,-0.022424605427634574,0.17453067269356828,0.05037978733779783,0.19122078671152357,0.062497438626161514
