,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.029580173873990357,0.08727505924630233,-0.0026396020749867937,-0.053966016687842,0.018375427754216345,0.23915453711988707,0.04905090137494157,-0.13076505645414582,0.0402242706329357,-0.007511829878531239,0.23456452149224385,0.10137030527360494,0.0732724997095157,0.09306378655583801,-0.02802882539018949,0.0624182893660156,0.008330829735425914,0.047487937682063296,0.07935243517468243,0.1842081296542974
HALLMARK_ALLOGRAFT_REJECTION,0.03801868575627477,0.09479458532728119,-0.02201731075707777,-0.05516016033846458,0.03164349128623166,0.11620849843931784,-0.24644260347112953,-0.27689249260313936,0.04812764786785848,-0.12024373212003547,-0.3894663755486291,-0.10999395734701561,0.09661622218763682,0.05419501577786682,-0.03610635250300184,0.14799684756625614,0.03423760087273712,-0.011197800169120415,0.03756294225094048,0.018584924264032916
HALLMARK_ANDROGEN_RESPONSE,-0.09259874263663007,0.06844594110345817,0.018828224991129017,-0.051815700269334734,0.028459445290902954,0.1872988673884569,-0.13293904150924016,-0.26884876482256276,-0.014971515774941647,0.014270987547364992,-0.1563601901820151,-0.13062021325698214,0.003563983536576719,0.07488754921972846,0.111257293189348,0.11202551839962824,0.007777346319887721,-0.06546592793479189,-0.008319665513703776,0.0347449856798267
HALLMARK_ANGIOGENESIS,-0.03468904403607204,-0.1028591541582991,-0.09110358810302989,0.0072392936409458155,-0.09182817451791506,-0.22090466877515538,-0.23831000346806305,-0.3350530999458662,-0.12905656271297894,-0.13873220120306748,-0.43268955305084816,-0.3539706936713816,0.024471317694354768,0.030157624239752587,-0.014813464328767744,0.13760419294892182,-0.030728672516324076,-0.10456538392749631,-0.20797755903039247,-0.2776440638568592
HALLMARK_APICAL_JUNCTION,0.021378312094908754,0.08578104372476492,-0.006274632643315234,-0.08536782412545099,0.04409061705737213,0.11971019875144343,-0.20427130684163816,-0.23070619704419332,-0.08034413329066918,0.05891226726892362,0.06394770208946014,-0.20158164289348113,0.06388011292354644,0.06137567867942422,0.024263489089765736,-0.047564072170142954,0.04553354160809996,0.01950323520168806,-0.04365138144927226,0.26958848930335283
HALLMARK_APICAL_SURFACE,-0.012429633988863225,0.06883582182126277,0.048395014316478295,0.04994142234226521,-0.00039074622522134133,0.21450370818344483,0.17434562740146714,0.18409831386696063,0.028798102156947825,0.15980088862062308,0.2500091692080488,-0.11276458393952565,0.07071795985533169,0.09841544489971518,0.0095169881875854,0.0865684740630716,0.06258950589161603,-0.0011784614937287506,0.10918053573525247,0.17941364943929017
HALLMARK_APOPTOSIS,0.0707826886960189,0.12412383314253046,-0.04777252375086553,-0.016220756408580794,0.019223627070032882,-0.19028707945890264,0.09415206186778834,-0.02880939344682899,-0.12027537168533294,-0.013187763651520556,-0.0887207806170937,0.1905718781237607,0.06484395764929732,0.013099027940607383,0.018885717176373308,0.004774232052660531,0.04177523163546471,0.012742790696136078,-0.01047127689195807,0.16219928060180344
HALLMARK_BILE_ACID_METABOLISM,0.0480700704287384,0.06347106526893001,2.7554746671609196e-05,0.002784457739311152,-0.013947537570393864,0.18396483138647834,-0.15086619194316764,-0.3218477296792066,-0.11232806482986922,0.03421895210834435,-0.035631849993821615,-0.10190608018161565,0.0788281915717495,0.04675614356757164,0.0008675363248270724,0.008158390123034176,0.0035611575663031286,0.08672347524144913,0.03304978109803127,-0.05046655780243509
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05208786680597775,0.04974530577538529,0.05761541888187189,-0.1191427066600304,0.04884695871696126,0.12965160359583353,-0.13441475151726318,-0.226070450829981,-0.12147749603265745,-0.02611539703217,-0.31277669548172143,-0.28629596802924073,0.10071261218619024,0.10642201414436767,0.05340115531855754,-0.036806339747180526,-0.004225489289404835,0.02043084221566507,-0.03023361084286021,0.1078674185167187
HALLMARK_COAGULATION,-0.020432403323838978,0.09158582588400212,-0.03926279336293738,-0.004407331769788057,0.038314477227639594,-0.023727517959130313,-0.2589917292591307,-0.32459778703774583,-0.028967133884266454,-0.14658125736927782,-0.464905666493977,-0.18675173246469362,0.06289864690607634,0.04015371183251279,-0.006083953155410603,0.11708858759853792,-0.007576430377954391,-0.023143232604837978,-0.08712574319452453,-0.17903915519782598
HALLMARK_COMPLEMENT,-0.014315702516845778,0.09951806685873182,0.0037621279011309794,-0.004661063503605377,0.04194106400500757,0.11112851777900788,-0.02487674234518313,-0.21220502056841653,-0.14320995203338605,0.0037474541637776324,-0.2959729137823007,0.06914168630525275,0.04536084378502622,0.11286756653765675,-0.06219072897238981,0.11748449759948926,0.07348804163570788,0.020369762166337655,0.03990615004754086,0.1855672980047599
