,ZH1007inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08931786523701625,-0.032936249041301296
HALLMARK_ALLOGRAFT_REJECTION,0.10549515667986,0.08444384368578003
HALLMARK_ANDROGEN_RESPONSE,0.08405590556755968,-0.009316786746406836
HALLMARK_ANGIOGENESIS,-0.022423998237653422,-0.12730788070916227
HALLMARK_APICAL_JUNCTION,0.07966155094019843,-0.012760263526780466
HALLMARK_APICAL_SURFACE,0.024966836837348145,-0.06591593522458115
HALLMARK_APOPTOSIS,-0.08488486664934101,0.004853364243643189
HALLMARK_BILE_ACID_METABOLISM,-0.036560525515224734,-0.08451466713793454
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.049848469930738555,-0.026206951459448655
HALLMARK_COAGULATION,0.11207985097781713,-0.008686651069058077
HALLMARK_COMPLEMENT,0.020554521707435273,-0.01192338465588675
HALLMARK_DNA_REPAIR,0.010892574468928985,-0.07912941873649007
HALLMARK_E2F_TARGETS,-0.00019747751335391522,-0.06826387608348308
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12636397342964956,-0.062190979468482926
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1836636095109993,-0.08856363641342965
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07167485376205042,-0.030973139482334742
HALLMARK_FATTY_ACID_METABOLISM,0.03908733443515363,-0.0027018236368404544
HALLMARK_G2M_CHECKPOINT,-0.04241947798710607,-0.10980094905240438
HALLMARK_GLYCOLYSIS,0.009380767732250252,-0.05833363406187899
HALLMARK_HEDGEHOG_SIGNALING,0.07865522920810492,0.03142690552337801
HALLMARK_HEME_METABOLISM,0.08161511452769193,-0.003242974684725913
HALLMARK_HYPOXIA,0.011165194544259962,-0.1341297187081119
HALLMARK_IL2_STAT5_SIGNALING,0.00688633172427121,-0.06957985798986857
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.055872037422177986,-0.06556810081892288
HALLMARK_INFLAMMATORY_RESPONSE,-0.08732525062115706,-0.06536779144889215
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05647274884626429,0.07231326293114838
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0958501632756153,-0.055362807220921184
HALLMARK_KRAS_SIGNALING_DN,0.06425832140135189,0.025258905240574742
HALLMARK_KRAS_SIGNALING_UP,0.0745422411182667,0.030284463398821716
HALLMARK_MITOTIC_SPINDLE,0.0947798823511274,0.007036704577251201
HALLMARK_MTORC1_SIGNALING,-0.009809525910008526,-0.08712744832762659
HALLMARK_MYC_TARGETS_V1,0.0386968681588538,-0.07423727809870612
HALLMARK_MYC_TARGETS_V2,-0.009988960407016557,-0.026854397109297785
HALLMARK_MYOGENESIS,0.1128637760306888,0.10388040524973766
HALLMARK_NOTCH_SIGNALING,0.09904010805545156,-0.09831510294060934
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.011061034631299812,0.002224451919808093
HALLMARK_P53_PATHWAY,0.0025787100965213986,-0.09108795012073069
HALLMARK_PANCREAS_BETA_CELLS,0.0901118239672705,0.07520805309201177
HALLMARK_PEROXISOME,0.01136722131813767,0.013698114560514993
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.018480383462842562,-0.007735633663588718
HALLMARK_PROTEIN_SECRETION,0.03793173424739602,-0.0440325228029827
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.024794592042280378,0.037124966873777955
HALLMARK_SPERMATOGENESIS,0.015819308096886132,0.048783398775598
HALLMARK_TGF_BETA_SIGNALING,0.07561108630273439,-0.0838051702635981
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.038064751984670346,-0.12496488005024281
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03768728438142701,-0.054268141776819614
HALLMARK_UV_RESPONSE_DN,0.13349490904563904,-0.02318815521241912
HALLMARK_UV_RESPONSE_UP,0.03640187349253217,-0.04057186453385336
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.022571384376969043,-0.020896824291417822
HALLMARK_XENOBIOTIC_METABOLISM,-0.009569009201566139,-0.08360173231438471
