,MGH258,UKF243,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,-0.034768155541444905,0.1434008859368861,0.08122196764701949,0.0024551685590892087
HALLMARK_ALLOGRAFT_REJECTION,-0.014036686044994015,-0.023038701790940377,0.0854790175163477,0.021090967474764754
HALLMARK_ANDROGEN_RESPONSE,0.001168344019320825,0.12833103265864423,0.024310012935555618,0.06913024493067911
HALLMARK_ANGIOGENESIS,0.003513993179264448,0.08578185121605474,-0.13664684815764153,0.036774752679896584
HALLMARK_APICAL_JUNCTION,-0.017685013972843094,0.11181558940192261,0.0449985687720243,0.0531534799610922
HALLMARK_APICAL_SURFACE,-0.02407027198484667,0.11792266706639588,0.12269518862841634,0.07961925938432768
HALLMARK_APOPTOSIS,-0.017952873019430955,-0.035408761230513744,-0.02905640745766757,0.01271572019756173
HALLMARK_BILE_ACID_METABOLISM,-0.03915617350784631,0.13241052924164956,0.10492806696481241,-8.244057470869237e-05
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05715323403698295,0.11624623712726848,0.0516855197989268,0.01300654757696619
HALLMARK_COAGULATION,0.0024006495166467696,0.03101586086645362,0.07390880254633318,0.04401198008314521
HALLMARK_COMPLEMENT,0.03875904246409056,0.05032580766127226,-0.02136953852020021,0.026026136282340524
HALLMARK_DNA_REPAIR,-0.039955357287337914,0.1395914698467511,0.05213023376602875,0.030214059352577555
HALLMARK_E2F_TARGETS,-0.0002619858445897162,0.11971166929556024,0.04370563358785225,0.035850784152636955
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.022663896577994065,0.06962403946353997,0.056979019834544724,0.04219844067809686
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012200974442642993,0.08279685319602614,0.11986742232556817,0.0015899203369174617
HALLMARK_ESTROGEN_RESPONSE_LATE,0.021566066888689388,0.09351215500607105,-0.03425183312461587,0.016701169357223218
HALLMARK_FATTY_ACID_METABOLISM,-0.04784454228313795,0.04508342528637857,0.035134234479886554,0.07247401737951056
HALLMARK_G2M_CHECKPOINT,-0.018726445534663405,0.11824005121454831,0.004636753094478103,0.06766971781028232
HALLMARK_GLYCOLYSIS,-0.030219411888222664,0.11593076423791533,0.024641289335981417,0.03579509515251806
HALLMARK_HEDGEHOG_SIGNALING,-0.030826544527091982,0.021036632601480632,0.03211859651149336,0.026054601662703035
HALLMARK_HEME_METABOLISM,-0.012418557341296519,0.14448578981004234,0.07925195012589664,0.030459543975551593
HALLMARK_HYPOXIA,0.031595982718472464,-0.044572176356179743,-0.036047332457530765,0.052056646027922204
HALLMARK_IL2_STAT5_SIGNALING,0.007059298988745203,0.07911180971253252,0.0074579989702653554,0.06233660612046405
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.022821839546837613,0.03888620702554381,-0.08642608721671567,0.0979804143198173
HALLMARK_INFLAMMATORY_RESPONSE,0.017944091428321065,0.03182720302535515,-0.059006351611796605,0.020338303786185674
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02385199404787808,0.10117787275376088,0.014860708291890914,0.060290307936951226
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.5465243689436992e-05,0.07284014194878216,0.011292322705297486,0.01876915519796044
HALLMARK_KRAS_SIGNALING_DN,0.03344397931539602,0.1346771200618915,0.037576447037413745,-0.002560108779163329
HALLMARK_KRAS_SIGNALING_UP,0.0014309069252422368,0.0024125333476180772,-0.03919384045855521,0.05034700763903646
HALLMARK_MITOTIC_SPINDLE,-0.030344539302670465,0.13390197663270398,0.06182716576981041,0.057419943949325924
HALLMARK_MTORC1_SIGNALING,-0.027672470912198533,0.0701780784065887,-0.069428078209904,0.05817973939491806
HALLMARK_MYC_TARGETS_V1,0.00022330478234691546,0.12164858930394011,0.12572681504124658,0.0494532112524618
HALLMARK_MYC_TARGETS_V2,-0.07035005219624232,0.137289315960994,-0.0802163331976615,0.01689898270246003
HALLMARK_MYOGENESIS,0.02861310396531532,0.07897369993327132,0.11954765343682751,0.033478147759109664
HALLMARK_NOTCH_SIGNALING,0.018272816339459128,0.087502564338969,0.055146035489439464,0.04267436084231625
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.014510271303406833,0.1565889940059692,0.037441736205280865,0.0336955316037715
HALLMARK_P53_PATHWAY,0.013592343690154489,0.03252063587467087,0.09963242322714708,0.02905686704713712
HALLMARK_PANCREAS_BETA_CELLS,-0.05470028481066537,0.06812118851273001,0.03549721980643049,0.02722172453026734
HALLMARK_PEROXISOME,0.022532521512861774,0.030256673035277917,-0.03306563643822177,0.0434275758373772
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.02483889459621169,0.11580813224196612,0.07269723871904457,0.05304134809767794
HALLMARK_PROTEIN_SECRETION,-0.011348049582509847,0.15131360402096386,0.012266918135427157,0.03903044164476545
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.026723918012893855,-0.08054247224784565,-0.05857126941708828,0.018002013109122725
HALLMARK_SPERMATOGENESIS,-0.020223165663606244,0.08278768512647336,0.07648343336574809,0.01758262916041449
HALLMARK_TGF_BETA_SIGNALING,-0.0035780110810442215,0.1320126973096177,0.07467807895814296,0.07033209129978828
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02118538337524547,-0.043010985083762374,-0.1396086851593723,-0.015053608430468303
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0045654220080667525,0.09098710482905085,0.052182129219760134,0.058734462920155855
HALLMARK_UV_RESPONSE_DN,-0.009709598061068556,0.09717730518648202,0.15811137947481815,0.03790307801431041
HALLMARK_UV_RESPONSE_UP,-0.0033268662953392894,0.08326755186978047,0.01628180410749539,0.040892841247280286
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.05156660326087553,0.13022538876291612,0.12306286330318902,0.08754671721878707
HALLMARK_XENOBIOTIC_METABOLISM,0.01732924155590921,0.10740579914146439,0.02484386917946293,0.018264276471861216
