,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.024979351038424278,-0.0033646016582062075,0.07682992933075188,-0.030348430300123606,0.04062847790726987,0.05812453407614234,0.02414756964021577
HALLMARK_ALLOGRAFT_REJECTION,0.03479839603921296,0.007064702283119902,0.009270806763275194,-0.09940843950223276,0.010540560414644353,0.021117349423956867,0.04865470023713395
HALLMARK_ANDROGEN_RESPONSE,0.002263994992035226,-0.010899424159112357,0.05477416935525514,-0.03890764353654818,0.03152204869347708,0.038062749155215195,0.047620572937016784
HALLMARK_ANGIOGENESIS,0.09531710017276769,0.15477692929068596,-0.08500512717516692,-0.1330813087761873,0.016439040306896253,-0.0062105483793662535,-0.09177580169249204
HALLMARK_APICAL_JUNCTION,-0.03321342962706174,0.006537795257941777,0.08982772066573294,-0.07603355035083978,0.0203435944909598,0.05781079948555734,0.09437886559646004
HALLMARK_APICAL_SURFACE,-0.0522537415976944,-0.019170059926504238,0.109954306619398,0.003764885613823878,0.009725993556198504,-0.022104037429708363,0.12728694713420705
HALLMARK_APOPTOSIS,0.019674739948136642,0.03484064341133365,-0.05430866507055004,-0.0407577442338152,-0.008327855802688038,-0.002284926110575314,0.038921035568520716
HALLMARK_BILE_ACID_METABOLISM,-0.024955689528194033,0.03572607192339318,0.08329475142852144,0.054684984450384326,-0.034211698983673065,0.0024695416492493045,0.11124774329695569
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.021250605492164263,0.008733456921112175,0.08717521830144351,-0.01957131206180613,-0.008987690499768115,0.025835226950943858,0.09817189444762078
HALLMARK_COAGULATION,0.03497781422063687,0.009656172486227712,0.014467190412885102,-0.07478957675448028,0.01315336739400023,0.06722140688128399,0.0988490785643323
HALLMARK_COMPLEMENT,0.010445410288806066,0.050328705815147506,0.07388255391623612,-0.09187672779789002,0.05979254939104443,0.05772772379344661,0.06997956232819488
HALLMARK_DNA_REPAIR,-0.023211112486743464,-0.013672049926679817,0.1150987036677822,-0.02576281283502067,0.007795886532757021,0.039128065852498006,0.11367048357913336
HALLMARK_E2F_TARGETS,-0.01679637847369795,0.11546173276215094,0.05394056702459823,-0.12258300062382237,0.008808769904476004,0.004722467559748785,0.03205041352741065
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020107992806306138,0.0365871835657095,-0.03668691414441206,-0.1445020101377182,0.013386378417534102,0.08383863877446272,0.06299042816946535
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.029688857967925808,0.004857053430639476,0.07231245581080842,-0.05309622123486181,0.02474536394139224,0.048042884695322814,0.0797662769740265
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.017741550495750345,0.0517650157310052,0.049881684608187885,-0.007825909255021342,0.06312190470962235,0.01923027383013096,0.04129516006090107
HALLMARK_FATTY_ACID_METABOLISM,-0.007766745089312469,-0.03450377448013359,0.025232969812524694,0.035433693078136805,0.004062157448085299,0.048515059935206495,0.0916974465734048
HALLMARK_G2M_CHECKPOINT,-0.004023554669067194,0.08583308367932348,0.012973438844600628,-0.07900967458931801,0.038725811618230736,-0.05700599640408896,0.07187671784111323
HALLMARK_GLYCOLYSIS,-0.05202804230890252,0.025992438620158372,0.10657867508076746,-0.030702671221372525,-0.013375187066505916,0.004666294920850937,0.1465479531964915
HALLMARK_HEDGEHOG_SIGNALING,-0.0548385001784617,0.030759883918760823,0.10840879367738426,-0.07068474689346353,0.028248974038014338,0.012895885586676026,0.08508345535528708
HALLMARK_HEME_METABOLISM,-0.012976422585603409,0.01632719234313569,0.08071975896654282,-0.05801873006351411,0.04145185197777708,0.0176981521012665,0.05523017279102765
HALLMARK_HYPOXIA,-0.006082386143263212,-0.006198693462536285,0.015746722711283054,-0.12500251899269532,-0.034216747100468806,0.01022394039643508,0.013958519265852749
HALLMARK_IL2_STAT5_SIGNALING,-0.009152239293850312,0.01846417237789526,0.06857034749192366,0.06168710065652982,0.037300563648658976,0.0632195744651365,0.03685392067910949
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.043176740379382086,0.11681628960212058,0.016338581482880022,-0.08548493890184786,-0.0007341451356998925,-0.018438499680184725,0.08026351143656153
HALLMARK_INFLAMMATORY_RESPONSE,-0.09707293659763747,0.05486232753124947,-0.016401790369858515,-0.03790897978280477,-0.04080193944129553,-0.003307892278948337,0.025255653487962326
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.004625679606247377,0.03796773859548142,0.06529791668127322,0.10113687380723643,0.07306922877118177,0.04740090424910417,0.08812126551431802
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02656203943270295,0.05402039983976585,0.01346494108337925,-0.1652379474258031,0.0006355515145626308,0.022713341523716284,0.03947860347275292
HALLMARK_KRAS_SIGNALING_DN,-0.047685804142832765,-0.017993309354686092,0.1243267339591906,-0.018289189059437373,0.02150446744988699,0.030996452231602384,0.13522378645829686
HALLMARK_KRAS_SIGNALING_UP,-0.0057836184975955445,0.06225543877003413,0.05318021574904658,-0.09879228577367251,-0.00010606333564514669,-0.0021341571874224107,0.049527309144041715
HALLMARK_MITOTIC_SPINDLE,-0.04512754525849756,0.050779130569384656,0.09638044663556683,-0.026473579351879176,0.004752081433207391,0.05507090100576079,0.12680169744329606
HALLMARK_MTORC1_SIGNALING,-0.025230889025019673,0.043744901100351216,0.03372602508010939,0.012309539455268838,-0.0244501603833495,-0.024127942810368074,0.08495059000448933
HALLMARK_MYC_TARGETS_V1,-0.058490808888958995,-0.029236585705561306,0.1076802087857532,0.01988248836786811,-0.0005990105085031879,0.09514962375697653,0.11591963165656954
HALLMARK_MYC_TARGETS_V2,0.05905055522479876,0.01963730677720541,0.0222080081789431,-0.011911740070008295,0.013376314134048918,-0.00850722913474797,-0.04382118663642102
HALLMARK_MYOGENESIS,-0.011606628032108487,-0.010402723071820831,0.07844138553323403,0.003747782149141347,0.0404847233617384,0.04890977674686924,0.064786238459037
HALLMARK_NOTCH_SIGNALING,0.03701833192491984,0.02535029000394742,0.08714940648579679,-0.05284554057842843,0.020724943247687796,0.0407358255999895,0.09839629282389767
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.060182405209822994,-0.031710719339467446,0.1230641272279431,0.01780686836236682,0.03288748716577898,0.06910428253011824,0.08477347181938896
HALLMARK_P53_PATHWAY,-0.03433098411632186,-0.07124561280365743,0.11291914181834918,-0.03049814464516402,0.03604823075612233,0.08551020387822082,0.025179168206944207
HALLMARK_PANCREAS_BETA_CELLS,-0.0696761193827679,-0.015623657753022073,0.09692444177209208,0.00618773787796113,0.024180796749210587,0.018733770116317206,0.0240958730695998
HALLMARK_PEROXISOME,-0.03571054800548002,0.05841209234484977,0.08968193146569714,-0.022407916524752845,0.05196512479818378,0.025581006751154087,0.05023722433095379
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.035787903517302835,-0.016525414640575886,0.07717738462516968,0.01039274089922817,0.05827992338937529,0.08971921190908114,0.12783721376597884
HALLMARK_PROTEIN_SECRETION,-0.06656862292045088,0.02214659245456875,0.09791152081981236,-0.032283632623139415,-0.022959713264093067,0.10545320707314525,0.10403583128827583
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.039537771144033534,-0.03110924710405063,0.12344085837413069,0.16149237346265227,0.03605674490858796,0.07471227533389971,0.0072938643400524755
HALLMARK_SPERMATOGENESIS,-0.09828571970288108,-0.01117746467999167,0.09702436646376023,0.07164707202022151,-0.015679343899977057,-0.015823481298530534,0.10263621297357987
HALLMARK_TGF_BETA_SIGNALING,-0.018796369866582764,0.008566872797164452,0.0440077850057284,-0.07143554176977203,-0.00168804200081826,0.019861292810009114,0.1997456654303224
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0054373187019577775,-0.055340863245204396,0.002730276583166377,-0.10442129606115196,-0.009676618522955824,-0.04023731943562244,0.04317361719312815
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.013281101874373109,0.00023098135097204982,0.08731990742337682,-0.01138118015323087,0.003279815026164692,0.06470920263290879,0.00021102458208724421
HALLMARK_UV_RESPONSE_DN,-0.028262960689022273,0.008401809867555888,0.07203349759607496,-0.06353294627250941,0.05527643932397899,0.032427255163639986,0.05258908884632072
HALLMARK_UV_RESPONSE_UP,-0.08362721618910096,-0.017163128663932627,0.11046974812124956,-0.030565441108573645,0.011542773552586216,-0.009412427805320573,0.07019904570154722
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.05962424975203847,-0.08262695755652615,0.07412021173682744,-0.028144740495544617,0.04636354292133644,0.005901273792286322,0.02044892309159195
HALLMARK_XENOBIOTIC_METABOLISM,-0.0048522826332772166,-0.03331380908848609,0.0926427795795459,-0.02440206477650633,0.009770989221422182,0.0569842945211444,0.0381798673738818
