,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07615879665689987,0.06013289339270459,0.028872492298772055,0.07383735385903696,0.08094755389943306,0.13092163978094865,0.053929095733311914,-0.13216372504465437,0.09368436059592133,0.05733557043139874,0.2560475255680898,0.08392113328050674,0.08357717245957098,0.10827413345210855,0.14566230048377937,0.17407854690914892,-0.04801710071678477,0.05758965906759768,-0.03500002731658929,0.09179357701863122,0.06437719841835539,0.05215401387784421
HALLMARK_ALLOGRAFT_REJECTION,0.09070135181173417,0.06649490794578389,-0.07773906899854549,0.0674453212560204,-0.003291640024547637,0.013817916401459466,-0.2216700749512516,-0.270919296203606,0.03611948483294408,-0.015150957446110119,-0.4458631383247582,-0.1322114792160801,0.09462843978149217,0.1485103678574263,0.13033914465741742,0.07899520908080898,-0.017302093497407262,0.06480598626784424,0.006249320764261237,0.1232889592112095,0.13814971549412747,-0.05048530632651684
HALLMARK_ANDROGEN_RESPONSE,0.038537267561860995,0.062073792200118744,-0.028773901236648868,0.06979398756943181,0.05934013520322134,0.22486791849114213,-0.09535328212177202,-0.2744087203534428,0.06603084328721227,0.0033143060976205865,-0.18213414249016985,-0.052487463643555575,0.09489446472137592,0.12797732320107796,0.10282160806773041,0.10467849942162843,-0.05262038433448337,0.04156601781197948,-0.01402636942975424,0.09011449042973085,0.12175386996786916,-0.004470777497464617
HALLMARK_ANGIOGENESIS,-0.08979691827154436,-0.01647880635460293,0.04202809370974328,0.0903221598154589,0.019636544892973663,-0.28025620576004395,-0.21131199715716295,-0.3485024827433171,-0.15228354117870502,-0.09724816477478114,-0.43238885978411995,-0.20126201558483237,0.039372343545524956,0.07276498239988749,-0.0888174789533559,-0.12965378666877056,-0.09537622124930507,0.09998275467877533,-0.02100258364772531,0.008164439900439123,-0.10495178913211073,-0.1897696791345872
HALLMARK_APICAL_JUNCTION,0.045360486082488986,0.09162302213695435,0.007057490030550233,0.04855482117314352,0.038089956852669554,0.012419071706727108,-0.10735944012883224,-0.26260749810402795,-0.00763801456675527,0.06660518094961278,0.10063806595455707,-0.11819542065182533,0.09532211002811862,0.12599722793629825,0.12862422071073998,0.13052036773663903,-0.03232761930897768,0.01843472826114484,-0.05214280286540654,0.1370652862593473,0.09010655443105853,0.15246346921766735
HALLMARK_APICAL_SURFACE,0.18164807063788702,0.08731100304769884,0.028919154003686744,0.0572400337256868,0.03704292376061373,0.09665233549248411,0.14706191621208503,0.31309453141477184,0.11764303149182324,0.1568443999424809,0.33062849035905223,0.021129931243521475,-0.0067872656089797,0.03246980834805446,0.09352170696137763,0.08259585752745709,-0.024104045021793166,0.12251144499085541,-0.036738274766198835,0.10138704456353037,0.15797805093432446,0.0651276807972426
HALLMARK_APOPTOSIS,0.004801198962776972,0.015255787676568508,-0.0016136217791562814,0.026953370680757704,0.049324376925051344,-0.02778325523682819,0.05647542281190947,-0.07453815280198685,-0.08473495715903288,0.03529552489804246,-0.11673160528351662,0.12343732162212623,0.0339921084647187,-0.010751533178649889,-0.06258194350331137,-0.08204226653996134,0.002808463574529017,0.021952553295309686,-0.039201419648656165,0.10469999617261481,0.11505404760205601,0.13008649406860767
HALLMARK_BILE_ACID_METABOLISM,0.007089799162312916,0.06817730399980365,0.008621442695780163,0.027905902076337773,0.02335810844710954,-0.05926788355568295,-0.09308333979191666,-0.34808526092543046,-0.03008012095130305,0.03705520675320386,-0.08824798059173829,-0.04804066647907093,-0.010754392142461948,0.05872442928804352,0.04935643352700306,0.10053988579072241,0.02316935405915552,-0.0024519909162114633,-0.026816959335634133,0.06338064226031516,-0.0028456912635886795,-0.03553485586949328
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012484340689951802,0.016761961141729835,0.006096253731815093,0.0399018629362392,0.0438183624649024,-0.01451130415833715,-0.1367879348924929,-0.2602288543107266,-0.15218278585283324,0.002684278963420695,-0.3804403228704535,-0.140991737146149,-0.06348280847525671,-0.003809197657283094,0.13014580809037618,0.1285333459300594,-0.00927099795721917,-0.03436696154608993,-0.04347082005064685,0.04523813323569204,-0.03101197924285248,-0.05884138239945154
HALLMARK_COAGULATION,-0.0036315106326064053,0.0730157633746031,-0.0009234789882672661,0.05297122106211426,-0.019206799906738178,0.07863686229064928,-0.23634297770081292,-0.3489711685965952,-0.029694138158287944,0.010792320162795185,-0.4797278337953046,-0.17407018208107194,0.06950119435996269,0.09121392906568762,0.06595170428965769,0.04284186941094704,-0.03115753346358032,-0.016656415643240097,-0.08015068088034714,0.14326907533184732,0.04656877659364938,-0.1619525176911258
