,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.0474743792389501,0.03675820521518534,0.016753513813320617,0.0016212920518012559,-0.005450996378123814,0.020107858441458234,0.02377714394274551,0.06023447117371411,0.11013919590045651,0.10918806090512911,0.05532048538162366,0.06562162087707334
HALLMARK_ALLOGRAFT_REJECTION,-0.06114050983805071,-0.012361979541819326,-0.015593775014682995,0.018573164394741982,-0.07560532378947701,-0.03466843845032948,-0.02641103888394255,0.06678386844577074,-0.009411690038812731,0.044666133440117065,0.1259055657155153,-0.025304690441975086
HALLMARK_ANDROGEN_RESPONSE,0.03346648214261512,0.01948828236495222,-0.0015331701880529304,-0.01747190952455977,0.04407745109584767,0.06016933333202128,-0.010123937319032475,0.06902129753046224,-0.015263066860009002,0.11940719878119971,0.0984509821128043,0.047241515696835344
HALLMARK_ANGIOGENESIS,-0.03392115004821644,-0.009232604386550049,0.03372212825206291,-0.07868046734906188,-0.009006786980809867,-0.04814940979743796,0.06283209402503302,0.07262373268138099,-0.06223515061889577,0.04059598324587606,0.01655961203223474,0.02787661607162682
HALLMARK_APICAL_JUNCTION,0.043246545804076254,0.02125466061448144,-0.003788188333136029,-0.03540433033793663,0.004508489345399512,0.04256076827994725,0.05703569105914962,0.0724978216688138,0.10254948032562763,0.13892626485167517,0.12271994370750032,0.084141800839562
HALLMARK_APICAL_SURFACE,0.1533045806359853,-0.020646665883097354,0.03661166744515804,-0.06811562103942506,-0.06123495129392239,0.055604700092918874,0.04106575421795719,0.06681566081418955,0.03373387840735384,0.08701878773911235,0.09435794017255987,-0.07556122856456793
HALLMARK_APOPTOSIS,0.009271311003136287,0.007902853579835,-0.06588335648568791,0.12803688044354133,0.012011234371861907,0.029064235753236616,0.025350455940694943,-0.020993084666248524,0.0872439419795007,0.03250643103633626,0.040398600851495804,-0.005423784023337008
HALLMARK_BILE_ACID_METABOLISM,0.06850794675433611,0.018679906112075467,0.03853124011914984,-0.020950158367066825,-0.022511641721314184,-0.016144454862382654,0.051745311751193505,0.06775103775596746,0.024340490034925718,0.08063506683831691,0.028257401676366437,0.1264326561739575
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0963962360398717,0.017817966145168628,0.048661025154772504,0.0032132003396091115,0.030069726214344207,0.026017514235831197,0.04876865522297838,0.047203986531730704,0.03227774844434547,0.13544413086104667,0.011227088085692035,0.12349325375137139
HALLMARK_COAGULATION,-0.03464912445937684,0.07470902814835242,0.0030894157489052896,0.08717232056386857,-0.058534401259045736,-0.06618770613994024,0.0196943735630404,0.049620644222749706,0.059401268305427725,0.08036404231415023,0.09601744753598782,0.10566395183964612
HALLMARK_COMPLEMENT,0.020306575390848014,0.03498928851138252,-0.0330516465413201,-0.05581521950657575,-0.03655434588594142,0.05435966270884587,0.019814034243388446,0.05174082509790985,0.06047553254680805,0.0769448883361913,-0.0015769422603368138,-0.024979879981105315
HALLMARK_DNA_REPAIR,0.05221067551912444,-0.03678093153385239,0.014106495952283239,-0.017198967133358587,0.04154755680905103,0.037532645437601764,0.027508895704679053,0.11236916610496692,0.052952792355867605,0.1306494927261832,0.049788468657506496,0.06868713613178327
HALLMARK_E2F_TARGETS,0.03262050766563261,-0.009884687710376785,0.06146522455620929,-0.04432469701702992,0.021335584280738,-0.009564916527586285,0.025392436373288606,0.055970265147079715,0.020412734551808132,0.105554720991296,0.03307264285817587,0.04969530675157856
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04754432420178565,0.015871580547110728,-0.04261472633898,0.07957620535433609,0.043585229926640795,-0.010639519632841274,0.034138626705002784,0.08095594115009391,0.03629937985591047,0.0750621120611182,0.1260953458522304,0.05038462383897375
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.032784023764581824,0.014059463543514079,-0.02247974413938101,-0.08177535703231824,0.04633871278701607,0.07238209871922076,0.036553843202210876,-0.041911102523147704,0.0954596762206075,0.1400767949778233,0.03963113719887719,0.07925312373086842
HALLMARK_ESTROGEN_RESPONSE_LATE,0.004295711235783407,0.07172844034829144,0.04419888434424692,-0.005192759442098888,-0.03309006407546159,-0.00439441545224343,-0.025418687736598576,0.08010219796849112,-0.0016911465995980107,0.10371316878208958,-0.0036606567414886443,-0.026317061906450792
HALLMARK_FATTY_ACID_METABOLISM,-0.010738547145105038,-0.032718133805486806,0.005394889270296825,0.04776862410646305,0.03694930722066338,-0.005274751794169971,0.006605097876393459,0.0045556806574602185,0.06340700922252861,0.09536835307550119,-0.010931128998429476,0.1067691139043436
HALLMARK_G2M_CHECKPOINT,0.032703622450415956,-0.02372344213657684,0.03822366088892344,-0.026981979534882815,0.042399207332286436,0.069704931600062,0.03125741707537143,0.04117846208289763,-0.003796825942807386,0.08571068135180093,0.04065318977099205,0.019012013503757634
HALLMARK_GLYCOLYSIS,0.08384975317784792,0.006380789078119397,0.002723020500051821,0.013412997404130935,0.02246650143362179,0.046279768182122906,0.01895949918527535,0.08962870027541951,0.04349068558370489,0.17683829521583747,0.02611964755179933,0.07801475945874976
HALLMARK_HEDGEHOG_SIGNALING,0.0793687975604392,-0.006619573453714502,0.04248748836373555,-0.025968649021755056,0.029436952227449534,0.0757299329981454,0.026192889884924964,-0.016082562299492623,0.013792164837704488,0.0702918342555784,0.019129720732412512,-0.04851354908160456
HALLMARK_HEME_METABOLISM,0.0378104741764837,0.002723877878428985,0.026815148613201268,0.01431572155800541,0.0508970071544007,0.040411001814488694,0.06522618097832024,0.08790515547358498,0.029977243504932333,0.14122233478789073,0.039437149782280315,0.05761713080513838
HALLMARK_HYPOXIA,0.09092352230007501,-0.020654361092448385,-0.06511656567585702,0.04971399646779676,0.04723630027912534,-0.003189544542973194,0.018899580830821747,0.046258829210134265,0.07065885570071276,0.04090879038504872,-0.030761262305942564,-0.04659800854828798
HALLMARK_IL2_STAT5_SIGNALING,-0.003741860593207301,0.010523802626918476,0.012132222675837271,-0.0405412264445795,0.004722808201481278,0.041457331069891495,0.03044920131595869,0.06432854750527728,0.07313396725251428,0.10562732453093945,0.03159319958803192,0.1324013681731296
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0034434916728334473,0.018224501426901928,0.006908730973410495,0.08880597626023212,-0.006029333803789855,-0.05492503605216376,-0.022856385445455794,0.023825958185869592,0.036290650251547645,0.06950108564364146,0.029582458360406447,0.11519994209622277
HALLMARK_INFLAMMATORY_RESPONSE,0.005126371787381227,0.021869658551954555,0.002732104997981726,-0.023594602330870944,-0.005389628690616421,0.06568436364721687,0.045902607837077315,-0.005467054234444336,0.014527615848856744,0.11555328951275758,0.002782456393557727,-0.0451065730900972
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04167190700705235,0.03501246396678212,-0.03239334496633413,-0.02319162335462203,-0.01779138206973737,0.015153342865190418,-0.017357553661468336,0.067798924971324,0.010731763089896795,0.1155149654549514,0.12816027303385336,0.08361269929787685
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04469095852919719,0.01396580689049166,-0.017086646906760112,0.08263900529005408,-0.025691936566145455,-0.043344941517807864,0.026068969177516027,0.08108050268078112,0.033233240680942515,0.07500128252803878,0.0905695747082211,0.08306037842608949
HALLMARK_KRAS_SIGNALING_DN,0.10612685195699913,0.08951503346095674,0.008127519008592494,-0.08531725394001267,-0.00259751011244494,0.05522060268331383,0.07306341624126521,0.07518448891817511,0.037376374822116414,0.12659654244443092,0.05876548032491643,0.046179973886260814
HALLMARK_KRAS_SIGNALING_UP,0.010433894668008278,0.02003329814561646,0.04769118074505039,-0.07009242819686588,0.0027069276337095423,0.053700400083068325,0.002344071734491608,0.03339773659922669,0.0361154626338772,0.09484317561217649,0.09434249930227788,-0.001751357539045665
HALLMARK_MITOTIC_SPINDLE,0.06942148357203351,0.02470435343352814,0.018319212400415612,-0.029229597618779194,0.03896865335157449,0.07122393234191667,0.036527738642641354,0.06639752484304157,0.03739177146209077,0.12181772550825559,0.07043759416315393,0.08160974481594013
HALLMARK_MTORC1_SIGNALING,0.06698997794480174,0.006260743146855575,-0.0192093127836857,0.02416093136474863,0.04272616528916036,0.015663231287512014,0.01589058398230262,0.05704793050849815,0.06067674920111436,0.10014558462161365,0.00162588315009022,0.055973371338265764
