,MGH258,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041052879108170896,-0.012104001094254854,0.05411408332432818,0.0612775087407533,-0.0011455325268475906,0.09267482976399277,0.08498287795579448,0.03431309989916221,-0.012638771785539356,0.07985887984469893,0.04759055350402709,0.21675011516358214,0.19567473509334748
HALLMARK_ALLOGRAFT_REJECTION,0.0007321371149248459,0.007008906863407432,0.05776948825243286,0.07667943893635251,-0.04047140138191337,0.14397269073249794,0.08511142194409234,-0.01555718383987198,-0.010892725464964535,0.03779704220812151,0.11302888087006951,0.27129492504047586,0.058056451735891725
HALLMARK_ANDROGEN_RESPONSE,0.03493749382718874,-0.04404579314327087,0.08460162357481103,0.09932664498240401,-0.00016155711601265548,0.11158888821693735,0.030045995337160396,0.05387215340061416,0.037788951795786334,0.0800826253251403,0.10674457330472537,0.2925228526732949,0.22949143265216645
HALLMARK_ANGIOGENESIS,0.029675551729901762,-0.07813550794623113,0.0539363478801973,0.038590888588890065,0.068023608765787,-0.06327864670945436,0.025694410457321376,0.0671771311160215,0.0772164822871919,0.14554044852596398,0.10813027454200608,0.06647540066251408,0.11397968774259046
HALLMARK_APICAL_JUNCTION,0.028755792373292892,0.03011630911251016,0.06253865112697268,0.18043666752769416,0.045086081813971716,0.15084593274530617,0.15808824171693966,0.0732265520879507,-0.002198227491936834,0.047158858347439714,0.0735461510771413,0.3383683620662586,0.1698989409608584
HALLMARK_APICAL_SURFACE,0.01371456210111955,-0.026580747785076957,0.08759752130802628,0.06028505709915726,-0.01146577720758948,-0.030191043730535893,0.020003427100241552,-0.008552527272788072,-0.02726651081341141,0.04530853369679956,0.07024778515143898,0.29992980981827333,0.13467039736051736
HALLMARK_APOPTOSIS,-0.031018191593095403,0.017986244909445667,-0.008296509665892567,-0.02595545790799169,0.015089613811681111,0.06871920674318986,0.053968909543771884,0.05228597693735608,0.10563815731929531,0.03999202334118922,0.0857240032798594,0.1642915898498457,0.12970472127722948
HALLMARK_BILE_ACID_METABOLISM,-0.02693382118206641,-0.017148483935224303,-0.028011240550848086,0.03520509133548522,-0.024295980409747946,0.09267595119518292,-0.016246399092470155,0.006891566758893751,-0.004803987321319597,0.005210684166318631,0.04032774916760422,0.1287129742411258,0.16634842364098065
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03180078809305408,-0.013910221990551695,0.03418344503603962,-0.016371160618049243,-0.0267142604937969,-1.230648836486889e-05,0.021328069569105865,0.0003947618308379467,-0.012348637209092957,0.06777866713312423,-0.07745210469735608,0.0840483157851414,0.13712287059941053
HALLMARK_COAGULATION,-0.0711696467815744,0.001752521400991245,0.1537487413524433,0.1401054811943692,0.028731783369548285,0.11577371836182904,0.18077336729741092,0.1089067281842494,0.039095447127012684,0.13296984929396227,0.06472282748870482,0.32358565143729423,0.24498057801982515
HALLMARK_COMPLEMENT,0.01210329249294261,-0.007435668699352276,0.05147223765841118,0.022187146513078376,-0.06445979615489046,0.11585465643903062,0.1272311927849667,0.025719985765337534,0.042391897884704786,0.09355885222709262,0.0686753888403475,0.11795551222347136,0.12686310367697107
HALLMARK_DNA_REPAIR,0.025887617894775818,-0.001811996307529223,0.06663354694112346,0.07389757819381773,-0.05060142077078823,0.09707519898362986,0.12952107615269698,0.044287100403107904,0.00017226575624358634,0.07493455460255145,0.02819994966779664,0.1883465664524456,0.1718876954901983
HALLMARK_E2F_TARGETS,0.0438013725924519,0.007733941552030237,0.08293931951966071,0.004378113003034926,0.022133922147397435,0.03161362307732178,0.11792198424004668,0.012851243735155731,-0.08326917399984755,0.05403298301047602,0.025244133398462872,0.1012832809819467,0.14546730823101414
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.040925401039149184,0.04862605330021036,0.04155826177542445,0.14224718206358325,0.07755786762518821,0.14742011648462966,0.19754119051245103,0.1704004106785234,0.15372436745238505,0.11994020644724024,0.18671589012177403,0.3520614775826228,0.22180422835378122
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.026470839088742006,-0.030428671185264416,0.020188929743313214,0.08497090898310511,-0.00122616177143801,0.044130638207094924,0.09090749246717707,0.0371335405187495,0.10971407657621679,0.09381563894419936,0.058070670642321506,0.20692039418948588,0.16495526721027853
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01933850186208613,0.06848869452742236,0.04097545552588724,-0.028303660208703202,-4.180775645429163e-05,0.06335795627353637,0.044566878518207585,-0.004195896230002161,-0.061922377263591316,0.04984956581214445,0.06174200503922519,0.04494530390345141,0.04650996008959186
HALLMARK_FATTY_ACID_METABOLISM,-0.06449952014821152,0.01636080412637982,0.028461132684393903,0.0869951067871789,-0.03899260131075871,0.0417491571801326,0.0347593639735069,0.04302660632281929,0.09736605233848457,0.010178551657949316,-0.03573618378733989,0.036618739686212876,0.012298267706580955
HALLMARK_G2M_CHECKPOINT,0.017208521594485278,0.004292937623124663,0.07365926768381927,0.017886780021617754,0.053701764538705773,0.009574564966774795,0.07345784833461307,0.04086164364727771,-0.033684524541119254,0.11246783046143963,0.07657651474275759,0.11341395160273099,0.12228523281172164
HALLMARK_GLYCOLYSIS,0.059215910390467606,0.04561600916579962,0.047071430630221345,0.004297110519955831,0.004855672285334156,-0.009548869565157183,0.089353926767111,0.06661643514235173,-0.013488853842530043,0.05780124374487125,0.015646095132890746,0.13731465567920287,0.12767467105164226
