,UKF251,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07930852672964471,0.08368744458825465,-0.03238260820292385,-0.019981437176393665,-0.005366459482616531,0.207348637557268,0.017295983538952814,0.06851833937846681,0.06717413808340432,0.05083121320630026,0.1105235025152388
HALLMARK_ALLOGRAFT_REJECTION,-0.000302627548107651,0.07620699123101232,0.021330973639070286,-0.015053673172511701,0.07053353761316754,0.2348861835534349,-0.055242273766076044,-0.023453882080218817,0.01213321785317574,-0.05852520897045526,-0.009312753768451776
HALLMARK_ANDROGEN_RESPONSE,0.04641359249699335,0.13732328623726514,0.03393288733673648,-0.004619806841380013,-0.029750211733931803,0.19569289194098202,0.019189493431035928,0.053894093065630436,0.055997523128772916,-0.020164531023290563,0.004418317483235104
HALLMARK_ANGIOGENESIS,0.03971822786704423,-0.17936532734954516,0.014210960301591639,-0.0026880723178616707,0.07756686543284085,-0.045467888578947326,0.08587855967802582,0.050822328624842684,-0.0020351546145721522,-0.03030585984900597,0.015023643440394623
HALLMARK_APICAL_JUNCTION,0.04574350699488861,0.026180284200738153,0.0011123276111570416,-0.05535293265511872,-0.061564138620391375,0.2805309656634401,0.04486162844010627,0.05273620107634424,0.026983350986178427,0.07966918801223853,0.06923372562327818
HALLMARK_APICAL_SURFACE,-0.05751241934152913,0.031108767401123262,-0.031360394568639795,-0.029212476639921606,-0.06691186047056706,0.26094027104494666,0.05006948447209039,0.06347258304237811,0.011974030377016826,0.08296319141058264,-0.036527850245396586
HALLMARK_APOPTOSIS,0.024401932932730123,-0.02254327240812406,-0.00958559859616448,-0.0063167862499771636,0.013969962629102564,-0.040170870856676616,-0.06712945134834451,0.059545358508825016,0.05094934797465241,-0.019508196437056348,0.017962393063133276
HALLMARK_BILE_ACID_METABOLISM,-0.025102277141050237,-0.012283716063669231,0.016013944579880163,-0.05140996990659039,0.01865721008797955,0.04433050622097033,0.006676607155083673,0.042393772425783745,0.05232011410578138,0.06341768997925101,0.1294415801071608
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02244677863594851,0.000817732808496898,0.0011083457493679478,-0.04389095599414384,0.01829748685121693,0.22166414733306503,0.07116840412706775,0.022563594883805903,0.06806929439883926,0.06497280398337797,0.1392415074579277
HALLMARK_COAGULATION,-0.001412659039097993,0.0658835315889628,0.024583494121365256,-0.006978714959092125,0.05545372324108172,0.2156779187657839,0.01253173044263386,0.0537685109775804,0.046317581078451825,-0.014461279776438709,0.08014686196736363
HALLMARK_COMPLEMENT,0.054353699432780574,0.1242269312008574,-0.03029413234937309,-0.04412328001196267,-0.0032079131878211768,0.1659795819463691,-0.008070935129770874,0.06237444117868842,0.049745124374215,0.052913704929093724,-0.016990212536964894
HALLMARK_DNA_REPAIR,0.036810003643898304,0.12161810006339453,-0.045509261571368934,-0.04954987086468709,-0.04095090951268341,0.24663984294312782,0.05790437161921796,0.08791936718312082,0.06581600002005102,0.09246615827810607,0.12430878897025402
HALLMARK_E2F_TARGETS,0.05247277241441823,0.0726660878892039,-0.0007448501713894675,-0.048379931726343986,-0.05040030582757363,0.22060829980439536,0.022852775073983693,0.05325200755736767,0.0461099473936518,0.06987484079064006,0.021522869440843414
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04361542975270798,-0.1188453186569694,0.013955003912168688,-0.05617638523301884,0.03943398619592512,0.038640209480464247,0.06657373461090789,0.06983776042754967,0.023379398233428016,0.021819535609600347,0.04707302736434942
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.035330638625127114,0.1638967195686075,-0.03574737578605022,-0.010979577173231494,-0.020463503891267817,-0.09791586004879763,-0.02179071459181398,0.04944594123575704,0.04529092699791512,0.08661544066484568,0.08553876336758898
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04841218822233391,0.0750115962149408,-0.0723174276583509,-0.007765275797151504,0.012386446501052964,0.18517480028886743,0.05706765697861402,0.05389897958228247,0.057927685658144976,0.052209009322372324,0.039401280642690155
HALLMARK_FATTY_ACID_METABOLISM,-0.03322231109226508,0.12761489004611487,0.03145214330069682,-0.04074488148572597,0.010947178594479431,-0.04681632920356295,0.013217314750451506,0.061269871986919626,0.03244391252720893,0.05140000523871903,0.02133540597211409
HALLMARK_G2M_CHECKPOINT,0.08490120269865474,-0.010287570066377417,-0.0035770772268297986,-0.02790371741377448,-0.03345150700587557,0.21425243597952334,0.052339639898226126,0.033777928215068406,0.04892371514369095,0.04029920550745066,0.04218186565771707
HALLMARK_GLYCOLYSIS,0.03543055878565204,0.047835119222765,-0.03484356926584697,-0.0334453226452357,-0.07217279082783461,0.04903729460076878,0.08596343208796281,0.042179631406731116,0.0703012618358836,0.06087718223797414,0.11936223025749597
HALLMARK_HEDGEHOG_SIGNALING,0.09467058649052654,0.1609637601813796,-0.0649030107422556,0.03935560914765731,-0.04112634660869288,0.15784450851464754,0.03497384768270212,0.046605620173268476,0.028563784906912998,-0.027368827865619703,0.09756727534345479
HALLMARK_HEME_METABOLISM,0.045234299453768945,0.1462796031072353,-0.037712060792665425,-0.00637635891975578,-0.009724704526342444,0.17233105125572157,0.07535893267778969,0.053577001619153485,0.04499935493169993,0.10607801311899079,0.06378940634481213
HALLMARK_HYPOXIA,-0.012333464186772372,-0.047996650810272774,-0.0860224053544645,-0.036633773143876704,-0.024743426355450744,-0.16515503227939166,0.0740138013761178,0.05963106813003659,-0.01900487608723044,0.05715088495337963,0.020457745048841933
HALLMARK_IL2_STAT5_SIGNALING,0.045192820354609316,0.03190199636613623,-0.008204819525467259,-0.022339449025409023,0.003196656644346843,0.006906581476931461,-0.025665279421191716,0.04040726739438321,0.05675480772461322,0.028760010629267616,0.13108248867038688
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.017076635778283937,-0.10694538215328207,0.028260446670501316,0.004403441738273444,0.03139044242928651,0.07414667031351603,0.05348186435865782,0.024774307833660043,0.06800174869707873,0.02788523234656192,0.06687964831363584
HALLMARK_INFLAMMATORY_RESPONSE,0.01403720070969467,0.01772647244727257,0.006438802937267316,-0.029878871458491482,0.005298366833233077,0.10655469493968739,0.04056123996362779,0.07520752399130144,0.04266200872181767,0.029449031615664065,0.05484640912658061
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.000807042874273218,0.06649962568075676,0.024866565528338252,-0.03707030677929021,0.03386672425204761,0.25915873123351946,0.040461113580661345,0.02160964398019504,0.022125881546465002,0.00506401122894257,0.06424831514355732
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.004414354588679742,-0.12490886638510802,-0.01032231761094946,-0.06605306695932944,0.022502104513535365,0.04448937039782219,0.02721545892031767,0.06297823275759275,0.04571059493674891,0.030559247813484194,0.032001447047987366
HALLMARK_KRAS_SIGNALING_DN,0.06161824534775602,0.1444087999034549,-0.04049896372788639,0.04209403627834703,-0.10373952112335871,0.02546336479170749,0.024750250999054462,0.051111433296752225,0.07175786303531241,0.11958345715710618,0.13551129465344844
HALLMARK_KRAS_SIGNALING_UP,0.0812976272594245,0.15794078594826724,-0.09106918989861461,0.0023802230630640044,-0.030585952550008802,0.19071842397185762,0.0021367057820881976,0.06136826550426009,0.0397806888784868,-0.055563809575542716,0.08694963894048957
