,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01447628479910675,0.03257393903887641,0.001999968173143634,0.002892166042905048,-0.03370418669600949,0.012561744507513526,0.056801072098340046,0.05493087650483995,0.050355558312862994
HALLMARK_ALLOGRAFT_REJECTION,-0.008089456163247506,-0.022908793250204125,0.02662017158827758,0.0634092619142998,-0.017219003648425442,0.05370528539741364,-0.012352636103504035,-0.047588903455427586,-0.10515242475033396
HALLMARK_ANDROGEN_RESPONSE,0.08035649531167169,0.020032625610909436,-0.012844221974339775,0.014705568281695156,-0.01880761937267347,-0.01182829298281679,0.04632627613108652,-0.017735397813620362,-0.03953543244843343
HALLMARK_ANGIOGENESIS,0.02828286265907947,-0.01361018778231622,0.05026347869982519,0.05037535272986077,0.0005528913820428188,-0.028781006670511058,-0.030400368468586684,-0.08439699481374861,-0.02858533725709226
HALLMARK_APICAL_JUNCTION,0.03085112565927298,0.042145434775256556,0.02069461095752141,0.045091537762009,-0.01262735508094871,-0.035054743599350034,0.0259639949172196,-0.034733386717579084,0.06804668845553223
HALLMARK_APICAL_SURFACE,0.07625938260133674,-0.01471098090866215,0.008173744526941973,-0.013471967215203244,0.03789270573642335,0.04737270948156025,0.03350462112954803,-0.039686204323176974,0.008127620672359526
HALLMARK_APOPTOSIS,0.045759603617204485,-0.021648755290330463,0.04111489194934154,0.026330177173355885,0.009742672961789994,-0.048791790884791394,-0.009113542961754994,0.0437992191061497,-0.03281717062210335
HALLMARK_BILE_ACID_METABOLISM,0.10311138160470032,0.012967607884962576,0.02604168434328553,-0.02415133153148863,0.033254537281667336,-0.031729762023461436,0.05792880488685236,0.01624439134269178,-0.1351651873919156
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013456872516606403,0.06749453021639687,0.004032857246349227,0.022763418240480976,0.0014561193039428707,-0.00737379446217916,0.06132922439925195,0.01630396385938323,0.026156210959229747
HALLMARK_COAGULATION,-0.034537251798310784,-0.009945125530952285,0.03770414094187362,0.023799041953842064,-0.044782191767582274,-0.011989162126417957,0.031385258279200134,0.036280400329109855,-0.09627763874150191
HALLMARK_COMPLEMENT,-0.018523503928512,-0.0004933357814030243,0.003242577279368127,0.015200888104149825,-0.03197838053391954,0.03135529218819529,0.07959637244720107,0.032131541222039726,0.0588867212928792
HALLMARK_DNA_REPAIR,0.0002900363970899917,0.06955215818732251,0.014240284860631698,0.042196765598605177,-0.029494610021539625,0.06880323374444874,0.025686701478330208,-0.03770324049753183,-0.034329757785431375
HALLMARK_E2F_TARGETS,0.11741079474879079,0.02070402944451974,0.008968853787622813,0.036969859335150485,0.023202011129525697,0.05940737801584553,0.014327216513870738,-0.004255955628151372,0.05460980600479518
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07419916262302909,-0.003262487470897314,0.017553813248470093,0.012831857316033767,-0.021929414822298886,-0.02447707847485199,0.009328967442030356,-0.004218190304005886,0.01650507033508162
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05576022359354844,0.04551004577309275,0.013849073712782099,0.03573489449234021,-0.018649959704099408,-0.023405202980068235,0.08456902794719942,-0.03177255395385218,-0.025408264709295768
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07355628346962349,0.034461052454994145,-0.023206146710934576,-0.006649605191514189,-0.016728296891131145,-0.016504216103840442,0.004834339115503083,0.047632711477324355,0.04993118461097736
HALLMARK_FATTY_ACID_METABOLISM,-0.0649920757218965,0.08008547197837222,-0.030952629163230293,0.05489736224627695,0.02811495793241496,0.010639338282528759,-0.01211821056783711,-0.021007168255531842,0.015480976200556626
HALLMARK_G2M_CHECKPOINT,0.04858468420238137,0.03937850232912212,-0.014952672808141993,0.04111524987803792,0.041243880014864315,-0.038268513901275135,0.01755940512333157,-0.051539324794329655,-0.03624806115064667
HALLMARK_GLYCOLYSIS,0.00031031338078077843,0.04874440332565685,0.02148788669763952,0.00699877116093569,-0.02911310851950998,-0.018410435619710997,0.03949940033013034,-0.01931190876508962,-0.034804257689235646
HALLMARK_HEDGEHOG_SIGNALING,0.010651444337542433,0.0543505247642288,0.032358845457324606,-0.014215365422714442,-0.013846496747436298,-0.00864685618121847,-0.0031287553592494566,0.041881630754141294,0.01826999807531045
HALLMARK_HEME_METABOLISM,0.011091684379579721,0.04999612517541293,0.0011008564861499561,0.02503780295210289,-0.00709799815679295,0.02672449625497341,0.05969885536994485,0.016686882177769907,0.05728409691802066
