,ZH1007nec,ZH1019T1
HALLMARK_ADIPOGENESIS,0.0799658962939283,0.04923052507574907
HALLMARK_ALLOGRAFT_REJECTION,-0.03698262328344961,0.05472299192853663
HALLMARK_ANDROGEN_RESPONSE,0.10455178525060459,0.019560686290351507
HALLMARK_ANGIOGENESIS,-0.030436570571266943,-0.15635864652229006
HALLMARK_APICAL_JUNCTION,0.12830450390064557,0.06772116118374827
HALLMARK_APICAL_SURFACE,0.013181101882031353,0.04904707859518967
HALLMARK_APOPTOSIS,0.03335857855203539,0.03065145975757818
HALLMARK_BILE_ACID_METABOLISM,0.0512280683115393,0.022689415978375614
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.19828488866919325,0.12036437500228507
HALLMARK_COAGULATION,0.023582553790475115,-0.0010356073412231815
HALLMARK_COMPLEMENT,0.055048577263886844,0.03322219020185478
HALLMARK_DNA_REPAIR,0.1654475205958602,0.0877992466146981
HALLMARK_E2F_TARGETS,0.10447577501074086,0.029375446008473725
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06978392054761436,-0.006151819252585004
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0353245647895047,-0.018243378958075134
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08980688846958476,0.05723097293802883
HALLMARK_FATTY_ACID_METABOLISM,-0.001652718706484953,-0.04070290630891427
HALLMARK_G2M_CHECKPOINT,0.11157591240333517,0.09211879708176104
HALLMARK_GLYCOLYSIS,0.11773039886432977,-0.05790737864202171
HALLMARK_HEDGEHOG_SIGNALING,0.0423350337103649,0.07324583282850067
HALLMARK_HEME_METABOLISM,0.06157165435995778,0.0345283283028559
HALLMARK_HYPOXIA,-0.04012639590668785,-0.10433522522043566
HALLMARK_IL2_STAT5_SIGNALING,0.10719223749938558,0.0356941838010763
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.016366848140711668,0.06957347784629118
HALLMARK_INFLAMMATORY_RESPONSE,0.07510334779756607,0.11316111394795778
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10155997861946667,0.08254143869142157
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07257637511358042,0.05985638323137074
HALLMARK_KRAS_SIGNALING_DN,0.0954331900356028,0.12174390640569221
HALLMARK_KRAS_SIGNALING_UP,0.02593127928353541,0.11152503696523111
HALLMARK_MITOTIC_SPINDLE,0.14687290645350579,0.01019578496152251
HALLMARK_MTORC1_SIGNALING,0.005897141398000791,-0.03225307288462953
HALLMARK_MYC_TARGETS_V1,0.1675251519813444,0.16395526835860388
HALLMARK_MYC_TARGETS_V2,0.13932475362800384,0.12425085770242339
HALLMARK_MYOGENESIS,0.10467881407201603,-0.0009938724525822536
HALLMARK_NOTCH_SIGNALING,0.0719561787789026,0.05533197246122818
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.19167797327749247,0.12572188643973922
HALLMARK_P53_PATHWAY,0.059916374734997134,0.021774463653835157
HALLMARK_PANCREAS_BETA_CELLS,0.07311493082025647,0.06734715479875988
HALLMARK_PEROXISOME,0.1650023021944792,0.06819083629005478
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11610832036684125,0.046605482536964685
HALLMARK_PROTEIN_SECRETION,0.1071440341119069,0.04636173481624659
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01698835217844089,0.09001882399291734
HALLMARK_SPERMATOGENESIS,0.08008640476262503,0.06991581531024135
HALLMARK_TGF_BETA_SIGNALING,0.045806676548661676,0.20307559021199972
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0353339366613732,0.12235118476014618
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.12872616548455867,0.09625931412295471
HALLMARK_UV_RESPONSE_DN,0.0177057907650256,-0.030854018967855067
HALLMARK_UV_RESPONSE_UP,0.05873595478058298,0.04818790938338705
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.054934788935871025,-0.03829967230467419
HALLMARK_XENOBIOTIC_METABOLISM,0.07272846824347741,0.07742276807816097
