,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.035663109443523126,0.04490180297765795,0.022399547686906905,0.012100852198169232,0.07118622254248966,-0.01226534897143675,0.09175654529452335,0.0829458474037585,0.030240766473556505,0.038648390760444476,0.11910652974552295,0.15144814602999385,-0.01914157887063806,0.0623896181889056,0.13709364768010285,-0.007450828036031577
HALLMARK_ALLOGRAFT_REJECTION,0.04292916230419183,0.04863405077479666,-0.05024105445923946,0.04706739027460077,0.05325381763246136,0.061774149230724974,0.14530010141793703,0.13146825080578894,-0.05426645121527136,0.033015640052565846,0.03192416707113708,0.070910688701297,-0.0168069604519418,0.04665288677611661,0.12869297074650105,0.10872997201083466
HALLMARK_ANDROGEN_RESPONSE,0.05447429534435836,0.07038687891451542,-0.01009105636184937,0.05872807277812555,0.03303775145458795,0.04912558360694436,0.11119057662866702,0.052046288172717246,0.01938775355639622,0.06739940746669422,0.08258454067192704,0.14570224732457976,0.036947411882922485,0.051708104126124435,0.05943151679953083,0.05554040869177957
HALLMARK_ANGIOGENESIS,0.02372150757857336,0.025546435052860743,-0.017974505853993798,-0.0209738125171493,0.052401557214800984,-0.027966215484862195,-0.05096392695180256,-0.10558328754865706,0.020939029415751396,0.0481011044123289,-0.05087158342310862,-0.11443897368894303,0.0037583976496445726,-0.01858977751964236,-0.1388975514455798,0.06308002972482224
HALLMARK_APICAL_JUNCTION,0.06412119775954772,0.052670739793432744,0.06139374262664588,0.01689986765619231,0.07610636358301373,-0.021444831513419645,0.14893323004762252,0.06298035933291798,-0.02412467014740565,0.03271661098504514,0.11046354991736873,0.17268797781015788,-0.0008761224739555365,0.0557905028175009,0.04881053514628057,-0.013204724621415132
HALLMARK_APICAL_SURFACE,0.01589209821534911,0.035146224955428414,0.06363265268317755,0.002467987250802546,0.01897770249077227,0.06483992343558559,0.16052800302209347,0.12172253477693835,0.04392092655823395,0.052078695988697556,0.03875484580358215,0.1274517932636212,0.052594069443056356,0.014675563227401883,0.049501297185698394,0.04224141438235424
HALLMARK_APOPTOSIS,0.030512766216404693,0.008764094493503625,0.009808378685808535,0.040591649345293,0.041519188648415604,0.05354815017792665,-0.09773186086891043,-0.020744773222598562,-0.003698865831348845,-0.049519762103594614,-0.03394651830235401,-0.043998559347322254,-0.015482182950120753,0.023661001678766575,0.11443089264504817,-0.029291792188026838
HALLMARK_BILE_ACID_METABOLISM,-0.030978114560731827,0.052904161898437975,0.07334177280589585,0.047987087280168525,0.07583997612490231,0.044452383501716056,0.03936473194837131,0.10920157308386515,0.07550529167347443,-0.0025545535066823642,0.09639635739317005,0.1367846237956599,0.02552160474512867,0.04290840742322822,0.11400956358269676,-0.04065255497488078
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0038362352104813454,0.07496578408528799,0.01966949747382363,0.049988374662840375,0.01426388839977993,-0.022139439092228513,0.1023301779290932,0.0576489051407025,0.046012172246471916,0.008465217778389659,0.09712342144336802,0.13914067151257598,0.029183194336952503,-0.015380673417135367,0.13689434500815426,0.025041263440997996
HALLMARK_COAGULATION,0.1137954076119303,0.04428540479579998,-0.03927979731896577,0.03189571714202404,0.03381265293383089,0.02214715629041011,0.12995620504239971,0.10000173973681137,0.02815312783452792,0.0395262536909472,0.04360953737072372,0.09817757791562433,-0.0639922512453221,0.04026602982264118,0.061004228800404035,0.014189435154665178
HALLMARK_COMPLEMENT,0.013959224309894635,0.022307324773594525,-0.017610145103938272,0.01695561302844187,0.06966747571654573,0.03219229047783913,0.05881502057257946,0.04255942177643798,0.02173729296942707,0.007975011839029834,0.022250987444011276,0.07786157509555605,0.024636319589661552,0.01928484220050766,0.13009356630165517,0.022664275134752526
