,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0060337151040251715,0.0010677882045075574,0.07488845552050703,0.0010618034761998847,0.020635118210024596,-0.021782888599763735,0.1072039101682695
HALLMARK_ALLOGRAFT_REJECTION,-0.04117764433805455,0.02945575925403638,0.01917693379005833,0.03215979712720413,0.02428393278443443,-0.013885094799223372,0.00013472628558271074
HALLMARK_ANDROGEN_RESPONSE,0.07762878904633233,0.05189476373876413,0.010234898219049058,-0.025713497131318347,-0.021910971083100216,-0.008007655391915235,0.016962167706873907
HALLMARK_ANGIOGENESIS,0.08798486971306693,-0.03408896789172379,0.002249155325533028,0.045534050809527014,-0.06472895756747553,-0.09094562734972175,-0.09814652398189548
HALLMARK_APICAL_JUNCTION,0.0024423074278338186,-0.02847944583790344,0.09181716042855632,0.021929216099543014,0.02086327093478853,-0.03653262142899407,0.049359877807415756
HALLMARK_APICAL_SURFACE,0.045955862213063095,-0.023419861486684908,0.10052050612611844,-0.003444093407627382,-0.07417185899264721,-0.10004787081030268,-0.0065354334537307155
HALLMARK_APOPTOSIS,0.026338938162192377,0.002558942316243707,0.03660442518108712,0.04237967520270055,0.07542571259866843,0.003234462414530446,0.003489835206686411
HALLMARK_BILE_ACID_METABOLISM,-0.018916909438420025,-0.01405609252623811,0.06593616159565654,0.009374659340678656,0.0895900871541573,-0.008739395701536458,0.1348400513170225
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013004787796082006,-0.00771108709630207,0.05244061326298086,0.007965021873279413,-0.03647753468458165,0.0034210072817764878,0.09774013010521718
HALLMARK_COAGULATION,-0.005141568446385145,0.00795833102244371,0.09442694005423705,0.027856132644070518,0.04191084551177468,-0.05556570744795611,-0.03564377938527773
HALLMARK_COMPLEMENT,0.0034977698429998583,0.006772914922988858,0.06835198839528495,-0.005771607568287896,0.027206831326665973,0.007188977735344364,0.08727491371690539
HALLMARK_DNA_REPAIR,0.017173419569719343,-0.011031010623751307,0.10067714630536347,0.014319277951829171,-0.009788478226869336,-0.03404968172838901,0.1280351165508565
HALLMARK_E2F_TARGETS,-0.037356504950292996,0.011386951316655085,0.10144930752919154,-0.0025135980324623173,0.0049374604995225295,-0.05657414438567937,0.13959323677039584
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.014726833230466623,-0.03116903096243621,0.09396267564164665,0.04769535687105793,0.024972934285617907,-0.015987025151017704,-0.05167233695174718
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017293265666077678,-0.012669289842829173,0.03127537422862028,-0.036834985668749036,-0.004034279992797853,0.02182326986345645,0.11161855500830276
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0035902039725775915,-0.011801954182755247,0.14144599082044232,0.015765162251958953,-0.07646383290310656,-0.0023496700395697644,0.10838015976572109
HALLMARK_FATTY_ACID_METABOLISM,0.005009518502292632,-0.006483710854038098,0.050033144804694785,0.03231623898938225,0.0036788094989874103,-0.014653623970165968,0.07166299110948098
HALLMARK_G2M_CHECKPOINT,0.009200624951967018,-0.0006726867107819424,0.03744234300997454,0.009040855847571607,-0.007625705174891857,0.014855100893733307,0.09214016257060992
HALLMARK_GLYCOLYSIS,-0.02110160323363763,-0.0039015391637277673,-0.06429430553006864,-0.005224758989323041,-0.0836771564368081,-0.010492947692726448,0.09535447601541754
HALLMARK_HEDGEHOG_SIGNALING,-0.0037718889566145295,-0.040481655983647474,-0.058223996939254466,0.007382489226352171,0.03630218318977913,-0.0037254573349325697,0.036894846831960565
HALLMARK_HEME_METABOLISM,0.014810389214605845,-0.00970838178641971,0.10281981203522197,0.026290407647865704,0.06585165249980829,-0.032093276935619086,0.12543347906292512
HALLMARK_HYPOXIA,0.11116341199245382,-0.03969515194818538,-0.07475151431526751,-0.018654257413053033,-0.08589637733638372,0.00638843142946254,0.02256685231326402
HALLMARK_IL2_STAT5_SIGNALING,0.009738887734883421,-0.006926527218010673,0.07962673057426131,0.023333569831063477,-0.001275539024836393,-0.05009303320850693,0.05424458706441894
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03684228686751022,-0.008335168211872242,0.02016829262269236,0.040327734933548104,0.038267784821750674,-0.030408760757676418,0.017605696887569924
HALLMARK_INFLAMMATORY_RESPONSE,-0.012479919818112473,0.005890790118736156,-0.033456146776237546,0.02299719221022061,0.07854702300870856,-0.04296563130606467,0.0437038451758469
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0086840942286777,0.0414868013450253,0.0916577093232666,0.034478048964463735,0.09588550920419901,-0.057340940857498406,0.09686538136647838
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.004453647397589841,0.0115218639405641,0.06600807985342506,-0.00959477147691476,0.022125165033795666,0.007387866193903396,-0.012476727074988765
HALLMARK_KRAS_SIGNALING_DN,-0.02276725748132121,-0.0006045062683074156,0.040290351964922845,-0.04610431972095652,-0.04908211338141978,-0.0587925375194013,0.17024587762808827
HALLMARK_KRAS_SIGNALING_UP,0.06569032581589045,0.0005677738591757914,0.006875242888182063,-0.026849456819876088,0.04464226673776912,-0.05148058048099276,0.02220701537546067
HALLMARK_MITOTIC_SPINDLE,0.03076295294825929,0.02597521646921748,0.05623979535779859,0.04614527771626143,-0.014236993059984363,-0.04618259739052727,0.14001743565242986
HALLMARK_MTORC1_SIGNALING,-0.02137424930664209,-0.030131406348102234,-0.06272693498829202,-0.013685304436464747,-0.02032007435845747,-0.044063349119220566,0.017676147880068365
HALLMARK_MYC_TARGETS_V1,-0.0021426029621305145,0.0123400875583141,0.05966952569868293,0.020941763167325714,0.0020354253926224736,-0.010077822617018816,0.10785301932174808
HALLMARK_MYC_TARGETS_V2,0.008258015292504592,-0.03616859966491935,0.05012736036246783,0.04783134057872316,0.0658691981108965,-0.04834131672930297,0.09905186057531817
HALLMARK_MYOGENESIS,0.02571126879704722,-0.0337461959343658,0.13331301784340577,0.018528511978147005,0.03764008834329625,-0.014421560220010952,0.06790494894185883
HALLMARK_NOTCH_SIGNALING,0.023391514136128645,0.01438242438846946,0.06543662003442917,0.039304358237263456,-0.04548061516536201,-0.030100183070482553,0.14425190568058666
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.016782780616233353,0.03812291576485539,0.04173859097329631,-0.011171534141584291,-0.01155900076042979,-0.01709953289683206,0.12251015099916662
HALLMARK_P53_PATHWAY,-0.03321639518871174,-0.03622370355410753,0.018998963989102335,0.012858398238852096,-0.04895074547557182,0.014876228936972862,0.09362290629908643
HALLMARK_PANCREAS_BETA_CELLS,0.01337070094826433,0.07385540782409383,0.07124671741518258,0.0047096906808874565,-0.054156486439016625,-0.03441098124668086,0.1453334401593119
HALLMARK_PEROXISOME,0.03766569550934655,0.03660900096475729,0.048494490263546026,-0.0020162181931120413,-0.015709613833901195,0.03737991130041147,0.09070086717113081
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.022026494841426224,0.023868827962244293,0.03740188206173518,-0.008888002683599128,0.021845855046037695,-0.04645276842576957,0.10610155594638623
HALLMARK_PROTEIN_SECRETION,-0.007812403327984055,-0.012915174358301331,0.08009961091162468,0.014143388827406888,0.018005204471688782,-0.050369409302390644,0.10936563603295056
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03694306656463843,0.010456148726264542,0.020268897963198414,0.012647264591498762,-0.009495598039053348,-0.02629878936488565,0.060538859546288175
HALLMARK_SPERMATOGENESIS,0.024423179020503474,0.031592982171480835,0.05986294461479687,-0.006513993608912616,0.04265184120459013,-0.02760956566817644,0.16005219524368802
HALLMARK_TGF_BETA_SIGNALING,0.01468876970592521,0.062233809342582457,0.15357978337994954,0.02383677164972002,0.05373282120636838,0.017145402553036555,0.035936456268914126
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0843343397951982,-0.0360000432928851,0.05180756422823405,0.061175864587629476,-0.035917659316108796,0.06991818347219622,0.017893887769147222
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0068815142613979806,-0.013445602740788676,-0.032409386620869694,0.02744806381863967,-0.016960388738147137,-0.018031153506744474,0.08040662071562132
HALLMARK_UV_RESPONSE_DN,0.06865103824216172,0.020295902449326674,0.13563574724368774,-0.02991082114247747,0.12479040895662669,0.022783478496953627,0.051508582532116015
HALLMARK_UV_RESPONSE_UP,-0.027811606910006517,-0.03487308685005131,-0.02134858327878863,-0.04104057398474419,-0.050215299812035256,-0.031939115096146393,0.09213379732181298
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.031163700351982387,0.03517730885288502,0.03956599736899794,-0.032890903351125114,-0.10859265649464743,-0.0591487901357085,0.049280694906683964
HALLMARK_XENOBIOTIC_METABOLISM,0.06503999390384034,-0.0016314755019526642,0.00212041769737085,0.008152499170264239,-0.0032784288166589786,0.030316507380955034,0.1347909110908451
