,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03030048811443151,0.06774012560955517,-0.014716906713937985,0.05412179438584013,0.15878841147470776,0.022781181424696692,0.03573598907070384,0.08603432711569776,0.000537936419827142,0.17543116785262908,0.14419763840344554,0.14774856016247923,0.10137101379832675,0.06717026879827569,0.12005445870313289,0.1428261513857187
HALLMARK_ALLOGRAFT_REJECTION,0.004733422278535835,0.07071399743856917,-0.015922162510932706,0.03722723001585689,0.18994984890799535,-0.049777543837007235,-0.030086879389669266,0.13445327600088075,0.08583166699211886,0.08186461480440207,0.05975072637890661,0.15489496838196415,0.0991323375637105,0.052143207929707606,0.10347469519636612,0.018463635860670593
HALLMARK_ANDROGEN_RESPONSE,0.032667080793100725,0.10711910283550136,0.08429870459122644,0.0054653009103275375,0.12067088574638014,-0.02627967388837943,0.029464602232169873,0.08489851340434403,0.03539184415893218,0.0803104985508112,0.11101564675798452,0.10448357234536153,0.1211306177761196,0.03474385728394396,0.07024563913823476,0.20252902639733325
HALLMARK_ANGIOGENESIS,-0.029801492585813605,-0.03432865396091836,0.10972642985490963,-0.038887326825070706,0.16097874050240935,-0.017750151536446233,0.03240614173226794,0.004649260893953236,0.05410781824896295,-0.1996620043756318,-0.08318465027032969,-0.0276466672484075,0.06664802411249979,-0.013121855182955548,0.00011017918249414058,0.12467961843401557
HALLMARK_APICAL_JUNCTION,0.006090467410450977,0.06723958602845125,0.000428410477827068,0.12623434525109772,0.20305511073912694,0.02984243821928442,-0.00938640790637402,0.13780971217186577,0.041410701956929453,0.17920558293066732,0.1656185262713495,0.1258626432871406,0.12883459066525493,0.06451848941931705,0.14207699525297565,0.23953692094822532
HALLMARK_APICAL_SURFACE,-0.071855772926789,0.024236992921660386,-0.09412339835265507,0.07461188366706815,-0.03556542837521013,-0.0018153724628710481,0.03714341477763517,0.14831584804955122,-0.058932204528392096,0.16128352204447446,-0.024903023317722033,0.10465503436553444,0.09675360782429084,-0.017414025659444048,0.08612831254283745,0.09702042069225748
HALLMARK_APOPTOSIS,-0.0399930044994686,0.05265287271297851,0.001146338058411481,0.04194493957944337,0.0600775171376433,0.020652942935473408,0.00859091234866668,-0.040522159137712,-0.030966050342611042,-0.08703950598888398,0.02322052086625861,0.001961753893364574,0.043968513302553296,0.0014185229590174344,0.007104334012926421,0.09416193952498975
HALLMARK_BILE_ACID_METABOLISM,-0.06211402958184501,-0.02035299362273576,-0.04829479993387374,0.03404731365287167,0.15490410993950376,0.03853580927496318,-0.024449203159151094,-0.010270851189764766,0.021642503637667253,0.2111416576915998,0.07888050937536405,0.1326936695502553,0.09496128554504488,0.04205828953806689,0.0748429166153213,0.13705810225984313
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022735247674099065,0.05544881906321646,-0.051056282164283213,0.03607429040106552,0.08133822214663909,0.049661119200905095,0.0065690248590664635,0.06571337031420788,-0.022978313367418863,0.08670466497330229,0.08807140815021036,0.08539000609392061,0.020959215736827103,0.0014433669198652525,0.0325691522506898,0.09246595177650273
HALLMARK_COAGULATION,-0.05444882594592263,0.08343103891508687,-0.03152220925425219,0.13375724430727884,0.1812926709992968,0.0008872064669625115,0.021319265016318614,0.18066077112864548,0.07011872795140928,0.21734799997332413,0.18013736884265316,0.13898950437157429,0.1071257538191713,0.06337152802914646,0.11652669282535741,0.2121063376791449
