,UKF243,UKF248,UKF255,UKF259,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028902285988721382,0.001632177926792717,0.09390682500420414,0.029609305562377272,0.1714744587798228,0.1372753362013494,0.18436450288877038,0.031578030929459634,-0.029766143654109522,0.08941339521824525,0.1821930912368514,0.007819853487509843,0.3023931331653375,0.2605608028156286
HALLMARK_ALLOGRAFT_REJECTION,0.08403430380920171,0.1149857878830546,0.07637493912067526,0.004561680859623336,0.22853974037388886,0.10710460719339593,0.22021597660908318,-0.0003716714109005351,0.030369954717855543,0.15485550292290234,0.1894387868159686,0.09344826731991292,0.13784095839157284,0.054521975644930616
HALLMARK_ANDROGEN_RESPONSE,0.08808517404512176,0.04298681289513362,0.011675569506311621,0.01751885044671368,0.1292532412550598,0.1015146668431273,0.19465042234205407,-0.0008207250673736527,-0.09076300728531259,0.13640815860311034,0.22369622917767684,0.03502722762303699,0.18344857474596377,0.2453199859553359
HALLMARK_ANGIOGENESIS,0.09684685713918904,0.15679026380870983,0.048373975345330444,0.060590218477554636,0.21564087690037223,-0.04622717218948045,0.17885723296679235,0.10255490903037993,0.019612976758311414,0.19355105493167626,0.04701135822404221,0.07219331739302241,-0.19984364607531654,0.21949138159564444
HALLMARK_APICAL_JUNCTION,0.06241789866033486,-0.0043251556248416,0.03891876700466931,-0.03854364702698689,0.22578218877474748,0.16758267401090007,0.13066448962171395,0.03135451950038337,-0.02890415348946331,0.07664388926469551,0.21013178674745603,-0.0019902485031616296,0.23763621831847015,0.2851841968416244
HALLMARK_APICAL_SURFACE,-0.033130209985479976,-0.05247937997584333,0.050168774955461674,0.007176540710153154,-0.014604076084370693,0.0876067188161517,0.060394786143600804,0.008010987260387901,-0.14081521994978713,0.13995199732910177,0.20526491723908083,0.03668467087094476,0.16817444174064194,0.11280585360685676
HALLMARK_APOPTOSIS,0.00911263731650385,0.08524016774583894,0.09319406965715916,0.028009085970058287,0.0958396873532491,0.053509788592586545,0.00606123422086734,0.04380831073541054,0.001373946783276473,-0.043094204465898636,0.06864802071139636,0.0002744009386659693,0.11197319672692992,0.02375145355457659
HALLMARK_BILE_ACID_METABOLISM,0.020555918682127493,-0.029435340134585306,0.09131941619272418,0.005029098116637396,0.1774995534465682,0.052256798498814,0.10999428639644306,-0.07011073378762867,-0.012278882547731573,0.0984178332721309,0.1741019760202513,-0.009888310816181507,0.27171806692438866,0.3029471399923846
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00018091888079373652,-0.052191200751351335,0.1079733016767728,0.013217574615653328,0.0876303147802211,0.12056437614886387,0.14267252040382927,0.02960466005354796,-0.03923586044388033,0.1477681210087881,0.1654125696289021,-0.028934828444297764,0.3575408045203082,0.3055498054815336
HALLMARK_COAGULATION,0.008441423645250707,0.05365159510870075,0.09265689194738462,-0.00046210682135091745,0.19125691182469184,0.05388626434232196,0.07815062099872394,-0.06341376133624484,0.03574309651440336,0.10951398735334092,0.24051116995570232,0.04981661298100639,0.12904599726507082,0.17372615898763394
HALLMARK_COMPLEMENT,0.0012542197835290886,0.1268110399634123,0.11889576399517587,0.050403154924063304,0.23915845149651516,0.05707384969482767,0.2092635794704991,0.15737185959765065,0.0014196384471020086,0.17456330652570268,0.2229579551805743,0.03987844056423212,0.32308038791378324,0.17014961860402222
HALLMARK_DNA_REPAIR,0.07226137461173783,-0.024919005194643636,0.08744832510401838,0.02897990235359139,0.19799245660926335,0.1626870286333592,0.176515166087283,-0.015121801091277308,-0.052758708466380116,0.13573833811017105,0.20379008364608012,-0.026432173326284784,0.3569279286149077,0.36422649479861235
HALLMARK_E2F_TARGETS,-0.04439974057143158,-0.10111658210287436,0.029178722844347534,-0.05902600943283884,0.15817031485700095,0.07255361263648936,-0.014737329346647215,0.03447080601201004,-0.07506519164507064,0.3048837277099793,0.2788126364046038,0.009950157201255461,0.2889135940012253,0.3290589171806468
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.17195920177425422,0.10753743550808004,0.0729126823505271,0.06054810739190154,0.2313336399212145,-0.008540331969109983,0.10359562520888405,0.08283416206228335,0.04765242779258179,0.16200838874804926,0.1826200886424924,0.07523741790794275,0.03586331887758564,0.24421275037203705
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023824228525193936,0.009004208619963922,-0.09653226658523364,0.024324536797128277,0.14982617349475028,-0.11554616933468655,0.09927065138455597,0.02123800054120264,-0.00696408528406099,0.1207482541366168,0.14740362824007314,0.025043281734114593,0.22029613197630277,0.2913950994867077
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07715770657520378,0.030423388265643652,0.1319415814742523,-0.00899187596397669,-0.009642684079049215,0.12675785961146588,0.0669214680957785,-0.027985372109168884,-0.06164215322259041,0.17829818691553304,0.18705212556426074,0.03754474542898298,0.2808574353246316,0.11031547159702713
