,UKF251,UKF260,UKF296,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.002402822099666323,-0.046528675868874936,0.016764123959709984,0.027217185680944698,0.021717549898158845,0.07703116466196115,-0.015308587043640208,-0.016594583899193435
HALLMARK_ALLOGRAFT_REJECTION,0.046060907312196656,-0.09881075627375593,-0.07077343552575575,0.07925626886146747,-0.031033730222110693,0.07554084918818017,-0.0014087780545347667,-0.04591416887114166
HALLMARK_ANDROGEN_RESPONSE,0.002801240078771891,-0.00013579525191010798,-0.013571380461929095,0.014671491324909976,-0.04560878168163158,0.08703948924002732,-0.023412747887901278,-0.016486243827892932
HALLMARK_ANGIOGENESIS,-0.060125621100180736,0.04106399217522798,0.021524050140703032,0.1514583721192358,0.01836343003435526,-0.048671091218651236,0.0033571384668702304,0.02824878615845013
HALLMARK_APICAL_JUNCTION,0.04113430014800362,0.020249320572537734,0.02356728323320409,0.05116436374488067,-0.03145240681792294,0.08680288682100502,-0.022665165716402754,-0.010153832331594458
HALLMARK_APICAL_SURFACE,0.03066068447638775,-0.026654064873967483,0.0511489983415559,0.018554451344183757,0.050906260290175115,0.10390945149432619,-0.04045130568764046,-0.09850251154439416
HALLMARK_APOPTOSIS,0.0030168286283932247,0.05882041123245897,-0.01472573087933687,-0.06814532897039903,-0.042552901648097004,-0.041059967156351795,0.004039456438085648,-0.039360920767324566
HALLMARK_BILE_ACID_METABOLISM,-0.012866000760875077,-0.04378811287553048,-0.02499604698748123,0.024581473148884713,-0.007973208362390264,0.0927877827125126,-0.013562904478238436,0.00808096050371699
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006131254747445331,-0.04798582659962094,-0.019776104442351977,0.048380007143675234,-0.0039809753739491515,0.09508428792211503,-0.045880948156630706,0.010558873793739224
HALLMARK_COAGULATION,0.045351618047376335,0.01807951425374996,-0.0050192566193716865,0.02830268160554661,-0.06452487827130846,0.02626484344020983,0.01211352299343068,-0.07304583766828417
HALLMARK_COMPLEMENT,0.00978462321145862,-0.012451847539390125,0.03565048487904046,0.02534314129662978,-0.0006923374943377334,0.07651344295713608,-0.005587890027453738,-0.05517259684003992
HALLMARK_DNA_REPAIR,0.019927027038702715,0.012713235026507981,-0.0014214074174359267,0.0823133884890249,-0.013142320021752552,0.1252085572014885,-0.0005077249253104005,0.07100965570941938
HALLMARK_E2F_TARGETS,-0.009848424107469602,-0.038889180076158165,0.04707651792542971,-0.0023825483453340053,0.012221247742335626,0.07986695757482144,-0.02294514919759069,0.0416542061173655
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.015361200163150797,0.04438153017895358,-0.005758181692338126,0.11029675539703997,-0.04605686024485022,-0.011358168824699701,0.0030564713593937286,0.014320369935161496
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.004278671937413365,0.051331414921938955,-0.026985443974932345,-0.05670460626394699,0.0606462300914953,0.05794571767223425,-0.01950865222719038,0.04074823159472503
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02636083308162532,0.04618454841783229,0.0239059727137215,0.12733325291683475,0.014735417395311626,0.10097077801014019,0.01500251895329914,0.012958430281201087
HALLMARK_FATTY_ACID_METABOLISM,-0.0007124361866941236,0.09419710209492327,-0.006804452050365338,0.01641540437242391,-0.027464788176101596,0.025284709203478053,-0.016337308500462343,0.042982868480892125
HALLMARK_G2M_CHECKPOINT,-0.0191723303837969,0.03133973647581402,0.014965231715788356,0.03728922685414451,0.061374520070425785,0.0565942633281862,-0.03712003957098692,0.06459229704252842
HALLMARK_GLYCOLYSIS,-0.024091011343698163,0.05154257209627846,0.005695625739567638,0.09260742982192809,0.0574369288297711,0.10320884133705707,-0.02108572992763135,0.011441374053103387
HALLMARK_HEDGEHOG_SIGNALING,-0.02531553586155603,-0.0036293662059404333,-0.014456059730967228,0.006934049558965901,0.05690799485618485,0.020668232312476026,-0.03268239931214922,-0.1089255051997865
HALLMARK_HEME_METABOLISM,0.014056499817039677,0.0397131803717842,0.005944255777999248,0.08024530193174619,-0.004348360840500396,0.09168511727046107,-0.011172534197448708,-0.023404156638175817
HALLMARK_HYPOXIA,-0.061104285194552625,0.08304118525750626,0.02563562087866102,0.12082273544587373,0.011610739540566647,0.01402929251458775,0.04200507208911979,0.1588633390045643
HALLMARK_IL2_STAT5_SIGNALING,-0.0479521669700498,0.01807850412318707,0.011588916912249565,0.01003864253104043,-0.020881495216135894,0.08543425562268991,-0.010868576301789666,0.05410253726359093
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05440274257258333,0.13460031132957398,0.036725602672536675,0.039714376239746434,-0.01791397180468497,0.03735379467028396,0.02619489548796715,-0.02764298372135302
HALLMARK_INFLAMMATORY_RESPONSE,-0.03924444734934112,0.054201465086304225,0.03417361296938966,0.024652435249867818,-0.01844425066321567,-0.007352231566353903,0.002193680614800252,-0.010448671681947108
