,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09261954256862642,0.09948376124350385,-0.019772861569226814,0.10892926106141099,0.08598061132007132,-0.17159396650624775,0.031748906761117704,0.13063141472309373,0.13639955354449992,0.17141514082184267,0.16300893828535445,-0.030253916999589906,0.04850887982295373,0.02350011639279204,0.11308114696032331,0.04539511744376921
HALLMARK_ALLOGRAFT_REJECTION,0.06383659392565834,0.03005503840055195,-0.08496096790046151,0.08573864031676547,-0.08576643317902445,-0.31401765040494123,-0.08500334428677349,-0.24042656165799317,-0.13619552835576146,0.06282410707348188,0.07463710479981824,0.0008688372235800252,0.05047976572810426,-0.021627193836149545,0.13060620331209807,-0.016524177186030588
HALLMARK_ANDROGEN_RESPONSE,0.007613320822637614,0.11481954667168848,-1.7964859018579335e-05,0.28704885499191896,-0.015358091179303627,-0.33355185589109443,-0.06777189555715211,-0.0576394246223121,-0.1468596089749354,0.1982376594437759,0.15231544944603828,0.02807037509903752,0.013867628185171604,0.03118545050203257,0.20762216211050327,-0.00916304824731567
HALLMARK_ANGIOGENESIS,-0.22956313866489167,0.015716515050690296,0.10123856559761844,-0.35497812870566253,-0.0740773868929603,-0.45766961289591035,0.07631114726190595,-0.2627116537364286,-0.34165685387624567,-0.008493806664725776,-0.11592689600945053,-0.01872860344734636,0.03350169135468898,-0.023808739334556444,0.1049513969842204,-0.13361601701199385
HALLMARK_APICAL_JUNCTION,0.025342558862849515,0.11481693377093055,-0.042101030122288156,-0.035443708000947934,-0.012210409765314872,-0.3275748411412837,0.10217825184892902,0.08774491709876102,-0.1754675998422864,0.19921268939348824,0.14742697442448244,0.03862455853602729,0.036791877122688825,0.04932121033809695,0.1798661076439857,0.10563576382058734
HALLMARK_APICAL_SURFACE,0.1887942603341828,0.09963850344581053,-0.02874043978828267,-0.0068480018239119094,0.03903410456729605,0.3680172929392663,0.00033970261483574606,0.18957981930412487,-0.05242716337170133,0.1618648457844993,0.10294189412828296,-0.04105934904303444,0.0716935407541766,0.029756315201564933,0.3171298203663849,0.08142837805969699
HALLMARK_APOPTOSIS,0.0630425150330157,0.03207887437276537,0.017327452432563558,0.05886493716059635,0.08404041327854644,-0.07917335829147466,0.005757987348620386,0.009183634757542409,0.17103063242032973,-0.06200092747624924,-0.0443603752848971,0.011791686230965149,-0.008324541642620852,0.015841349924358695,0.11194673162070666,0.17627849720144448
HALLMARK_BILE_ACID_METABOLISM,0.027235915092142914,0.08671752707534476,-0.02563641113904941,-0.14856241551296764,-0.07401336677327854,-0.4765426105376666,0.08367026904351982,-0.08777235055979428,-0.0661854871482167,0.18407441198070096,0.10422859366182584,-0.0057332804960945,0.06648402869302494,-0.012707425632009457,0.028112760523539757,-0.13381515488802243
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02938585988477067,0.06392748144592529,-0.015308874308840852,-0.033903821206449886,-0.12047522713317474,-0.2533828982490661,0.08835102026779858,-0.2136202805286439,-0.27430692152357894,0.19616022081911794,0.17306051267838635,0.010466540337396357,0.03493060211531983,0.007882073064392942,0.005712469489787924,-0.02270495355350217
HALLMARK_COAGULATION,-0.013104841009622262,0.0586277474756999,-0.07407704452201663,0.1911501986500055,-0.08883376872736605,-0.43188733789632117,-0.032097449599561755,-0.250266909538593,-0.23463727354543623,0.09329598446950763,0.11325441479016794,-0.018861532370695162,-0.03328206812461228,-0.0026396738978828843,0.06916194993065979,-0.19925856998895086
HALLMARK_COMPLEMENT,0.14833873258611072,0.06368725873425711,0.018843445827346456,0.2990291733960239,-0.013253347343308493,-0.19948016195106602,0.10187508020918122,-0.19029078021805051,0.11892353142477116,0.09323703690228446,0.13907551735881393,-0.003140470057061769,0.08243669349482449,0.05834896004615448,0.08684621009165686,0.07362091054270968
HALLMARK_DNA_REPAIR,0.11124039323032975,0.12626745347031346,-0.02825171770645956,0.15118580924002586,0.010634547430315592,-0.20091582196171434,0.028422578868847255,0.15400545722694456,-0.08037890369018907,0.19368621787359364,0.17012582138032573,0.02750730401963235,0.07129553058589903,0.03833385681985166,0.01638510442876515,0.1307743829462434
HALLMARK_E2F_TARGETS,0.12427075784373784,0.05918101465377752,-0.0005401338428568318,0.06535203334474639,-0.06764779790377946,-0.3549109650789779,0.12441526164034981,0.17991736478232062,-0.1712710270228899,0.1598551862633828,0.06115252222182331,-0.04416168097848232,0.08863980039480203,-0.005995309189819067,0.0907270358854816,-0.01294048286328391
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.18723151188369055,0.05479028581315918,0.028322349648186754,-0.2080232416131606,-0.07896946316252137,-0.2600378975566927,0.08575732643751816,-0.21685263892620768,-0.32007451758946626,0.016260670520359035,-0.053536234944873765,-0.0031057188954414167,-0.013388743628585952,0.07645536475377272,0.08213996913279585,0.05022211704758003
