,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.02671364891096553,-0.03547517163252487,-0.03434879520960101,0.02922980768012676,-0.004066130116897259,-0.0782869740489408,0.07064546684597724
HALLMARK_ALLOGRAFT_REJECTION,0.007011970030921375,-0.03963258831690461,-0.06491504078244037,0.034240393013138276,-0.046451435230762436,-0.02365132520326252,0.012810376568686362
HALLMARK_ANDROGEN_RESPONSE,-0.01326457420703308,-0.05734783389870424,-0.0629591696058261,0.007343107089416149,0.02171209197475748,0.03037891316319115,0.08872567425008931
HALLMARK_ANGIOGENESIS,0.021642361156936817,0.0029387885944881778,-0.049189553888911296,-0.022693212913906476,0.015305146127516623,0.10504772566480657,-0.07730905340775335
HALLMARK_APICAL_JUNCTION,-0.03340899648831952,-0.05063313264056382,-0.03609276956949351,-0.042653608914274686,0.0033834555335606614,-0.03116616218860504,0.0970025316426728
HALLMARK_APICAL_SURFACE,-0.02133599666199222,-0.021482575401479246,-0.02067387789096208,0.06262477685660205,-0.007898726425374487,-0.053746147306031125,0.0712522352271013
HALLMARK_APOPTOSIS,-0.012066878418758798,-0.057387286385940324,-0.07170653843755513,-0.04215540625283364,-0.0037277347667580714,-0.02768247106625271,-0.010244876378821025
HALLMARK_BILE_ACID_METABOLISM,-0.033359056879229534,-0.024481608541873177,-0.052945691097207884,-0.023283658368941872,-0.010017016057251076,-0.09208114583383839,0.020538886698664736
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.015515542532468592,0.017230413824624344,-0.043758443198682044,0.005418717019129155,-0.013991559406455857,-0.07636437295709682,0.03683340480279979
HALLMARK_COAGULATION,-0.007036027386262912,-0.01352205766027402,-0.0727389539441237,-0.004414800248341821,-0.0398782467543977,-0.010043161934516548,0.03240529325586886
HALLMARK_COMPLEMENT,-0.05548525175120783,-0.06138391952626557,-0.06678692494143638,0.01007738617614701,-0.00878818870282859,-0.050941421667182823,0.05833922249920728
HALLMARK_DNA_REPAIR,-0.017160352190271632,-0.0517119281063926,-0.08687855666300479,-0.012611831698799918,-0.014953069766435822,-0.07242425202725215,0.10255048224213169
HALLMARK_E2F_TARGETS,0.0026978757974064683,-0.012482561597134609,-0.03189342113689723,0.01941684107012913,0.029283653535028185,-0.06210232525942302,0.003848415471749523
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01640990614991833,-0.049259060191232724,-0.015235860502484787,-0.050638011056064865,-0.057814602484351975,0.04289680518675831,-0.0009959855471035686
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05987129445339308,-0.05185691505825924,-0.028239053062268343,-0.014830759059691709,0.0647925732854059,-0.018090239813853465,0.018776378634216908
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.014035264407847517,-0.0012732821614547304,-0.010946301434068722,0.018889417078015832,-0.0010128141510110165,-0.03518689693453695,-0.03633376933678573
HALLMARK_FATTY_ACID_METABOLISM,0.019630248125247975,-0.05055528481598025,-0.07909887966720082,-0.018590534767545405,-0.024139292019399086,-0.025943615204243306,0.05687634521070095
HALLMARK_G2M_CHECKPOINT,-0.027209555163158806,-0.027345998046660273,-0.08794210495047453,-0.022529619665154765,-0.021109511585745734,-0.027687611187591242,0.03945840900342179
HALLMARK_GLYCOLYSIS,-0.02779245454600658,-0.025634398723128726,-0.1069407131133189,-0.044157965180989765,-0.03773290960663654,-0.036389770576205085,0.084875717033459
HALLMARK_HEDGEHOG_SIGNALING,-0.026806729049595537,0.004900403866673981,-0.04189966976961098,-2.0268459430497406e-05,-0.03797012575612419,-0.03328961583306603,0.07041286526413916
HALLMARK_HEME_METABOLISM,-0.005621787880240418,-0.028457624370983012,-0.017836551898058002,0.009550009217040856,-0.09153922486901107,-0.04233312802626412,0.05775737899365618
HALLMARK_HYPOXIA,0.0113913323321524,-0.009180028233531132,0.008007713108821762,-0.05335476066436936,-0.049030869283171026,0.04322783212273442,-0.07949080595514486
HALLMARK_IL2_STAT5_SIGNALING,-0.038162567881724486,-0.021560814602592616,0.0021103917177447344,-0.007080532877135201,0.011218560016289996,0.002674614891656203,-0.0025203490897847203
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0059648791006163306,0.012260613555700253,-0.00986500285865202,-0.03356890830347437,-0.00578947884095931,-0.057868290486471706,0.0828025106673182
HALLMARK_INFLAMMATORY_RESPONSE,-0.011528473189434315,-0.10109142973104022,-0.01759978754000146,0.05880348889202599,0.04059072078110713,-0.0010999667555288938,-0.010011650757388331
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.010650031423589399,-0.02387923384831364,0.018094881019733406,-0.008430121500556295,-0.08357977257706241,-0.05516535149708692,0.023914537115179876
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.018444499315611165,-0.061790390770045174,-0.07507270794044614,-0.013652280666222523,-0.020515278710115034,-0.052806471650407596,0.08183633218791012
HALLMARK_KRAS_SIGNALING_DN,-0.052003285391546604,-0.048956684995022114,-0.03957854908167562,-0.01689879485040747,0.015626099499146912,-0.06886490950915646,0.11985743117209886
HALLMARK_KRAS_SIGNALING_UP,-0.014465947311795546,-0.03473078647059653,-0.01846934843920903,0.01590767382421009,-0.009253107195344489,0.011287503544105527,0.024707306003709215
HALLMARK_MITOTIC_SPINDLE,-0.03278671817142267,-0.04142061437828424,-0.03629811224541058,0.02933461658657032,0.024901195905564225,-0.045761243162539156,0.08565776712424562
HALLMARK_MTORC1_SIGNALING,0.008067554220729994,-0.05285316762534074,0.008261351257848014,-0.03765977563174798,-0.008279724233915195,0.042848165542884405,0.027091449274917405
HALLMARK_MYC_TARGETS_V1,0.009421738917350535,-0.037525152793008304,-0.08655157187586614,-0.013297642109109616,-0.024285039340943757,-0.052569047512681856,0.09055172422855304
HALLMARK_MYC_TARGETS_V2,0.0562949700102231,-0.023442174579068754,-0.06676194967421613,0.02043273189120519,-0.004094737058358508,-0.09997285300972995,-0.025331786096856764
HALLMARK_MYOGENESIS,-0.009814661388098582,-0.031219816943096612,-0.03658863426863281,-0.038983963664665194,-0.03100727745183906,-0.021713444227243285,0.040501711435081376
HALLMARK_NOTCH_SIGNALING,-0.023586473073248307,-0.02718452562214557,-0.01585437357054857,-0.02014141497826584,-0.06193786785767206,-0.09055262431332954,0.09754014175342947
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.01059866767135058,-0.039243340528823716,-0.06157366292310119,-0.003734135802342896,-0.05150212637645794,-0.07892345818858151,0.06976452483355063
HALLMARK_P53_PATHWAY,-0.01951650243114298,-0.020542948230548266,-0.014591243493718877,0.014956056374040341,-0.058486688699067084,-0.06775022719017858,0.056803020558334257
HALLMARK_PANCREAS_BETA_CELLS,-0.024667954996622204,-0.047050973022068385,-0.0689066447415367,0.005072285721762435,0.02284213823676819,-0.07682429795104477,0.0832208374449757
HALLMARK_PEROXISOME,-0.03363739086584489,-0.04609229982281653,-0.0030456041992002365,0.03659858649149972,0.019899122145494563,-0.05679345401349727,-0.011255012941437666
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.024252614311137503,-0.03346694500425353,-0.09377111099195379,0.007780652388205823,-0.015019574680735337,-0.04816468993840414,0.06580167151261304
HALLMARK_PROTEIN_SECRETION,-0.027870574301655206,-0.03975654636231232,-0.07777581972163106,0.006573200279013751,0.009066709973473298,-0.044140602887221776,0.07068145924730167
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.012332252358723803,-0.06250807278792947,-0.021325222870938774,0.028647254087024957,-0.06811193511732341,-0.06287793967241681,0.05857474238385545
