,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1348505121884725,0.16237719019253,0.043523834669565234,0.06552856048001102
HALLMARK_ALLOGRAFT_REJECTION,0.04472121175021639,0.10152264469393404,0.03260589383368361,0.04523807282178122
HALLMARK_ANDROGEN_RESPONSE,0.1110862318072333,0.11634843761033695,-0.011658289275599856,0.07054017979537117
HALLMARK_ANGIOGENESIS,-0.015417089968804837,-0.15100859499891944,0.007177602526223328,0.049475487159541635
HALLMARK_APICAL_JUNCTION,0.1506938507238716,0.15551420436793803,0.014517852582323309,0.07179620556222813
HALLMARK_APICAL_SURFACE,0.139180996070235,0.13644907513071158,0.11027544245750263,0.07059617423864191
HALLMARK_APOPTOSIS,-0.04289298337382318,-0.06511461377612152,-0.007042641297827932,0.019216956760483732
HALLMARK_BILE_ACID_METABOLISM,0.09549943923362762,0.13732534072068794,0.06311491141774112,0.09919606440789365
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15191910732492334,0.17380310716608127,0.006134089877967459,0.12674920961220207
HALLMARK_COAGULATION,0.11125902693793939,0.112970855980746,0.029220256588323477,-0.03596833958838734
HALLMARK_COMPLEMENT,0.11869456410896789,0.09468758481081697,0.039466138134477184,0.03347091025492715
HALLMARK_DNA_REPAIR,0.17544488180648385,0.1674844486780223,0.02179565096666336,0.1465402933526633
HALLMARK_E2F_TARGETS,0.09809170926209579,0.08733710381419477,0.006682125284160475,0.10950602856406422
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02314411392594397,-0.05734503036996444,-0.03257203212105553,0.015439601884705797
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.11994071541143156,0.095968168735589,0.043454665225187664,0.07101291741380193
HALLMARK_ESTROGEN_RESPONSE_LATE,0.14847905267731296,0.144625897753462,0.057011385694659245,0.04831076864397259
HALLMARK_FATTY_ACID_METABOLISM,0.044984428367061624,-0.0006259144996093116,-0.02471700760176141,0.04382177111109154
HALLMARK_G2M_CHECKPOINT,0.07875199593311842,0.053853220197869776,0.049821218739162995,0.1404066467237022
HALLMARK_GLYCOLYSIS,0.10693147830168007,0.07710816209997272,0.012523973279210078,0.10995388242178498
HALLMARK_HEDGEHOG_SIGNALING,0.06964903288574671,0.08420528181689324,-0.015086668776870829,0.01686929955263347
HALLMARK_HEME_METABOLISM,0.16041135941817036,0.13582035742511805,0.027158494489121887,0.014231315852037888
HALLMARK_HYPOXIA,-0.04918553240709802,-0.10619634450634684,-0.0582411728072646,0.03249483576856754
HALLMARK_IL2_STAT5_SIGNALING,0.1025318903262708,0.1192154375442501,0.04292412473123833,0.09768303904079033
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.024023365438523157,0.07168014666466681,-0.05199560094617408,0.08533867491390948
HALLMARK_INFLAMMATORY_RESPONSE,0.11509050728812836,0.03202428430969398,-0.013895687210300512,0.0029760917992427013
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10527226442832874,0.1246553592502507,0.04318425714627994,0.05405739204130436
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08033384161069795,0.06272257233740058,0.027032258605188368,0.05595230537355394
HALLMARK_KRAS_SIGNALING_DN,0.17076809891849745,0.16543014627994077,0.09501063380394215,0.03359279282902017
HALLMARK_KRAS_SIGNALING_UP,0.10418006409840097,0.1275414352740626,0.020014434933862256,0.012064885398570046
HALLMARK_MITOTIC_SPINDLE,0.1351978423643323,0.13935767661670337,0.02032426017566365,0.07367306321377985
HALLMARK_MTORC1_SIGNALING,0.008052392873860656,-0.030346400571855905,-0.0178011670781989,0.08084455108705522
HALLMARK_MYC_TARGETS_V1,0.1414673586657299,0.14878109796903616,0.03398332258587182,0.1426160166185779
HALLMARK_MYC_TARGETS_V2,0.08833387387271223,0.09597442971926967,0.002969148693503224,0.0639869068247447
HALLMARK_MYOGENESIS,0.12595060502116065,0.1667990364466007,0.02848426039080789,-0.02837745566786663
HALLMARK_NOTCH_SIGNALING,0.15073200793241065,0.17034404659313526,0.03629347455707093,0.0958598429799428
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.17024085470773392,0.1684947554249119,0.09056472076886692,0.1588389006700367
HALLMARK_P53_PATHWAY,0.16668423169014665,0.15708504514263005,0.03084451237707102,0.08509098877890965
HALLMARK_PANCREAS_BETA_CELLS,0.14428156805252865,0.17987177389527495,0.05467820755861649,0.028388772993651085
HALLMARK_PEROXISOME,0.18485904673836273,0.13188983500972173,0.0526759274935216,0.0591361975105815
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1569354871080014,0.14906689994887623,0.06548236429553203,0.09533338993574862
HALLMARK_PROTEIN_SECRETION,0.14230260607082396,0.14361772913407533,0.017059939178495694,0.10430953965531385
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.15765341021418622,0.1567952222222721,0.10171922215586664,-0.055401037357892126
HALLMARK_SPERMATOGENESIS,0.18416824467150583,0.14133539517513316,0.049068706383257964,0.07383756221892537
HALLMARK_TGF_BETA_SIGNALING,0.13865832871917103,0.1433518059612899,-0.04911590935366562,0.08847621207410479
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03512491414676243,0.025107741280514205,0.002681864828830798,0.05024179632845455
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1506102276831109,0.134907134274986,0.021825177125134047,0.10506041012557472
HALLMARK_UV_RESPONSE_DN,0.09360678782155359,0.11286861671241248,0.022505743980333247,0.024902193236112043
HALLMARK_UV_RESPONSE_UP,0.13207099296035016,0.11236678505400484,0.04482005772473528,0.04459834782213394
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10754985667540452,0.1250795080609633,-0.017048736493715626,0.045663671864184296
HALLMARK_XENOBIOTIC_METABOLISM,0.17716563262013843,0.13359940401100304,0.0049820081448878825,0.10062234953123357
