,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07718009070001065,0.10869853496031656,0.08051500750997384,0.014371950369878735,0.07926705601432278,0.03724061663607519
HALLMARK_ALLOGRAFT_REJECTION,0.14131213833076442,-0.062404405118208446,0.09375247142513694,0.026931465364192105,0.04918483780431348,-0.004231068901928932
HALLMARK_ANDROGEN_RESPONSE,0.08286160407955338,0.13322817608589982,0.09527784921034516,0.034335809426186956,0.02793726465867524,0.038470357615674425
HALLMARK_ANGIOGENESIS,0.1629366293469642,-0.027380883257422498,-0.009772643764148221,-0.02582191911900161,0.00558089020700174,0.024174890564910276
HALLMARK_APICAL_JUNCTION,0.1038720869926342,0.12471169266758121,0.08004486575384114,0.03259405560213588,0.05612196633902334,0.060245718121626435
HALLMARK_APICAL_SURFACE,-0.07855200980317978,0.10507126948742518,0.04879415684598779,0.007786475517247565,0.09994263288422155,0.030943186298585182
HALLMARK_APOPTOSIS,0.016083736474343642,-0.05418957701692783,-0.02096058073163298,-0.003217955234347585,0.020963965400517325,-0.052807299085759415
HALLMARK_BILE_ACID_METABOLISM,0.10785532433388688,0.03225574580556742,0.04399226579381474,0.013232258553616446,0.0304810178989397,0.018265272620609462
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07176620219805985,0.15174239381923274,0.11595158831848489,0.015811116815108002,0.048569054863908105,0.00777036319665381
HALLMARK_COAGULATION,0.12306792782010038,0.06087989605555654,0.10738601460921139,0.01968567674946448,0.02078420453424797,0.012050712467044856
HALLMARK_COMPLEMENT,0.109197037610571,-0.0312403947416213,0.0612764435553983,-0.005829935327521392,0.09455855889858159,0.026271942220447514
HALLMARK_DNA_REPAIR,0.1208281318357736,0.15430831976377876,0.10927877564699075,0.012319606656842638,0.11086748289945421,0.0192048521001985
HALLMARK_E2F_TARGETS,0.11716135201288261,0.022884636313677546,0.08001813500440977,0.055779449091326344,0.06417392074685901,0.04023982088106499
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12260791139133205,0.0017925475801105083,-0.02304668815932147,0.03645212419041171,-0.005683046875510107,0.013632443931069804
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0515822203016581,-0.014015155169318625,0.004016188260172284,0.07630071166974528,0.09763136796561046,0.06022318885991643
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04147363060304736,0.05113966301244741,0.10489330125676416,0.027153167626628533,0.06962664814486832,0.0024813437187215575
HALLMARK_FATTY_ACID_METABOLISM,0.04737781307079735,-0.028641406589367115,-0.004206925212352451,0.003423706807127713,0.033423724079795124,-0.0036583520255543656
HALLMARK_G2M_CHECKPOINT,0.10696075544299091,0.06615532324792836,0.09746578709888824,0.05436623017905046,0.031108061504837782,0.06017932291205965
HALLMARK_GLYCOLYSIS,0.0848556390594317,0.07159281924943996,0.050800943917606,0.0609829319156021,0.008817098859757169,0.07814579264288243
HALLMARK_HEDGEHOG_SIGNALING,-0.0957859005176494,0.011446285621763752,0.021143795078812127,0.07319088241971235,0.06675431557074597,0.048900098418476826
HALLMARK_HEME_METABOLISM,0.10265994570848401,0.04763020565128004,0.07905803505081369,0.0038550300461655204,0.12171641115363407,0.03674696475599997
HALLMARK_HYPOXIA,-0.09559478182866188,-0.05775334172056293,-0.06285027452832304,-0.014562469477958426,-0.05736447416629361,0.022112572406927274
HALLMARK_IL2_STAT5_SIGNALING,0.11242522565074382,0.05038191987268938,0.06432981168301498,-0.006174618374558849,0.047468745698802106,0.039431416210220796
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11463020952649194,-0.0278032262978236,0.07786518822525772,0.0210244560180216,0.019763626211322938,0.000962251170109633
HALLMARK_INFLAMMATORY_RESPONSE,0.04986876515767056,0.025192805020839367,-0.023237100686488113,-0.004562582338200314,0.012131901182951495,0.027526629499930403
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.14875832947310041,0.13701827826436808,0.11772217370369635,-0.0026597791566109084,0.059540916491793924,0.05391588841843326
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.137568550910881,-0.002071229995405483,0.007200712998183091,0.027075230942949412,0.03267081421877434,0.0012487796725483597
HALLMARK_KRAS_SIGNALING_DN,-0.042367801724509324,0.13455000315007237,0.0728730920907584,0.013819709586565134,0.13314010309759763,0.016149239668807956
HALLMARK_KRAS_SIGNALING_UP,0.005140256745666574,-0.02537321802264304,0.09575469782973814,-0.0020396064837450464,0.09769817236337966,0.023807732475058917
HALLMARK_MITOTIC_SPINDLE,0.09782678713446834,0.07810647944662412,0.07744791214897255,0.013652638800614564,0.06787211763554045,0.07466121864686273
HALLMARK_MTORC1_SIGNALING,0.096162841399527,-0.0572156435709452,-0.0002980374059310053,0.05516228978294319,0.005798333213458352,0.08071497879908097
HALLMARK_MYC_TARGETS_V1,0.11475419481931319,0.0740677068052773,0.12012578247839147,0.01607962428726032,0.06616176913574194,0.06552021198668226
HALLMARK_MYC_TARGETS_V2,0.07592438637973345,0.07788052592000953,0.06327824103269798,0.018331119059229406,0.024034580081450204,0.012502154399911735
