,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.004266262994265848,0.0067345935645520055,0.042644521722044394,0.1052625061570946,0.048134309645015735,-0.049538758850683234,0.04320961371851718,0.03782922331744427,0.0693783500902093,0.03036712197000814,0.028705159062604443,0.002887941655916338,-0.010457121070233765,0.06141004660920769,0.034091148372515666
HALLMARK_ALLOGRAFT_REJECTION,0.1256841895222243,-0.016230232514680146,0.04517839203075126,0.06908992470267189,0.03190667448252843,-0.036398333599327114,0.022168093313679648,0.016009687725363438,-0.06969907410093121,0.017714589316727408,-0.017395061360027376,0.04023929272964839,-0.013987114016750157,0.01166665813536816,0.0321614359014153
HALLMARK_ANDROGEN_RESPONSE,0.03028708604149002,0.05298583224765474,0.012285729585404373,0.1602505962496012,0.037357656703077655,0.017295446034983845,0.0008328296776112881,0.030938444019418754,0.006069107834312117,0.027389090317914342,-0.03482918167704956,0.039388684885640124,0.06957497428454217,0.04557934850266494,0.0038149803509906835
HALLMARK_ANGIOGENESIS,0.14472148644383584,0.0240780572054981,-0.020758249913112335,-0.11954375456156377,0.061400741494180365,-0.07125964540713438,-0.007085033681978037,0.0964741198651472,-0.0370239403676352,0.021748960275421267,-0.09568200659483081,0.04291754997852843,-0.08989282780742457,-0.04732347217452563,-0.08238380665493067
HALLMARK_APICAL_JUNCTION,-0.023400537134544326,0.011174796838248317,0.02265334938015889,0.036552284537615436,0.08006291532633596,-0.07076689312825694,-0.01777516092081196,-0.0020017825288948595,0.03713254940749413,0.06359155036888467,-0.072039446143644,-0.021874681657043454,0.008766111322314158,0.04449846822108347,0.13185659262782765
HALLMARK_APICAL_SURFACE,-0.03844104870730897,-0.01745426737575407,-0.014582134596568153,0.05889181969099369,-0.020117440896051882,-0.007801041481672282,0.013001507405603649,-0.04512997004711437,0.09106593694304992,0.05750741797460005,-0.008730412659866245,0.018112990542157276,0.0024795277454672886,0.01685449657746774,0.052121801343031626
HALLMARK_APOPTOSIS,-0.053962412368565166,0.011767381077915527,0.027471105203181505,0.004857319715082096,-0.014246303077596693,-0.11611188811615047,-0.0059439701305951265,0.03814261736390466,-0.03799120167075897,-0.03550209795087381,0.015197655172697782,-0.016940916635089683,-0.020585175785125472,0.0010181543527529177,0.13784113388078456
HALLMARK_BILE_ACID_METABOLISM,-0.018137093597220145,-0.0311181812347028,0.049625889685948915,0.005917457882360329,-0.019548233024666063,-0.02255849674688238,0.0041127186719887915,0.054897494953686135,0.040290545052404016,0.02005800852515785,0.010994760041342132,0.03952347171736192,0.0580175082703844,0.02644099457686611,0.020565223951130404
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06574511382713825,0.04032161963414768,-0.00572010000000158,0.014425885855927731,0.031802196658541,0.05133176111223497,-0.03692242541687236,0.06216144917018209,-0.0017996384753306872,0.08480569694184102,-0.07457784389273922,-0.007030347583729868,0.07798353611996106,0.01855700215768357,-9.761535069816366e-05
HALLMARK_COAGULATION,0.15948987506928353,0.01583344431213129,0.08294325391949316,0.040908961098284846,0.03538907409499663,0.009999152531598476,0.006483223200314877,0.01360052037110485,-0.04428852256262003,0.005723651421240765,0.04352335233376239,-0.001440415827166497,0.014991061115103378,0.027970803814519114,-0.04345178180249237
HALLMARK_COMPLEMENT,0.1076020979055761,0.07515341337529655,-0.0024154629568889766,0.0693289775767483,-0.0044873811105451255,-0.10442222425849278,-0.006233598070144172,0.05419352296293839,-0.0005470212883271411,0.02633862447163137,-0.04427849917634329,0.026033994683504803,-0.0033061915008964432,0.09348949751507522,0.09314135419009169
HALLMARK_DNA_REPAIR,0.03217500191913801,-0.0045853493979322296,0.03270044003956667,0.10315737003974794,0.07408877839620323,-0.07294652866601191,0.0369848614172972,0.0452836007410822,0.04637950565608472,0.0463017572050437,-0.03968369709364106,0.005118644013018341,0.022882213378070913,0.05952125221162071,0.06647752550065508
HALLMARK_E2F_TARGETS,0.0054750064702396885,-0.012568428533173462,0.035299014869599854,0.06276766819798937,0.05018971975578333,-0.03981659299981531,-0.008475864602967637,-0.015847085981303424,0.05302552309840769,0.04574008258817469,-0.05217788943095553,0.016333769495618135,0.0024498902687946056,0.04498287232098222,0.061602713921873206
