,UKF243,UKF248,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.046504136981542814,0.008640596030432681,0.02257257855569306,-0.06341775030978351,0.03647839152003586,-0.02036526931713645,-0.024189242398802786,0.03288732836479687,0.08802756123184341,0.172046795952831,0.048403336538783606,0.002480610499857518,0.06448554357383443,0.058767863921091214,0.15061397438230628,0.014881397872736023
HALLMARK_ALLOGRAFT_REJECTION,0.11484085716255382,0.005479524955250462,0.046268639887393735,0.049564779356162124,-0.005399211405107277,0.060360447474589324,0.05796706692550026,0.033484797404548475,0.09156064629110632,0.14952592946603288,0.025562698298219194,0.035017005251103725,0.06304288439171518,-0.008887963955103361,0.11865781741202387,0.03521142570478961
HALLMARK_ANDROGEN_RESPONSE,0.052983171173494194,0.04075298402176274,0.07236448382715194,0.02906632454986979,0.020128872591762027,0.04444970200966993,0.02353782816383112,0.0721852877629289,0.07298601194140512,0.11154712698435566,0.009508351641392607,-0.0026177804975488694,0.027242800438863766,-0.011078147630924871,0.14922576026231463,0.017739059761720077
HALLMARK_ANGIOGENESIS,-0.036111939473619445,0.04070306776891965,-0.0357804979346131,0.1272250813769277,0.015309940227879343,0.06817386266172928,0.058231005244122266,0.08848553145396,0.03967076935108128,-0.1234208393561323,-0.045762838313656705,-0.06731544713978266,0.014260071746466667,0.0032631696725591466,0.010049602691800861,-0.03749042972447207
HALLMARK_APICAL_JUNCTION,0.060439808584120215,-0.003923610725203324,-0.011583131224312664,0.07867488328654869,0.015264418547182827,0.027373856288349454,0.01898954515560876,0.08082534242160333,0.10046335124674324,0.1870622720931538,0.014822923784956157,-0.0016712027556717388,0.07180217411672742,-0.0031355703811879743,0.1672583812512067,-0.009613015482042842
HALLMARK_APICAL_SURFACE,0.07760278648674777,-0.036796150661087525,-0.03794631194990802,-0.10391624025226284,-0.025876314410451025,0.029037860938166505,0.003964347144226201,0.0987825805354356,-0.019832955718751395,0.15380008092072725,0.028030378781919718,0.008050210894372743,0.013009315350429998,-0.012019319103112767,0.1220799699549513,-0.07864084211117532
HALLMARK_APOPTOSIS,-0.02745898890613722,0.04737611829120359,-0.01107925049074919,-0.006103384940524455,0.004066445731465675,0.025251474175424067,-0.0024196749832361857,-0.08007007151674729,-0.03038931150181877,0.05658204104268186,-0.059188546846720085,0.04899084147069581,-0.026098661157663416,0.05550709146129393,0.08370636194904989,0.01805077649281388
HALLMARK_BILE_ACID_METABOLISM,0.02664072016304747,-0.011108770219773578,-0.012801481771220452,0.04583181726187062,0.004829196608633942,0.03938135254348419,0.004940282180531685,0.0848270173808463,-0.04031500296044391,0.17465630804185706,0.047462912745026176,-0.01739079959754857,0.013159926434526447,0.006468516642661101,0.07989282205534398,0.03309894839481641
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.059093052106248906,-0.02703421194000005,0.00938031642332231,0.05052815357884526,0.011173079166483375,0.061762928499567694,-0.00847061739926222,0.0685785633266792,0.06179745166831233,0.0744283762412521,0.017994571615070287,-0.02138886979397428,0.014397865192738724,0.05756351388273895,0.11454963782328469,0.058942339392041035
HALLMARK_COAGULATION,0.00029629564866586703,0.02566922981558546,0.044788432464325754,0.013628022204032446,-0.02336335804249976,0.10359037645152297,0.0176706190156301,0.05188147772184259,0.027347399248529893,0.10061060387660078,0.0020859374103318075,0.004327268990598525,-0.04965537449204193,0.06337810627905265,0.14412899553668831,-0.007946476839835287
