,UKF266,UKF275,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.031247346332787387,0.00791053610031383,0.11926096821316436,0.0453187838307483,0.07252853726480829,0.08685310583930893
HALLMARK_ALLOGRAFT_REJECTION,0.008502850414937374,-0.05283695836962841,0.027592517350691372,0.01742721029905402,-0.025947256421352805,0.07232896528981957
HALLMARK_ANDROGEN_RESPONSE,0.04855131966332571,-0.01916232480998192,0.07004219852220749,0.008811404268978144,0.013218945518013165,0.07753515545221042
HALLMARK_ANGIOGENESIS,0.008499970363978563,0.09570606912083224,-0.23886273924144696,0.02211622918302727,-0.07306036873359455,-0.04944851199784062
HALLMARK_APICAL_JUNCTION,0.060352862409083,0.06480590948434096,0.12341757178262253,0.0023020823970005986,0.003102774307122198,0.09191267331769953
HALLMARK_APICAL_SURFACE,0.04099725881288967,-0.026975006479168628,0.12399209810288109,0.05658395568840203,0.0386846150296952,0.07737651839042554
HALLMARK_APOPTOSIS,-0.031871893627332025,0.061580893022569395,-0.025132014478764352,-0.0013451211599995086,0.024062789345564464,0.04506272940958786
HALLMARK_BILE_ACID_METABOLISM,0.0006125185744887431,0.004407863569800787,0.14888633441231816,0.04374936105461802,0.01778987007085198,0.07619900503643696
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01056675595396738,0.08609900563153373,0.1613959079613066,0.03377904448205532,0.026733062829927573,0.10607703297282758
HALLMARK_COAGULATION,0.02116199652108276,0.013725111105770647,-0.02156217658763095,0.043717610364196136,0.03480523532802264,0.09849409567239144
HALLMARK_COMPLEMENT,0.07747429844886272,0.07299807300226492,-0.004494467129868376,0.09332652704381401,0.03207493888896234,0.06906795016578617
HALLMARK_DNA_REPAIR,0.05007109589571233,-0.0033046399016324773,0.2123051259368946,0.046763694411843346,0.0269777353739193,0.10097913685800933
HALLMARK_E2F_TARGETS,0.04247191424692159,0.036696687639361326,0.14336875040134495,0.055172377280657124,-0.026781731026118978,0.04756411471347829
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0323491823291657,0.09829003160205599,-0.13422001112409898,0.05658379700218984,-0.05764360733592314,0.050391826493698
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08738195882444567,-0.015400563994830528,-0.00821639261076485,0.07304055235701307,0.09776208331773746,0.0629574963107714
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02391397535828339,-0.012481656879357499,0.12686543813992412,0.05749805013133755,0.0013962371873009816,0.03617617995397268
HALLMARK_FATTY_ACID_METABOLISM,0.00455003671894603,0.08522272680201756,0.04206059921368122,0.05484718619833276,0.02699806489200627,0.03352446332165052
HALLMARK_G2M_CHECKPOINT,0.045526723739272766,0.012431106249556114,0.11024796221102409,0.023694441561554726,-0.018215876278363803,0.07339204047277964
HALLMARK_GLYCOLYSIS,0.03830463306438914,0.03906351333382404,0.11753013909077555,0.03347975152747957,-0.014634765460102166,0.09109153379571543
HALLMARK_HEDGEHOG_SIGNALING,0.03456960145612263,-0.056657805018235245,0.07563134961704542,0.055616962255274405,0.06618256871401174,0.04791540403472153
HALLMARK_HEME_METABOLISM,0.07653086833713546,-0.03797106027979063,0.1169326865837945,0.0407211493778182,0.07138668548983762,0.07057559156041798
HALLMARK_HYPOXIA,0.06290984222620245,0.10532924357364733,-0.13709695363229696,0.06783739552474104,-0.02351778566454816,0.032827606587715455
HALLMARK_IL2_STAT5_SIGNALING,0.054990870135823135,0.08729751464596362,-0.0016431187472816628,0.016745790187139845,0.021123437510055416,0.0883893274335771
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.024598550681239194,0.055329106861624136,-0.2217010640716346,0.05727897709141857,-0.024705555964225395,0.05291186261118867
HALLMARK_INFLAMMATORY_RESPONSE,0.0294629274724633,0.09344753791569903,-0.0414916650139184,0.10051109909260808,0.021006492399259953,0.029665839679188573
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.013167713178424183,-0.033532276217005566,0.10562998609101512,0.04389715977889278,0.019676843254598862,0.04483533163478329
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01698734031239255,0.013150164673534328,0.07499310929857786,0.05530074635752759,0.04938374997717774,0.06846554241693728
HALLMARK_KRAS_SIGNALING_DN,0.07303374219030759,0.04220622864478439,0.1353822678011506,0.07385190151195142,0.07527349944269651,0.0504353912470109
HALLMARK_KRAS_SIGNALING_UP,0.02943287878669722,-0.0298971250806591,-0.13694289146629415,0.04218183713384038,0.05547661275142943,0.0660742688039342
HALLMARK_MITOTIC_SPINDLE,0.07497469621197403,0.04107226379463294,0.10008813438732451,0.05099974753751828,0.06009590506423175,0.07322641322755645
HALLMARK_MTORC1_SIGNALING,0.06300458342098553,0.08703806098267657,-0.12449611245634963,0.03168054304730915,-0.033567242723765316,0.020309855717043527
HALLMARK_MYC_TARGETS_V1,0.04849074305377953,-0.027340686578238724,0.20589764111204412,-0.008842643936004847,0.0161967667906855,0.10395725169428933
HALLMARK_MYC_TARGETS_V2,0.033907901658305165,0.007402411861683417,-0.08145805278469463,-0.028907759690600488,0.03540195484021693,0.02379651780967516
HALLMARK_MYOGENESIS,0.004898083711862429,-0.03654384398147716,0.04514588212482322,0.05225712598056453,0.032422628913679,0.06351020659406507
HALLMARK_NOTCH_SIGNALING,0.053065800311740116,-0.05324293146975085,0.1506815859686661,0.02628766474517947,-0.007691373906520111,0.09801417100018396
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07159513131057078,-0.08423183030160718,0.2696367661804902,0.0159534242065342,0.07911630257907779,0.09988894211075822
HALLMARK_P53_PATHWAY,0.06799331708349211,0.024300981539365694,0.23950167292256358,0.07165537772121833,0.0545517018966172,0.10720456358092009
HALLMARK_PANCREAS_BETA_CELLS,0.0730573111466559,-0.09264279793873167,0.2208283918122765,0.014895885496570258,0.10256384427536523,0.0886581805173454
HALLMARK_PEROXISOME,0.06660082400209413,-0.041955395942586744,0.10564519484999142,-0.02929254416959387,0.05370155020802552,0.09845988159356599
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10400246632196418,-0.017548670807785986,0.18034802636822667,0.013588701099671195,0.05286510731323962,0.09240347939719497
HALLMARK_PROTEIN_SECRETION,0.075917443679199,0.01692481820953841,0.0997510847743719,0.06824105290459764,0.03534829420991769,0.09763892465100003
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04427813150257116,-0.05290675088894878,-0.002796738537422036,-0.026784446725219683,0.11606297810314074,0.11795300088691525
HALLMARK_SPERMATOGENESIS,0.054721305687253,-0.02617110120790511,0.11628629171764987,0.026830758892807522,0.0630301185747898,0.08256739633429118
HALLMARK_TGF_BETA_SIGNALING,0.03712730706457521,-0.001121799248401922,0.14750306085432546,0.0279261698155483,-0.028488918472919077,0.0965487038209749
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0531726950441969,0.10856470477129954,-0.13516334608125774,0.07287553214432058,-0.020187903823679413,0.023422435404282044
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04382524233357954,0.06149182898843419,0.14456728803266414,0.014553819883817523,0.040882088436780914,0.09367609380562034
HALLMARK_UV_RESPONSE_DN,0.04662532988717079,-0.04401157806126134,0.03515496347167716,0.07626742572348945,0.007125428707693371,0.029785910099232805
HALLMARK_UV_RESPONSE_UP,0.09586951676976549,-0.025505726418698846,0.012920677307481778,0.054461046162543734,0.06105178434141473,0.09057992833410954
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.018606109243358586,0.017455458192749133,0.14386712741501453,0.031277697925691204,0.03044529366167074,0.0749113620596539
