,MGH258,UKF259,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.051004914843056484,-0.015085344677855432,0.020688673386098238,0.04673379957835128,0.017770158467710847,-0.04044250838574143,0.019075442395205006,0.020196909729474688,0.13592723280902771
HALLMARK_ALLOGRAFT_REJECTION,0.05000071014892309,-0.008478869234992619,0.011884021291661852,0.0272266273873515,0.12098272560102273,-0.040909527061250194,0.03437922815287989,0.0032436380911053148,0.15573438540504955
HALLMARK_ANDROGEN_RESPONSE,0.022092208328475995,0.06228309264958454,-0.009376716206782805,-0.021628919583140505,0.1467689213458285,0.06104850195202288,-0.0063985452973079615,0.044426302001710286,0.14387553355635788
HALLMARK_ANGIOGENESIS,-0.019597910734204665,0.003988895985202876,0.006333080925507886,-0.0701967225284279,0.11141842720125904,0.0919164690425864,-0.022063520496900656,-0.05579592590116728,-0.018077909080715188
HALLMARK_APICAL_JUNCTION,0.017734664329822167,-0.034847235892538436,0.021682844380610505,-0.06700868675831687,0.1267832595292511,-0.004022580608027237,-0.022461707044021253,0.002109530464588126,0.18699767991055644
HALLMARK_APICAL_SURFACE,-0.07981372210604445,-0.0271394326652439,0.007405313830797196,0.05752815776715065,-0.053501406011770856,-0.023637059034209346,0.0331445477904468,0.019186334603054078,0.16072277577022623
HALLMARK_APOPTOSIS,-0.053418421286173426,0.016003456205586273,0.012175042665555268,-0.07849350945544575,0.10114115871597026,-0.04145863216037012,0.011083263767460418,-0.015186116203398574,0.05848922619401594
HALLMARK_BILE_ACID_METABOLISM,0.06883339139239313,-0.041612245827850974,-0.003345786477426288,-0.0016592990322982304,0.06036691019305584,-0.025798003091072982,-0.06078179280508157,0.03432763015517057,0.05303038623605632
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.023268438852663324,0.0013981592746391445,-0.04173538438569214,-0.08986816426840656,0.15388209070082523,0.043410416125698834,0.028846428260160786,0.007325976993872581,0.06530116766630724
HALLMARK_COAGULATION,-0.005062766805043244,-0.06907392725771773,0.009619012420508341,-0.01971195755144192,0.1726780991593189,0.022245513912379535,0.03324958977877683,-0.01369607682097839,0.17534854312673465
HALLMARK_COMPLEMENT,-0.008009603589781204,-0.02032058372329641,0.014751981088722652,-0.07671989599510097,0.09465680817802112,-0.037410099419387874,0.027984273042394148,0.010393951315949692,0.12772289980052842
HALLMARK_DNA_REPAIR,-0.025071501607225537,0.06509856145433268,0.021721791184915875,-0.04650909010583369,0.04673287519643649,0.013188565362159368,0.0025959306912857736,0.08086725578482917,0.11978531749390231
HALLMARK_E2F_TARGETS,-0.034974689639134235,0.0015776262851471415,0.004757314866971179,-0.03201559588550117,-0.04891509755484396,-0.05752156584734612,0.02530036196446126,-0.0037226238744124548,0.08047878523262675
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.011256055747369481,0.00196860054595689,0.022204338741046308,-0.09148144284630419,0.13533357588296677,0.011234639780528376,0.03357413259132564,-0.05646221828901855,0.12882369834722687
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.025293152147088258,0.03165931806750576,0.023187098848682874,0.03589287977956725,-0.04929808803154133,0.030186893200543168,0.04896231512024729,0.002468142656659598,0.08505032345367955
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0475218341981517,-0.04198686426573015,0.026493640626969427,0.016143877037070316,0.0881239495154621,-0.027829918091215128,-0.013732843547001165,0.013577704902324251,0.04320918942906248
HALLMARK_FATTY_ACID_METABOLISM,-0.014964875091082418,0.010881587785913695,-0.01331984073287,-0.0117974445962447,-0.015155808553382069,0.034177203242425416,0.004921142896194602,0.028985970907730044,0.07437957286091039
