,UKF243,UKF248,UKF260,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,-0.0042208280140758414,-0.020034587996679627,0.025464657173690883,0.02883374217942926,0.0029644393809833227,-0.02215529293563236,-0.032868844787248976,0.0799345937795779,0.005766068980061158
HALLMARK_ALLOGRAFT_REJECTION,-0.04965561479707065,0.043888380512005803,-0.016324266822440727,0.0031209040842670754,0.07187279991544779,-0.024071629991913625,-0.014270514421169613,0.01780115792659569,0.08154969428156916
HALLMARK_ANDROGEN_RESPONSE,-0.026503273725352817,-0.0036589634843496683,0.03399375909542583,-0.02385530090910881,0.050810834095348506,-0.047337139095424294,0.01781684383401414,0.06890506995586691,-0.01600569662621549
HALLMARK_ANGIOGENESIS,-0.0491363709006744,0.05821668605751041,-0.036054692345776726,0.04223884206998275,0.06687660573747542,0.04677047773282422,0.023929843708061185,-0.04512855552728782,-0.028634035032096918
HALLMARK_APICAL_JUNCTION,-0.011969314738896134,-0.04118029768056198,0.0021971884242779982,0.030442215688973522,0.07236406129292736,-0.08676127358290783,0.021043164342219284,0.09070925196048094,-0.04067356218865762
HALLMARK_APICAL_SURFACE,-0.021843847123613692,-0.04100011513307651,0.029057990494763035,-0.029942016508033062,0.020646712534549028,-0.014389078153206778,0.020159330320715,0.07994787342201747,0.0036065484720417015
HALLMARK_APOPTOSIS,0.014045025839312622,-0.02836052019501909,0.024078852966555868,0.007498309597750645,-0.055278797665946296,-0.0036645399960139923,-0.025877950395125766,-0.01335974050121253,0.011775351716184327
HALLMARK_BILE_ACID_METABOLISM,-0.009195587701014205,-0.03633827081781644,0.048935678518155425,-0.004102496037545081,0.02769227872343294,-0.042379362302388764,0.028096808861762624,0.06393094564683192,0.030712267836500207
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06636820793933311,-0.04887980632366678,0.0036178298640388643,0.04579170958101136,0.053054592836166765,0.024143314810739964,0.033899947827856235,0.09378735637419208,0.007132922420101209
HALLMARK_COAGULATION,0.024970979318705674,-0.05134830239746851,0.004098626551832569,0.0017103485384066077,0.0384413756033062,-0.043624844001764224,-0.06548967697398084,0.08327711666441541,-0.0027340971327103995
HALLMARK_COMPLEMENT,-0.042737623148142646,0.011274713950885945,0.002793634020649013,0.021199467604779677,0.04632659761624829,0.006611582547763561,0.042146780885770174,0.042058291919455384,0.02197054814074144
HALLMARK_DNA_REPAIR,-0.021053399668178555,-0.03261628607813142,0.025208912889548532,-0.007451289767736145,0.08515448844566484,-0.016759662533055247,0.015547140474240224,0.0737166714058619,0.016820943967287394
HALLMARK_E2F_TARGETS,-0.06798677578763845,-0.04511274879664617,0.021762072150355975,-0.013670795318048613,0.054795794045926424,-0.02402803708898834,0.017616702339931282,0.06749550664881154,-0.02004759429890069
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010102431519324082,-0.02451427783629313,-0.004059564158480381,0.02717860049203622,0.022549217101211324,0.01627354369615251,0.08962981219030519,-0.013877101571720491,-0.01972961197742375
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.033987016833931585,0.005225193319803683,0.02316947631804865,-0.03023401348632036,-0.04066784282100833,0.0032351035267712837,0.08104356596689194,0.06626228899290579,0.01692074308050637
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.024876719831460507,-0.05521142530593462,0.0005899826653340573,-0.009287021980509945,0.06066483792319894,-0.016272465467436537,-0.00021768966012151498,0.07112693194412478,0.0053714308058588215
HALLMARK_FATTY_ACID_METABOLISM,-0.0032928065847469975,0.04667445556587446,-0.01460742753189431,0.02244300614495578,0.0159324901572278,0.055154227723072255,0.13039360875475622,-0.01573891037769193,0.030300234631121078
