,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0596780879727301,0.008449256678582408,0.006024792328705573,-0.06737592268459573,-0.00920616855912164,-0.042216595037417926,0.10447868865495273,0.05564878357636899,0.009409265187748653,-0.01981571724020198,0.08199390642419926,0.057693911543705984,0.10236711705269141,0.09025751997650736,0.05792539504733804,0.05745396415920028
HALLMARK_ALLOGRAFT_REJECTION,0.049277835431456384,-0.02832132170711128,-0.010929304361227313,-0.01386763371376331,0.03751583531232179,0.03828422488176369,0.0669586108577203,0.009628015199205777,-0.0035408464383247296,-0.0287071160808805,-0.03931953451360955,0.07243296766827828,0.047015886744875814,0.07647751620899887,0.06341150027236407,0.003189169255554405
HALLMARK_ANDROGEN_RESPONSE,0.0583203148978934,-0.006206559386629677,-0.020768105518475483,0.005554466910217912,0.008365795703949493,-0.04424002812696678,0.025545622320858413,0.06568731637898992,-0.0035388793191969406,-0.01528332716823533,0.027945228969463873,0.07611528514119764,0.07089175122299725,0.039447640556898964,0.024387049533956696,0.08796890454504715
HALLMARK_ANGIOGENESIS,-0.11073862048148135,-0.03389807828197493,0.07465988305624724,-0.028683831360027272,0.0196502898500649,-0.008506401609892071,0.03492322502662576,-0.0143053151064246,0.022870525099809462,-0.04913785984990813,0.020133208292736654,0.001883907112432168,-0.11258164890804416,0.07691183404763126,-0.04151113463294349,0.02329737628556349
HALLMARK_APICAL_JUNCTION,0.1142800072726429,-0.0030157289134498857,0.005525946302852604,-0.031197800205088118,0.011616923177389613,-0.04327345517294479,0.08838478250844495,0.02850889454424911,-0.02745516168730687,0.06855107382129509,0.032996226693013504,0.04635805869873137,0.10813970655627396,0.09971542275747111,0.046193196141588413,0.01780824486516653
HALLMARK_APICAL_SURFACE,0.06683437520367869,-0.01245295283522931,-0.0530830272598554,-0.033336573372652646,-0.002179812081537168,-0.010417109240541851,0.020639635216295638,0.013407746767175542,0.008517295998609805,0.10283093682710437,0.006860367227072606,0.02979424506413126,0.07799206498514266,0.044544236274193606,0.03031693719610609,-0.05395291059355141
HALLMARK_APOPTOSIS,0.050115260377512405,0.0557744863806126,0.010464051213144525,0.05401259705034601,-0.07815808164989281,-0.021469331593417858,0.05288800499113713,-0.016017840094562624,0.042368177086490155,0.031238341973380854,-0.0737077139599866,0.061889740671832866,-0.02034928828766684,0.031540172622766816,0.03498497147669993,0.013276088471066375
HALLMARK_BILE_ACID_METABOLISM,-0.010176673089281066,0.016568310875116652,0.050632722068682724,-0.07290740035237904,-0.0004605293118560239,-0.02368570687470382,0.04922915496918558,0.035391574550034936,-0.008052725363904976,0.027643809446493042,0.00911679906829035,-0.0015122593831719893,0.06741032452728367,-0.023194626802783058,0.00791032570404795,0.08266058060637188
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06306947226273525,0.019815857307946348,0.0050698636839268405,0.00935823698447762,0.03679601256944757,-0.028801493346184082,-0.021892868383227904,-0.023241888291640374,-0.05915034114840488,0.019760989068253527,0.0816165950387143,0.02669331626616942,0.09854390171977882,0.045377398650131844,0.00687004619145025,0.11772470695083265
HALLMARK_COAGULATION,0.06877241194977411,0.0008214375423698971,-0.01682171610554434,-0.05912280534792945,-0.03051093701225915,0.04183902940473754,0.059969003441882426,0.04073982964048849,0.02716099492152399,-0.02415418472727714,0.08280302033552538,0.07222255671798755,0.035641299985649626,0.08738019071475722,0.055693781366334745,0.013234555796012296
