,UKF266,UKF296,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009891559234204783,0.045304691510441364,0.08481943475567774,-0.00011289927112286306,0.08206495973650245,0.10303320001028622
HALLMARK_ALLOGRAFT_REJECTION,0.07853520514390482,0.010074271482431972,-0.009355781018276882,-0.05559987535465785,-0.04130830301017697,-0.07727272131940993
HALLMARK_ANDROGEN_RESPONSE,-0.010395202693946103,0.026689049302548545,0.01966898501905356,0.005227481276448425,-0.014815854537668156,-0.0031069722593309035
HALLMARK_ANGIOGENESIS,0.05444348718739891,-0.05236976921434266,0.07770488219129462,-0.0010258315519722358,-0.08631790081939537,-0.012357878879199768
HALLMARK_APICAL_JUNCTION,-0.02697946456484985,-0.019908155459372,0.06457513511222539,0.006836657142486206,0.020494215327457845,0.05656652006454617
HALLMARK_APICAL_SURFACE,-0.038564203054805866,-0.05799820081182914,0.06886410600893103,-0.013264659132485677,0.0038360069767138984,-0.0004970838714812394
HALLMARK_APOPTOSIS,0.005190306744889677,0.005822928716004026,0.019762189607182987,0.010621578505605717,-0.0732654603325708,-0.0153268582844547
HALLMARK_BILE_ACID_METABOLISM,0.0056883167091969535,0.03771439614217748,0.048962348541996006,-0.03884793553626167,0.11362138921223237,0.12128552426558685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007911590764683367,0.05835602275034361,0.06380682491538518,-0.02981414046385158,0.07507007442051832,0.14771368737041718
HALLMARK_COAGULATION,0.05495836230976874,0.0016414061047529726,0.03929840385652343,-0.029126111447221503,-0.07234890322157785,0.0644129987162694
HALLMARK_COMPLEMENT,0.046528969613944454,0.006633069235385665,0.0881513066780829,-0.003692974739141598,0.07524058687426816,0.08086904229305637
HALLMARK_DNA_REPAIR,0.011059149399545318,0.01338851090486667,0.10366012910921475,-0.021707287988072952,0.08781927856001953,0.12930748556328955
HALLMARK_E2F_TARGETS,0.007776306706338029,-0.02980956793670867,0.04149345494513845,0.022452033653009188,0.1017186987719584,0.13296524800802714
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04600618096590943,0.025623163972031047,0.07378917582233195,0.09460657352760705,-0.071367642462501,0.03363974443837727
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016434156257277524,0.02445326390714378,0.0554216644594857,-0.014845013328725119,0.12152645657250913,0.10770030679226932
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04882104813356346,0.01647401871874928,0.06774052170682388,-0.034117569163964405,0.06791214283198667,0.1266276346475942
HALLMARK_FATTY_ACID_METABOLISM,0.012506555527674965,-0.0004572083026960379,0.04449632044339606,0.026689290312326162,0.08641877170406055,0.06121517963981571
HALLMARK_G2M_CHECKPOINT,0.05160517158011505,0.008447865416917562,0.0763666167843687,0.01859654239212187,0.07256851303734387,0.03872232061029326
HALLMARK_GLYCOLYSIS,-0.017814278394354822,-0.02265101067319421,0.09955883332244284,0.002397366075204101,0.07625142492901453,0.08264703770780203
HALLMARK_HEDGEHOG_SIGNALING,-0.04787095084006333,-0.014897760625803811,0.0465093355811745,-0.01577633807569648,0.018142447780078882,0.029935917163999716
HALLMARK_HEME_METABOLISM,-0.0010812968638390153,0.021303340638515442,0.08832503527115375,0.02854152630922458,0.13902760668753766,0.07412767024040282
HALLMARK_HYPOXIA,0.01954166489746546,0.03642501138570729,0.004854262513365357,0.045581431519491476,0.009680818539543275,0.03407379439980243
HALLMARK_IL2_STAT5_SIGNALING,0.042149028822358235,-0.014684269165263608,0.023270899184943024,0.027226975447043604,0.04467751390137201,0.10124371140943164
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05687143268131626,0.018870783206617475,0.0340477429840922,0.0071972814141863925,0.003760697751481961,0.022306176917482403
HALLMARK_INFLAMMATORY_RESPONSE,-0.05582021237836306,0.02944570208057294,0.06708734065293259,-0.008982732811639292,0.04014817202769934,-0.002649159552154665
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.018148802853685406,-0.022045568354718468,0.028536760114155745,0.0034021193269750455,0.01610226039680335,0.044386016341042965
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06111979344459893,0.0760084747294203,0.05079984507419269,0.0022643466084345506,-0.038410551253945435,-0.0023368668706723493
HALLMARK_KRAS_SIGNALING_DN,-0.03765753232041623,0.009552880752807746,0.09086341111346691,0.016234076453316627,0.14030016990348307,0.08709134592552718
HALLMARK_KRAS_SIGNALING_UP,-0.056072042940293616,-0.03207947002079271,0.054494977992504454,0.027878784970183236,-0.014180371033909202,0.007110511471064931
HALLMARK_MITOTIC_SPINDLE,0.010993163041908198,-0.021742885818875762,0.06813553550626213,-0.04596505030050216,0.09528453189646517,0.072906344175059
HALLMARK_MTORC1_SIGNALING,-0.0030051491423496736,-0.023767997974141423,0.06069488196830554,-0.015359138515378522,0.020397734015968276,0.042797967300064084
HALLMARK_MYC_TARGETS_V1,0.011273902974040085,0.014843557840464988,0.0728696918982729,-0.013935457973764925,0.07017517151592165,0.1125265749115982
HALLMARK_MYC_TARGETS_V2,0.0477007842214713,-0.022448864834985982,0.0009852097840290523,-0.017594836226967205,0.029918093145223302,0.028030234499685995
HALLMARK_MYOGENESIS,0.012228492389080237,-0.014140782634984346,0.043319951133388324,0.01648321505077779,0.012280647201678601,0.058025462473669215
HALLMARK_NOTCH_SIGNALING,0.004341953422592114,0.014074056213760783,0.08666405592718586,-0.029468673092072593,0.11116935075363565,0.11194848940148033
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.016691832284079576,0.007191343376230038,0.11923894793461559,0.008934607691060489,0.09183556360480495,0.11628920335198345
HALLMARK_P53_PATHWAY,0.04554402644721566,-0.003093002683715865,0.06396342356677161,0.06475707743502736,0.07028565174275477,0.09158960019624425
HALLMARK_PANCREAS_BETA_CELLS,-0.05215797836156274,0.011622311966587537,0.08293079450301627,0.03910202172281627,0.1198136314455777,0.02727450234128631
HALLMARK_PEROXISOME,-0.011319333731357325,-0.0010316926824943812,0.045408651399557944,-0.008346959759815246,0.05966356974376961,0.08024901832305911
