,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.026823937829186326,-0.15035512518814076,-0.23141378767599913,0.02773532518411952,-0.07963832278882924,-0.14757313732262797,-0.4159215588373456,-0.003217565140992286,0.06694206955942184,-0.1849059197867486,-0.02079793543391341,-0.09199234021751558,0.017525923101642187,-0.016064639207115247,-0.0006708189443759795,-0.03503923460245387,-0.17608070735488998,-0.16601470404072474,-0.14178684308967138,0.00647107706181335,-0.05613916994292054,0.004015484629257181
HALLMARK_ALLOGRAFT_REJECTION,-0.013866592362215841,0.2195344511247106,-0.04342754967528919,0.005251711731743801,-0.08604161384435978,-0.11089111915960292,-0.20897359116306563,0.06643241171772626,0.08461936130286117,-0.10619930885444505,0.2489494040346917,-0.04967501779285927,0.07468075236648397,0.0498775294669943,0.07984985327577339,0.04707415342109888,-0.19016447961587254,-0.0987807019391689,-0.008799602795010488,0.031195900730482503,-0.007835295888116134,0.0604010924180492
HALLMARK_ANDROGEN_RESPONSE,-0.006679680574538085,-0.022055409474951444,-0.12364021859989302,0.020269667961772344,-0.04590511721961289,0.09861682124247617,-0.09974084590177068,0.05437505041350942,0.06238799331004814,-0.03466470079004729,0.16759500497974245,0.00857040024666532,0.034663130817329434,0.004217141478130006,-0.004046355972472274,0.043322175052219164,-0.13993087300812462,-0.13653459645378763,0.07246682340776955,-0.027844343743510826,0.05140844418826408,0.09693923236446982
HALLMARK_ANGIOGENESIS,-0.007601340201539576,0.07950762727597561,0.1097436555968012,-0.003531345501033569,-0.017552868127076033,0.18174635948799348,0.33837922711352414,0.12978020025486825,0.0849324403885813,0.17121539534370733,0.14509607611803918,0.1939407154662086,0.11837599998091976,0.18428537858837388,0.03466053876836563,0.16209354301033116,0.09594350632441748,0.10747365939092159,0.10155556183090658,0.01540600528306217,0.0529710972787207,0.2831136831820135
HALLMARK_APICAL_JUNCTION,0.06455086909536166,-0.1050312634166176,-0.26041856675262226,0.007534665588834384,-0.12692494037819294,-0.12135461458937974,-0.2189179760818038,0.08050801694566692,0.08824525924504201,-0.0054210883077153655,0.12204821453184005,-0.05943478288035089,0.007867500111329086,-0.033048202338515915,-0.0028504359938106745,-0.01622951630018379,-0.13099089047206572,-0.1678770027670377,-0.0989885916779339,0.0813172594293467,-0.059800783242697546,0.09954510179521754
HALLMARK_APICAL_SURFACE,0.008892762555967406,-0.21065334236121178,-0.284064516464445,-0.010642680330138089,-0.03476465680497413,-0.1744327472369967,-0.33858926532728806,-0.06259127357571499,-0.0026213856285570865,-0.12801749392802828,-0.16370498520191457,-0.09513148614764139,-0.008192896670422433,-0.16220358373625313,-0.06578697487491597,-0.09874607709048382,-0.09785173005714497,-0.11482183482900907,-0.07235413115606794,0.05503856128674852,-0.06726510361422387,-0.07476597062354028
HALLMARK_APOPTOSIS,0.031592969813551794,-0.03605570935912637,-0.02518469155101912,0.006986545179204981,0.05909380921996543,0.021416406846624603,0.33448023137380234,-0.02656404146331117,0.03544530701976881,0.19375306529114072,0.1528588248973662,-0.06382580451999936,-0.03238861477634506,0.011251031782973018,-0.03312553012976443,0.07451266866949513,0.20004757107384988,0.12424404987604046,-0.028546144084385147,0.01752206535324584,-0.027621789136129036,-0.00326000722919678
HALLMARK_BILE_ACID_METABOLISM,0.010204779317722146,-0.19107266865626016,-0.23727170941552883,0.02294627265162751,-0.08401226378519186,-0.13658494595494014,-0.34891397955226044,0.029832807052990084,0.0612949229093963,-0.10625130806797697,0.07385463697667295,-0.04497126402767346,-0.0018104425880815422,-0.07294631764595548,0.007527831532688496,-0.00977844955902943,-0.18077463542610736,-0.1870332675339173,-0.17382111842031514,0.0475190110878434,-0.074628023204489,0.04939821876075969
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0631781173462667,-0.1871936217983012,-0.14214803575601515,-0.020778870786097286,-0.10870971071286285,-0.07175812697156563,-0.3358866095062906,0.09956428356419335,0.038745156046755984,0.14958750487870648,0.19520273474455138,-0.08722083318107539,-0.0047836528806083295,0.013976696151106615,-0.03146025616962964,-0.07565328549576182,-0.12177477835908161,-0.16504316852417072,-0.15583574810639092,0.014906403797627052,-0.014275821674388001,-0.02788295657301959
HALLMARK_COAGULATION,-0.0023271680279407085,-0.15815253170760926,-0.2520214404841911,0.025122213117645318,-0.04567573875367533,-0.200893538744312,-0.04762422082401767,0.05284258191829332,0.1015008019210199,-0.09559567632026678,0.27315896019120717,0.04160108236706097,0.030995301937573994,-0.08397116698179197,-0.02350600677652927,-0.01997145063843455,-0.16595747764569402,-0.14874039943805153,-0.09427986553121356,0.04608936200256688,-0.07696211953226365,0.06445597913653378
