,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030804204956185313,0.16482682881803434,0.038654191144938455,0.00927247108982002,0.09881340195813648,0.0039029654646270447,0.07839354140453698,-0.03404768332915349,0.024953298234706652,0.024812709160955442,0.08615623341493577,0.07671318836385242,0.051722680758120296,0.059879354205178745,0.2351645246294545,0.1464792423130245
HALLMARK_ALLOGRAFT_REJECTION,-0.035378497448202983,-0.02728440107570089,0.08287071574688389,0.009450357566248535,0.03150885003632951,-0.0396982301543057,0.09190395162463887,-0.04867208919616599,0.08057278374546004,0.03256091025367921,0.13597175393507274,0.07399661583440591,-0.011955103200203725,-0.013221610331538033,0.0853941097312797,0.07992926692548515
HALLMARK_ANDROGEN_RESPONSE,0.03528676765673237,0.0764927130037827,-0.01677750609965792,-0.037338097101559074,0.1016527635039594,-0.005379062831661633,0.08996336639898643,-0.007940299863164838,0.07740083492251189,-0.003273097174894699,0.14267446119688063,0.06469189062990277,0.04834221739469386,0.05515341166956662,0.15085612637943482,0.08438258570618802
HALLMARK_ANGIOGENESIS,-0.03941518686849367,0.0030373615888013897,-0.002676323114796215,-0.06026450691978702,-0.10189078998987999,-0.03275271182307707,0.1184901649497379,-0.03301383264320552,0.03978828791457495,-0.038343588489188195,0.05875991341370744,-0.015073458607038417,0.004362799407410567,0.02365206221845788,-0.15259908473688924,-0.04970693363604442
HALLMARK_APICAL_JUNCTION,0.05850771976249131,0.15439516069775983,0.04630980890887834,0.004524112888291888,0.006990697830624904,-0.03555705252213783,0.10480000281740222,-0.01792413447118308,0.03781495258981032,0.06577461318676267,0.14595133768187996,0.10188827642640794,0.057954002259391846,0.07995352556922684,0.15548957322644333,0.09239581602156774
HALLMARK_APICAL_SURFACE,0.08474678406825838,0.18572409731998915,-0.03757197200051379,0.05697476584102481,0.01616507266882216,-0.015957668241204502,-0.05676571659421573,0.01249456043825999,-0.07503589444697649,0.01690085124100033,0.11024167151778125,0.11381570647367986,0.08694325373178116,0.04790329223422238,0.17781291337378122,0.031450852518922656
HALLMARK_APOPTOSIS,0.11471101870773402,0.007182820113770691,0.0028089091941226824,0.014092779908223878,-0.021906662393601607,-0.019952040168254984,-0.01688781116233068,-0.016751033209250366,0.03573948643384365,-0.03631384729957666,0.02952342637146221,0.03228623387222796,-0.013928799395575906,0.00019478303416653033,0.09709079786322337,-0.03157116217603745
HALLMARK_BILE_ACID_METABOLISM,0.06867130112293425,0.14028682926283728,-0.01883424492611727,0.008620359575157222,0.019348810503379162,-0.0024132366889795995,0.08791984403356373,-0.0238979216778893,0.034824618153324105,0.0037050618767370063,0.04305386232808892,0.08041290109043636,0.07709409315067253,0.041680961695092285,0.23790373631784334,0.2124273388740399
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09488587990847769,0.12766453323850774,0.0033782267564907075,-0.015871941723639923,-0.005118563413004412,0.008125752666784301,0.06688818024604007,-0.01742466411936196,0.08853203446416387,0.01714185699371614,0.09482556742828718,0.08992646581142259,0.0495824866640105,0.0618475451925545,0.24237568329974493,0.15383612558243068
HALLMARK_COAGULATION,-0.013957126286801742,0.12027012502781698,-0.01571469012617591,0.046029625766211946,0.011387411192879162,-0.07053774408628817,0.07718175051085178,0.005420072234631569,0.09449044583810559,0.08199947825171737,0.13171716169490316,0.12277095887450264,0.03062792378397205,0.021951981994409463,0.07495734079917571,0.018951018819014193
HALLMARK_COMPLEMENT,-0.019032568537461974,0.1236806842975218,0.03968141614368258,0.03416464859360353,0.08139449475198192,0.013588469727726758,0.12595234091998753,0.005785873550102337,0.06387098538941938,-0.035918009838802396,0.11336977160145659,0.08096162652152587,0.05006934816842565,0.04416334730256583,0.17911703924571637,0.060354734794869476
HALLMARK_DNA_REPAIR,0.09711399776139491,0.09970604025715582,0.015044294195552288,-0.031066910992632975,0.053629404115164266,-0.007768863939525636,0.1276616741893584,-0.02065143667347845,-0.02090150227738582,0.01271558256735635,0.17194967368005043,0.07427124714813595,0.06034549008012245,0.0834331070336974,0.23540289833544428,0.20238690671093992
HALLMARK_E2F_TARGETS,0.08836845386257113,0.15562844699314912,-0.035500726130359,0.008788710356651946,0.05888810537269696,-0.04798972398486416,0.14685129657297372,0.04333762000655289,-0.03295853953549381,0.013030831761079656,0.18059243678459322,0.11874307819809787,0.05960044597953119,0.07862199529018864,0.21564265008905348,0.17441759852671104
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0846956974817299,0.07723651872301576,0.004763994061911157,-0.005114913403171787,-0.08183930459659519,-0.04856107937562392,0.10083104558175879,-0.0376316640938101,0.12059662684018675,0.01702634304982428,0.13470048330119636,0.10034526544930687,0.04181034752876489,0.020408130060604285,-0.004715646990113135,-0.0030677810020169763
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08213427991157732,0.07604966487784859,0.005757790609781696,0.005725045227658791,0.05422190164181154,0.0401388323914045,0.06445662183691683,0.027140562957976892,-0.009632624868901254,-0.049747981022658185,-0.009096192115435846,0.06277424126530227,0.08761975981456814,0.023465036690364365,0.17520942175684276,0.1486591555294109
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0013503202825267664,0.18551793952878518,-0.02054919220960012,0.004527699309187625,0.09005560743268222,-0.015805142482118187,0.017728576312604827,0.03775453389268523,0.05979135131760551,0.007143522950451811,0.016868102232400463,0.10652253964325269,0.05642013194126458,0.05397479145298314,0.20714243710031882,0.09154833367122515
HALLMARK_FATTY_ACID_METABOLISM,0.03376060805631897,0.03787675413457353,0.011826351326130202,-0.053337984169634194,0.033816653889503244,0.010075420581974956,0.04974097566289358,0.040817244776090014,-0.006217464533612203,-0.06810160372852969,0.006913512098766312,0.05439321636502679,0.0666628951758994,0.050657713302752226,0.16009243760789957,0.039544966784677116
HALLMARK_G2M_CHECKPOINT,0.07616940906537395,0.07108198053705535,0.03316722755387705,-0.017987846948534093,-0.019308109984859753,-0.03379915409629957,0.12036999435211086,0.002439488158207641,-0.02707119748507278,-0.02260833328798226,0.16361155132571112,0.06829979000318195,0.022839579440309836,0.05767054780042804,0.1848745723133252,0.1621093872441506
