,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0686627472774697,0.19001069890575312,0.11911503863542991,-0.07332429036700022,0.1265858408224349,0.061958085906168706,0.25247221370700296,0.10576626902986579,-0.1871703117335116,0.19458048762888105,-0.007375331834931852,0.3079361236498274,0.037599304374803244,0.2178192140939201,0.12931263034197085,0.1468456213446734,0.33174319559469523,0.23299685379400084,0.11971974982572622,0.10117784331514443,-0.040107592780746104,0.03207416260656219,0.2183887818308349
HALLMARK_ALLOGRAFT_REJECTION,-0.07873521401125128,0.16720026293523124,-0.1552813297101617,-0.15414062053052646,0.1207847709656376,0.05791256390688366,0.1893596910869193,-0.44177138833532603,-0.51028228962416,0.09363605985194375,-0.08423024534566162,-0.6618195092257778,0.11603612387753272,-0.18723749174680954,0.08471796103676064,0.059878223274756386,0.16703365150193872,0.15070733200090458,0.01920586053575327,-0.0016185234177819338,-0.03630340065594413,0.058156731986786524,-0.09373032706689767
HALLMARK_ANDROGEN_RESPONSE,0.08605479913587587,-0.007879224872083382,0.055880768877123586,-0.027811519117368975,0.11855253628626417,0.05486417580871486,0.32207447828658475,-0.15667816972617252,-0.4963352455773925,-0.06266028420133972,-0.07656040761900637,-0.2631127569896074,0.09296786117374085,-0.16707612535467634,0.145621860594361,0.02551636540349912,0.22961179159433864,0.1994414370898037,0.05683456705969321,-0.016586692876367277,-0.023445939548766146,-0.07890280225840048,0.030503040812295927
HALLMARK_ANGIOGENESIS,-0.08055517941597078,-0.2680916359078212,-0.05748759228771266,0.1273139648919544,0.07160046492587496,-0.13666431469717463,-0.4078007553473376,-0.4098934897150622,-0.5758777462277047,-0.3998156074290738,-0.16286407363513125,-0.6702452791820612,-0.01405456714593728,-0.6116079153346281,-0.03418905276492176,-0.037864997917045076,-0.020956816269129062,-0.16022103488285397,0.04136168819385488,-0.1241944327419902,-0.06484687471086237,-0.4226110011318742,-0.3271546342357755
HALLMARK_APICAL_JUNCTION,0.12436093808770614,0.06617741640048559,0.06894250187897892,-0.13399191838110422,0.11813683593093881,0.09271847045684208,0.06069941658441645,-0.2643250093479189,-0.44019572814112984,-0.2194074317557143,0.06856707859252739,0.05488378065205644,0.06932024291799345,-0.3375855091642498,0.1486082338776564,0.10123754879600608,0.2646998414183023,0.2341025420058535,0.12652261251053062,0.03058968255913546,-0.012345036220892036,-0.0697116981695117,0.31983744937325076
HALLMARK_APICAL_SURFACE,0.13114014285083234,0.35587722275132067,0.14647658535767522,0.05488573806854603,0.0025890443998623706,0.0845576147150523,0.14918265134147773,0.3541108342303659,0.373101950652541,0.24409043027583127,0.17224453409032928,0.4659436518028941,0.03993101765536353,-0.18452705991537766,0.05393942406972245,0.16698759267200045,0.17525278247079812,0.20050925313881826,0.0693629970947504,0.054263141874159274,0.060795752438099225,0.1858041893646786,0.1643747103411958
HALLMARK_APOPTOSIS,0.031237934123613798,0.08396619959327113,-0.06852678182419816,-0.04453253211806108,-0.05119059528429504,0.01980532777869309,-0.08301436561375372,0.08161991181740895,-0.11502202072963653,-0.2843098768081201,-0.042617630438024905,-0.19926580140082104,-0.030251194525769128,0.33828509352760644,0.040064975526271605,0.046936687661755544,-0.057876560691218146,-0.11103800414591257,0.0030228580688732554,-0.006692668028357256,0.008924427172221038,0.16361856054837964,0.2096616642554061
HALLMARK_BILE_ACID_METABOLISM,0.10534077448042942,0.0579669294271121,0.10536966416172629,-0.057164601079690645,0.04412788033055759,0.030856893388223568,0.06214443968450025,-0.18490301261158099,-0.5616842285865132,-0.19758060499040253,-0.11146846988164459,-0.10142493542698308,0.003947762674319644,-0.18307155988913568,0.17313501061997907,0.12520368563224596,0.18026228801438243,0.19668029052883715,0.053525586380090744,0.04318524742498346,-0.028583623312546685,-0.10460330123166735,-0.04762101993780267
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05503004912905873,-0.04425412738739185,0.16858287760452087,-0.1001481654778703,0.08814945635736371,0.04628085102097519,0.026290259243892666,-0.3155738818253947,-0.4393532769982136,-0.3593553679975344,-0.0760276816198825,-0.4819700328415378,0.07180156995982838,-0.44516319501393803,0.06925011978870836,0.16102832423393873,0.282815964303028,0.26005144497022137,0.12079769437105047,0.032900444858186224,-0.012076959983010123,-0.12192282670848173,0.06818087000588764
HALLMARK_COAGULATION,-0.10379569847098542,0.015349712666205745,-0.10150942190801017,-0.05366685938341632,0.03827257162533428,0.032160357773930066,0.06610989950626082,-0.4731249890810523,-0.5671812244342279,-0.13271716923707763,-0.2119312180675432,-0.7125388775112333,0.08135566327946805,-0.264463444902813,0.13991311095481046,0.09357374667152382,0.21070740232694476,0.12581602807319842,0.12286050779902559,-0.029820353872674774,-0.136072090769442,-0.010693240009311222,-0.23193408016636827
