,UKF248,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07512054029773915,0.028271866406836554,0.03549196124002514,0.05540822901835854,0.06331401552181917,-0.0005469027336825089,0.017886624734310387,0.15518947752319062,0.1171097460972409
HALLMARK_ALLOGRAFT_REJECTION,-0.02831221084268938,0.04417070231416404,0.04573735350673083,0.06853956303822975,0.10788509155883012,-0.020774783540055162,-0.08253903030577132,0.11974079775213334,0.01155382418138407
HALLMARK_ANDROGEN_RESPONSE,-0.03334555818699939,0.03283342588148003,0.06798537205218688,0.05926429032687308,0.10189842023710036,-0.07585596231073037,0.039798120202112056,0.1823647426289385,0.113153721015329
HALLMARK_ANGIOGENESIS,0.04170070800966902,-0.007565962574609784,-0.054825268327335835,-0.011833199422576195,-0.041237419009390645,-0.022241097545344243,-0.054706994423587035,0.027160371587983127,0.0721461946986216
HALLMARK_APICAL_JUNCTION,-0.07599687474760984,0.009522326128438304,0.074661652808303,0.06726959967409599,0.07031268010965908,-0.028925312364294502,0.09458038893475731,0.14635962535285832,0.1208634145417267
HALLMARK_APICAL_SURFACE,-0.07431663663964032,-0.03806212726413312,0.04537107365583332,0.046273967984471885,0.05357402696762618,-0.010795093634043778,-0.033413190613616243,0.14601651136467086,0.07680521676503657
HALLMARK_APOPTOSIS,-0.0037643754985808965,0.043806942079683914,-0.024077050206030917,-0.026015628903636973,0.004077294197687985,-0.020617179590731664,0.0017394279561701782,0.09026094149461357,0.057610719830528796
HALLMARK_BILE_ACID_METABOLISM,-0.0578800925616325,-0.025920167349183936,0.03472722840622639,0.02367639293017508,0.02684960817932096,0.007749387058358284,0.0010376482315198993,0.07229041222238271,0.14203482366820433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0017963102754264728,-0.002354611291144202,0.0026774436878153804,0.06193236063456187,0.05579227407032893,-0.010831477162687194,0.04966571729878577,0.08195019377806752,0.16030650892983012
HALLMARK_COAGULATION,-0.06319524989460419,0.008116104211279531,-0.006890816719861071,0.06908843062862782,0.09570744983718711,-0.047640013774579354,-0.021937729556812086,0.16607166493140504,0.11494823653164873
HALLMARK_COMPLEMENT,-0.0009523284961844318,0.03911050434884443,0.041574251901260725,0.07602510516119412,0.04947855006880657,0.01755220602857631,-0.036747615296114144,0.09990635515672494,0.04246819656536141
HALLMARK_DNA_REPAIR,-0.043632044713980404,0.04611924622437279,0.08796462557441304,0.08791985767507905,0.0704113779569331,-0.05619240532290314,0.0798136629508715,0.10514328506342675,0.13658715566519977
HALLMARK_E2F_TARGETS,-0.08889626472096666,0.016067914219126365,0.12786448020034116,0.07755910764533243,0.07139806447442751,-0.05241862729672761,0.08532230715196958,0.07602155242361651,0.15542626139239762
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012136166953601736,0.05684404427332843,0.00018708349445056797,-0.020790001963118296,0.05403502599839885,-0.058262702063080936,-0.010596079801057735,0.12582220347519432,0.10685719524155082
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01838181645092273,-0.0024226307081596926,-0.028623919902097186,0.01811886079219621,0.030380778023070567,0.02551170889712386,0.012889345023828552,0.13491786916771606,0.09626075151809563
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.051918120498717815,0.03526969453515457,0.027480168690643684,0.11430198820010248,0.06710270516922656,0.0079986801102291,-0.013268968073501293,0.058577427663715785,0.06960304537727985
HALLMARK_FATTY_ACID_METABOLISM,0.0740835509833434,0.014960334564019642,0.008157493988266058,0.03630117231169916,0.013340097179100171,-0.018490393289255613,-0.004389093746405527,0.04029203077314496,0.035333441531407314
HALLMARK_G2M_CHECKPOINT,-0.10792844574723776,0.01726595883575136,0.010495413088908922,0.06778993185844938,0.06393984365790249,-0.03591563609215243,0.04043635978153482,0.08262525879507158,0.10964971192026991
HALLMARK_GLYCOLYSIS,-0.015592529222895729,0.029192244703036257,-0.044340879801492754,0.06393212055159228,0.01240239803601378,-0.04890039166271175,0.0610824986146255,0.0920068478170288,0.1059534583334951
HALLMARK_HEDGEHOG_SIGNALING,-0.05696474020634532,-0.019342684945842698,-0.06491930888502173,0.06513686350505601,0.0356134918962711,-0.004584936802027626,0.09420993255002862,0.08996561935540917,-0.057752388225690225
HALLMARK_HEME_METABOLISM,-0.04125583755739237,-0.004791393959039149,0.07472528734162505,0.08583538327135345,0.08158324234334204,-0.03158306884467387,0.08397519699093266,0.120051541530321,0.041898372544182834
HALLMARK_HYPOXIA,0.09393091900911517,0.0006374184770039197,-0.10893585737070806,-0.015521335693283869,-0.06256738241565205,-0.02718323184620932,0.012448068296257008,-0.0021265668576511483,0.04516234265944234
