,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.03236328516575171,-0.0684451432400716,0.020756118398349167,-0.07773306173163265,-4.6740041396907755e-05,-0.009607815925445382,0.14203237132076058,0.08332541141669794,0.20718918421819194
HALLMARK_ALLOGRAFT_REJECTION,-0.005379390258478148,0.01215048062214236,-0.042918416389163765,0.0007401547363737268,-0.04046915062934879,0.005605214591797175,0.08079946434573107,0.014110197835735961,0.06420588216899445
HALLMARK_ANDROGEN_RESPONSE,0.03082010741463645,0.07277343392534001,0.1033637502511446,0.08952887012781913,-0.0022585995407183967,0.02363200314487913,0.07108265989069248,0.07217248399307404,0.07464493386760965
HALLMARK_ANGIOGENESIS,-0.049862612491863266,-0.08580519257081227,0.03432211770302953,0.025012965989595817,0.12791459640997788,0.011891629920166994,-0.10803813355525795,0.021356479592550305,-0.05648673700298768
HALLMARK_APICAL_JUNCTION,0.002678877830824602,-0.045123861936302155,0.02418247739043418,0.04534294180306954,0.16270931936188532,0.04240782349401343,0.09669995094635712,0.1013997604911764,0.21008782040849222
HALLMARK_APICAL_SURFACE,0.004599526484159719,0.008857599881118262,-0.0483879198032268,-0.03084750772065671,0.016514867956009326,-0.022290867493294477,0.08675656576669802,-0.1257575903717438,0.13949820887831546
HALLMARK_APOPTOSIS,-0.022600893754424763,0.08428107206834604,0.0759477739944493,0.0731988650347843,0.13212768503781966,-0.00296894633572097,0.096826815994838,-0.006812462504680014,0.09612156956597145
HALLMARK_BILE_ACID_METABOLISM,0.07567434917553233,-0.05989657472967677,-0.026356518748613385,-0.07117210675100014,0.12446539467129376,0.025691694128337765,0.0826596246938716,-0.04868252449408149,0.11741123586649022
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03628034104724572,-0.06300219188583593,0.026549718547231316,-0.045948314081016774,0.12513322668195556,0.042632193603899034,0.1256733973325374,-0.0508030424591082,0.12357363406278479
HALLMARK_COAGULATION,-0.006879699298449084,-0.07708844434091883,0.010925723854795878,0.042055974122926935,0.08963495621991033,0.0001811382158019039,-0.04866171136949168,0.0061111264044044775,0.18484167602894958
HALLMARK_COMPLEMENT,-0.015732697414617764,-0.047130492171447026,-0.006165206897767001,0.059667504362002396,0.13115791781763408,0.032901007886779673,0.10619660296783648,0.0032816203879982514,0.151067442537276
HALLMARK_DNA_REPAIR,0.03382138980206529,2.6940937471672566e-05,0.13770981626055134,0.009906696518479982,0.07990827465314497,0.021136055811826752,0.11485075358810021,0.037114907696083194,0.1843351836759213
HALLMARK_E2F_TARGETS,0.01575540249551141,-0.05908175864918122,-0.001960351436375464,-0.05117058844954909,0.1240716196654938,0.021332829649029553,0.06512274274595836,-0.028984454583069457,0.11961222518903243
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04749910135432389,-0.00528445327114451,0.0640462455980052,0.12082031941876994,0.15536872388704506,0.061314646328852675,-0.1004019410919391,0.09628781658683717,0.21074904091368132
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03754174423667001,-0.03045445583905782,0.016416336460437525,0.03707198922301741,-0.010684056020258856,-0.00583484135174355,-0.14594434705838,-0.00036722408979910335,0.12956770946776633
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02055542741835376,-0.03038646893749867,-0.01817966039812599,-0.09778482497869148,-0.016774416112080325,0.04262900909967024,0.11834092508657482,-0.03178803671664463,0.10761050304234972
HALLMARK_FATTY_ACID_METABOLISM,0.029156780164397256,0.08720356625604533,0.048640966610326436,0.05181850079901277,0.05943307176447345,0.034510895628875826,-0.10896021064868794,0.052425070591306654,0.12755461231939633
HALLMARK_G2M_CHECKPOINT,0.0026346700655887068,-0.029230469431576214,0.0645136718823147,-0.0222930100746452,0.1012894769050158,0.030257895496370854,0.11509194206085513,0.05844516196530441,0.10645918111519109
HALLMARK_GLYCOLYSIS,0.03296408960201315,0.028381861881589136,0.07008585229538855,0.07372372143784583,0.03826018798350889,0.050913572514450715,-0.0852151459789178,0.02723389686005479,0.2031807696774909
HALLMARK_HEDGEHOG_SIGNALING,0.08766535365005347,0.013398021414165925,0.030386588603676143,-0.008397663265621039,-0.1086961254721863,-0.005404879798101592,-0.094693954059678,0.05083281550522186,0.18096643489029662
HALLMARK_HEME_METABOLISM,0.055370337466715415,0.0015266553676313126,0.06053676317562841,-0.011797100259803591,0.062391145388536934,0.029691932270460897,0.03903266206374054,0.0872637778989931,0.18751347235930627
HALLMARK_HYPOXIA,0.011736903064715594,0.09710746623918885,0.11593282404203879,0.08752624760850633,0.11790321034984556,0.008761992365071067,-0.1337181626529587,0.032019380705021576,0.14933225486003565
HALLMARK_IL2_STAT5_SIGNALING,0.028225347044843,-0.03600797511672937,0.06605484451146046,0.019304604187636135,0.05446649042274493,0.04107579773846043,-0.003013181908114343,0.08302142026829445,0.17961561617755373
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03933890287323246,-0.03195036965464723,0.011141538793160145,-0.01631081474397271,0.15605354788280587,0.001964726753916048,0.038114147144338154,0.04187500097602313,0.07938928117275552
HALLMARK_INFLAMMATORY_RESPONSE,0.02332560672117565,0.03212370662970083,0.031104157394525062,0.11514108391692744,0.15124244212148583,0.057889855273365126,0.02221560068447338,-0.017803423629936387,0.12231952510562893
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.027161450063377928,-0.05801836419747696,0.05558449425072329,-0.04628976503381329,-0.013941849612948393,0.03710571474938725,0.10486790575638198,0.03153925555484286,0.08832271143868278
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03353235056349904,-0.02386495770318062,0.048273442217934844,0.07430416597243145,0.05186986145307649,0.026206204041226797,0.13540043791983924,0.07061686552136587,0.13509728816366906
HALLMARK_KRAS_SIGNALING_DN,0.0859088439886182,-0.016496326847697498,-0.004700222876320593,-0.1048229323985246,0.06086880867881568,0.021130947586777554,0.11430091423181733,0.09954040593610154,0.15833430612934896
HALLMARK_KRAS_SIGNALING_UP,0.026339187338209526,-0.13527818629495525,0.07264337147574706,0.03042664277664791,-0.01956402643624995,0.030030989308843344,0.10419232102700886,0.07142901578626538,0.10833019401130421
HALLMARK_MITOTIC_SPINDLE,0.03175354294675855,-0.019411973869731765,0.05945041163230876,-0.0027763384001142687,0.12645229618664297,0.06291314307320298,0.06937142739303405,-0.04028119231198693,0.1342813628087516
HALLMARK_MTORC1_SIGNALING,0.019301977887569793,0.115818453949663,0.08286196823845642,0.06098473861320912,0.12865956771666495,0.010436855850851622,-0.0825016559764167,-0.011507120008815638,0.1093903428408507
HALLMARK_MYC_TARGETS_V1,0.0504494256634386,0.00849699595484492,0.11231711611983826,0.017251483811915505,0.01261330919306704,0.029082740467227277,0.0758053058077681,0.017786218333817744,0.12410781436617414
HALLMARK_MYC_TARGETS_V2,-0.010215279244520151,-0.10063272981847447,0.025234534547487458,-0.054103783790172146,0.1014285621192563,-0.008452035335452374,0.0914418372026962,0.002460171843120873,0.1553057588775582
HALLMARK_MYOGENESIS,-0.0028475730230742955,-0.026334061127229143,0.006486960872020638,-0.031038620419762353,-0.02077087734495667,0.04353490457401693,-0.025132507831678103,0.013182990051509354,0.1539550613374646
HALLMARK_NOTCH_SIGNALING,0.03298350541183564,-0.07591680138423655,-0.02612295580859009,-0.021238471777952385,-0.05245213358584672,0.06398857059079843,0.12339859331346759,0.011434890227940206,0.18831177175423958
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.058656379054473066,-0.0360870171274547,0.08724746974175823,-0.06404348101224597,-0.09259712993531745,0.019178460091986368,0.08953218436766817,-0.012409400982627768,0.16908136472098098
HALLMARK_P53_PATHWAY,0.058758881699711225,0.033517562666791095,0.1199341748568809,-0.007629085154921785,0.026794274833280028,0.052071445565430925,0.023763736949807837,0.048902089115304435,0.16088375536782232
HALLMARK_PANCREAS_BETA_CELLS,0.08919158112113357,-0.05661845882080946,0.02842030231785274,-0.042144444220580064,-0.10641538560486564,-0.011924688896627754,0.11030127783228515,-0.042164754857827114,0.13319434627446997
HALLMARK_PEROXISOME,-0.014264767670572024,-0.11363462553050788,0.0343631038396808,-0.01848826155696892,-0.10819354326639408,0.02513031176263141,-0.022006448156123185,-0.06066916677207977,0.05299630291456422
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.025138945041088403,0.04060747281017817,0.06494892231761075,0.003053774423509327,0.061836846452891364,0.027323691807423507,0.09728005933313716,0.06580643167825398,0.16288032177053827
HALLMARK_PROTEIN_SECRETION,0.03966333451668262,0.009945962586380863,0.12373103833018273,-0.022525207123948753,0.0188676750218024,0.04179599859790687,0.055651462159385594,0.04290727236768043,0.19202250237954535
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.016868511375610587,0.03730360092072912,0.1077582933337324,-0.007765539436852768,-0.06296875955756141,-0.05458405298414006,0.0561824245129855,-0.05141624199530428,-0.07664018135264301
HALLMARK_SPERMATOGENESIS,0.057883940339837486,-0.045207966944648056,0.06483909039589067,-0.05996126916155773,-0.03330966078462608,0.004693302100151646,0.0143946350102762,0.07464299756405059,0.1309582122231493
HALLMARK_TGF_BETA_SIGNALING,0.017372060246770172,-0.05456069365623877,0.028576815098604328,0.014248194183692865,-0.03797507977217509,0.024246161796265448,0.135833638911167,0.04992302170668946,0.09979857225039805
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0061590518935184,0.0077164729307062216,0.05126601215310874,0.073669350365336,0.16807041190100044,0.05905479675457533,0.0939146379407389,0.053123160409295656,0.018593164731167913
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.009391541756730699,0.0977414585715536,0.11259929625016164,0.1021292328991668,0.057804351412462,0.039528383659197135,0.0735764446998748,0.044059748954862026,0.16246608374799268
HALLMARK_UV_RESPONSE_DN,0.03289842755198048,-0.02196837024012265,-0.012430504765429165,-0.03857835444504214,-0.06249116411918637,0.07050224948758954,-0.12555432906726197,0.020820935766194298,0.18225689098175077
HALLMARK_UV_RESPONSE_UP,0.078686645781095,0.052496155385808665,0.09032286937861127,0.029621689443604993,0.007412056471411986,0.013905547542164965,0.12594713513109987,0.04896249315356462,0.10871358893412086
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.038187560250226564,-0.01423864733692005,0.011444918825369006,0.02152918264991288,0.07649638912026159,0.09540928193979192,-0.06443925887205719,-0.021085206332048967,0.15082778633942756
HALLMARK_XENOBIOTIC_METABOLISM,0.028245400589852972,-0.09444643009616653,0.08044078841636701,0.024316487642276733,0.02738852601556885,0.027630084149194375,0.08550352774577498,-0.00397198869169142,0.19003619836812632
