,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.1117836737404849,0.011147345000354757,0.07417552823103828,0.00822172921837402,0.09944343431229306,0.06746394248787307,-0.042215006726442766,0.0753446498917745,0.04243517675259009,0.21665444584093022,-0.04804249108928842,0.08380133483569797,0.14556206630958227,0.1143702067296258,-0.013236097278573701,0.00047349651141162145,0.008521519142873253,0.025211164075970266,0.11478579619606206
HALLMARK_ALLOGRAFT_REJECTION,-0.10652159365515017,0.0021246294681178403,-0.0040765295713606105,0.0012458548159957554,0.05524096442704689,-0.1573363264996942,-0.194857985409471,0.04533659947133607,0.0009113071494707311,-0.4417666823848556,-0.06510438357528202,-0.11185386847280804,0.07732283258353534,0.06013409486771253,-0.020194700458312623,-0.04080805093207381,0.02465631391471277,0.10981236165804566,-0.0009663463077952828
HALLMARK_ANDROGEN_RESPONSE,0.15234635325326082,0.02141494494165316,-0.00011175763612221941,0.0016575183258282736,0.12176743097509309,0.01076934936948127,-0.1876025661773226,-0.049525455455414605,0.006360640972001588,-0.15302286376525961,-0.013622484589969203,-0.08135478673381365,0.14460569766277695,0.06912278392451814,-0.04949905750409673,-0.050351157172471225,0.05190134951208635,-0.003611779848665397,0.00821874872638417
HALLMARK_ANGIOGENESIS,-0.11472548937335274,0.0287579302926172,0.056220634210083505,-0.002095923244679473,-0.12223761509293403,-0.10847620815231765,-0.16902609976371905,-0.17746243072181267,0.0838361679558529,-0.4462680754085962,0.04694147653833208,-0.2673638611876951,-0.0451843945783712,-0.037234551037834136,-0.011115903751418158,-0.08711434129140731,0.02722505804662213,-0.1976139849575527,-0.1396573554937023
HALLMARK_APICAL_JUNCTION,0.1550804805899049,-0.025552271606767353,0.029769895030934357,0.024539922823312355,0.01645121264696167,0.0038297905052348644,-0.1343106649166675,-0.11449295647854131,0.009191284401175757,0.09388420299807265,-0.07057978403152343,-0.18750722674639891,0.10342389574634013,0.11167755221170268,-0.04917601379122901,-0.009355072556433811,0.036765687093517414,-0.031352992328663384,0.15826252097025287
HALLMARK_APICAL_SURFACE,0.13285920792398856,-0.02427032615238434,-0.0028296526771348783,0.013912113517256472,0.02536885949518786,0.17717639916641267,0.08644379600458768,0.1168125766215224,-0.02482491386985078,0.27565741321608833,-0.026342809714211345,-0.08826196263854208,0.11755019217240695,0.10153532684151131,0.033883211388536776,0.036077708296155905,0.017982318351713777,0.08401936032049202,-0.006906765876546929
HALLMARK_APOPTOSIS,-0.00427325720916471,-0.04433082204343502,-0.03617038257313137,0.011427943198376094,-0.04266999874105786,0.03651090731679119,-0.07454994690570267,-0.11419203592630306,0.0036874780757411773,-0.10036984552528597,0.0533975968767384,0.19066356177881205,-0.07678756430204152,-0.007083428310667064,0.027351175877436223,0.022807912518776927,0.048757999900616106,0.05262045461549536,0.07585404282561568
HALLMARK_BILE_ACID_METABOLISM,0.14230971174194534,0.0614023755915432,0.008906007342653791,0.025011390902443968,0.017431945802440067,0.08298905862804652,-0.14681749425079213,-0.13662613029771822,0.0019338307820531153,-0.08945496101122839,-0.014839197110733594,-0.11084721591716602,0.13462083405581918,0.09491170752412158,0.04486594584092065,-0.03045777667461128,-0.005407839879295933,-0.07364598620431982,0.04452585153088549
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08351201157311486,0.04001721723035353,0.018504315333006328,0.01696274687378771,0.017848283400358017,-0.031022069560159654,-0.19816738154228186,-0.1897162701155176,0.039532387613504805,-0.32127399608401985,-0.045991035557212616,-0.2523691972329786,0.14527054581025767,0.10329063662874668,0.047445672514656055,-0.0977030203579214,0.06046351371896881,-0.03855660737829726,0.07363452379741209
HALLMARK_COAGULATION,-0.1593323014335019,-0.013172734600988903,-0.010121377680357233,-0.00063698350460823,0.019768520119244067,-0.14548105103917489,-0.2066122172745835,-0.0710119994185644,0.028118867081754453,-0.46534945654568133,-0.00431723855727866,-0.13743169607565994,0.09229433786918348,0.11413717452699075,0.04571910963221582,-0.09139000467158352,0.0069176307325635065,0.04986205275474724,-0.08945007430664798
