,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0823718489784797,0.11977447586143439,0.21587756623531343,0.009017867248655486,0.011777410404622742,0.09310981859432473,0.021450229358564686,0.0339056947000685,-0.006357382195293471,0.018899814590761673,0.20863478827789567,0.1004733639804767,0.08570022485509086,0.16917818936240026,-0.00021356057157124916,0.09736383223705194,0.16031319545068398,-0.005213283002621016,0.011504392838670751,0.0820921457774187,0.11788072965948312,0.058283533759815966,0.06291444198064222
HALLMARK_ALLOGRAFT_REJECTION,0.0476090194889656,0.05285911860910655,-0.03524541070631113,-0.02643501851670068,0.012056853505197983,0.09875684588875268,-0.11456473440366836,0.0560243617935088,0.36012021706219344,-0.039814000750664665,-0.272163599512871,0.008299399762367533,-0.0003625054717208333,-0.05662211370941934,-0.0334617146089374,0.03538796953506755,0.096561761536,-0.056024124310230565,0.012947234596659396,-0.0055558027582378895,-0.025364102258059417,0.11791844651694991,-0.03836724709196385
HALLMARK_ANDROGEN_RESPONSE,0.08470836281988423,0.1295089130637548,0.21136039990950276,0.07009574549473097,0.016813973055113115,0.19819459106570628,-0.040415124692370505,0.02081868948148187,0.26572231330782486,0.0705913361275374,-0.005344992011036685,0.029128930687433264,-0.014472265244532611,0.0315832999617418,0.07626932867490101,0.05369797836427902,0.14485646482374456,0.021116529815787266,-0.021320127254263133,0.0783066127107422,0.046436460067495626,0.1013879249939987,0.16541289634415132
HALLMARK_ANGIOGENESIS,-0.019689173213865072,-0.047651053543908695,-0.13389715342778158,0.037003526152430556,-0.04367943870754848,-0.24942402816536566,-0.10339899292026543,0.04148486320684192,-0.009802767414909246,0.01400180377425731,-0.24879878170951583,-0.06233427124498988,-0.031014117709248393,-0.05193585178516399,-0.013576810111624255,-0.03236076916994636,-0.13931359876431026,-0.06839922755098421,-0.0657439272605333,-0.022833357730234913,-0.04334025192025003,0.049224316815249,-0.014024404989457123
HALLMARK_APICAL_JUNCTION,0.10351016182117107,0.15552811347625192,0.23087832459924063,-0.0376215215925288,0.06100763014225056,0.020860293843200473,-0.04087866431356245,0.05343793488337927,-0.0020523600867806955,-0.007711774904097587,0.15801477460579894,0.07277787492206798,0.1372600364092712,0.10212564915860592,0.012452900574098712,0.12226648291254945,0.1610829725039545,-0.01853850872378106,-0.032268384119236944,0.08864088544141163,0.08451537804907817,0.116148300797687,0.11492298428506455
HALLMARK_APICAL_SURFACE,0.16046330857332788,0.16521279671501263,0.3381854150358016,0.01695493038653384,0.04768860726336446,0.010054847068661181,0.1252049339139396,0.08652749354551818,0.2653019954727725,0.027468097556554223,0.2494480636413066,0.0620684171308832,0.17542536052677535,0.1386073365755957,0.027733196304418558,0.13978313771377052,0.06268242779734041,0.015584462147473152,-0.00809347413106304,0.07890689951620745,0.0432910025018396,0.10940706885587789,0.10613893928055199
HALLMARK_APOPTOSIS,-0.026293416031350717,0.07186401718728601,-0.08660548784547453,-0.030350482402100157,-0.0025945567537477322,0.07400765619634486,0.003881939851791331,0.021868213272684303,0.18487967704017233,-0.001567750361942648,-0.05530768401266313,0.010857046556559282,-0.04745854357162196,0.019901843048979826,-0.026096328323670294,-0.07597271394163398,-0.03472079010732086,-0.004139894358135595,0.02050227079023329,-0.0006039334963918491,-0.013250608594398553,0.046820959584043094,0.027019084698785927
HALLMARK_BILE_ACID_METABOLISM,0.13140767324517766,0.14224738161091455,0.2549530086672823,-0.0035839349425409017,0.04764857695264973,-0.10426962526078494,-0.0305571619226109,0.0026258323240559668,0.10055139333815981,-0.02158226722571202,0.05151757724178077,0.04129046800242056,0.09803918505934306,0.14192751858383296,0.06296922381536678,0.07779189230619156,0.1129557809871763,0.017911737369915175,-0.01753879510321283,-0.008322215332648543,0.1299841767556454,0.07954702946030447,0.06678810367421566
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04482238055537355,0.14247774484214884,0.3134066878013299,-0.010361703883147052,0.001493753033592222,0.0025386395651957887,-0.10389646808784146,-0.01568863713640289,-0.11904632086058252,0.030961403747920606,-0.17102279949875954,0.03946360926264566,-0.020888253120357008,0.09559295199099808,-0.028333176010481236,0.12270097959480483,0.14743576457801338,0.04486318950531425,0.021653105256116332,0.06597085107258077,0.1338401723936021,0.10292146775377504,0.14689739428374304
HALLMARK_COAGULATION,-0.015214482601507711,0.08612129383503375,0.057171018835783315,0.019734937032101073,0.06553191817520129,0.07105341326368778,-0.11755244017944243,-0.017107579225668773,0.06806410723458178,0.023564814151266558,-0.25662138130128703,0.022129519825932642,0.0052443616221746195,0.1236151482180673,0.007105690631491817,0.0389211553606989,0.10224756454774894,-0.07625815417778398,0.009115253410452615,0.033275086862971,0.024610123217077787,0.021796317585527605,0.2029660523923508
