,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03378512712451227,0.04270308633921439,0.08643764154219771,-0.11840420906571904,0.04427283690880669,-0.011350644573696932,0.039753354927455464,0.23973550610429492,0.19533942492813927,0.03851572558562241,0.06527420746448606,0.05163479283651557
HALLMARK_ALLOGRAFT_REJECTION,-0.016409290014303836,0.028668054191171816,-0.019844468055394814,-0.2491875323472894,0.05886318107537292,0.03779707768542663,-0.1349348620341014,0.07041943901922305,0.13104881462147605,0.017654783610070203,-0.05335320979668228,0.055163477447380836
HALLMARK_ANDROGEN_RESPONSE,-0.00253254074636617,-0.0050210200415760405,0.021268708331372035,-0.2551456840705539,0.05756135960921195,-0.009745570832809473,-0.038323153945124165,0.2004445365273947,0.1947281956961444,0.006481216338777156,-0.03938129494375772,-0.015493649334847483
HALLMARK_ANGIOGENESIS,0.05064479971298407,0.0005711797563593925,-0.03735686761996301,-0.3160536239267254,-0.08254598722960645,-0.06858970069357438,-0.11020550918976567,-0.0569804962240271,-0.1053402639683848,0.07218776717156795,-0.16703804942055883,-0.12059892880345476
HALLMARK_APICAL_JUNCTION,0.020122148507773545,0.017747275446885327,0.022423663063136916,-0.211084200723826,-0.05241715099588648,0.017133191199101082,0.028014008605510038,0.23944679226522714,0.19442882725889865,0.01573599054711344,0.11145490769782967,0.11691367101608767
HALLMARK_APICAL_SURFACE,0.006467386694940712,0.01448879519950896,0.08798207780893365,0.18698181992019103,0.11458943510849605,0.029695742071701236,0.011877954884933853,0.18000615462274733,0.1592974478902235,0.04662080296140457,0.008898617070328683,0.04025776439131584
HALLMARK_APOPTOSIS,-0.011199047919007126,0.010453375128634264,0.06470760577820757,-0.08897569143339994,0.001161076505324978,-0.006216612401865259,-0.06400952208321396,-0.15934808108880186,-0.10510483258080974,0.08625041112742718,-0.10534918347126128,0.07355685134166037
HALLMARK_BILE_ACID_METABOLISM,0.026501188281986186,0.02589318429710938,0.04621783211773131,-0.2883399628120373,-0.01020756996142896,0.00859603474113948,-0.03454811821877772,0.19521669131025793,0.14940771374134212,-0.03870905482770922,0.05954701753236827,0.04171045405718334
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05091537876642802,-0.009622929708059101,0.05325179566827492,-0.19646752729847805,-0.03662324813900035,0.015037695430447123,-0.10215312855216453,0.2408150352443575,0.20938116109415217,0.04625011220942316,0.11893195853000686,-0.05810977385794955
HALLMARK_COAGULATION,-0.00015914448001910469,-0.01725162952127682,-0.03274853792244437,-0.2877468554794298,-0.04246036849064015,-0.03756570740762923,-0.12044439129124854,0.12352101865960499,0.09620485872849022,0.052745190940099274,-0.08126569883301875,-0.12419088284782298
HALLMARK_COMPLEMENT,0.048725457096612995,-0.0006506228544984648,0.015051140326800525,-0.17031846328624517,0.025101973455952272,0.028926033241873778,-0.08262474815557955,0.14853124824283,0.18604198597644522,0.08225991292913273,0.027257957811892213,0.03479432077575556
HALLMARK_DNA_REPAIR,0.04229188618386367,0.029290747839815095,0.04328430702791172,-0.17290224323386572,0.06773875957576474,0.037404439937778304,0.059796813861724536,0.24336652172504977,0.25015103226591634,0.06381250557563767,0.18711557180992877,0.08773880688985476
HALLMARK_E2F_TARGETS,0.01950805812685099,0.005987551599143237,-0.019554849568624896,-0.23462323464152965,-0.03596008175501944,0.007259232969899379,0.09611426899798484,0.14040169595186133,0.11852161777219627,0.017839051172519067,0.10553108342082451,0.09816874099467116
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.021579347380453622,0.010521779040272333,-0.024071070973046196,-0.21916061129418496,-0.07876346819635519,-0.02233641196183775,-0.10150979416659967,-0.07046921304368253,-0.040771759236630616,0.045430290017273715,-0.11814662553763361,-0.07833950838416172
