,UKF251,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec
HALLMARK_ADIPOGENESIS,0.01925675302466503,0.07029503939086279,0.02573644468517473,-0.02175723082328046,0.15283547247770268,0.07365446469699663
HALLMARK_ALLOGRAFT_REJECTION,0.03441833258127054,0.10315096685687489,0.05478492548931414,-0.03196358540891157,0.125787801027012,0.07545688951348246
HALLMARK_ANDROGEN_RESPONSE,-0.027372581307630667,0.09269782161795145,0.07411016450741181,-0.031049344889953045,0.13543388187796826,0.041427333350519235
HALLMARK_ANGIOGENESIS,-0.003453891141748808,0.06740159456162727,0.010085722940273953,-0.027316203978150006,0.10195765968020758,0.08351048657630747
HALLMARK_APICAL_JUNCTION,-0.009911370742508523,0.0534588765827236,0.022569677232601545,-0.04016491567748529,0.11526851253171952,0.07287127250382783
HALLMARK_APICAL_SURFACE,0.10505157759826841,-0.04785786067439265,0.030318889039279016,-0.08164117220585877,0.06583896929415636,0.09533148591411318
HALLMARK_APOPTOSIS,0.02865120718407858,0.06368495233855906,0.02495377949168412,-0.030494984568386493,-0.04208377995966547,0.03597295635600442
HALLMARK_BILE_ACID_METABOLISM,-0.025948356715009408,0.06811638015247036,0.015267327254521583,-0.04332953891593443,0.1500306017895221,0.08980618147726929
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005810692961304168,0.0696669972116198,0.003959759061670012,-0.07774555875331582,0.08391447550507174,0.032383077905403665
HALLMARK_COAGULATION,0.059327165191640205,0.05461348807387071,0.09357532385192435,-0.00787267813413425,0.04259453182137539,0.09838576347477587
HALLMARK_COMPLEMENT,0.034381895312717396,0.08733696326645625,0.00156541861131906,0.0063129332391713665,0.13888066462351778,0.11036724372439302
HALLMARK_DNA_REPAIR,-0.00025522332699983656,0.1128091190710703,0.02192505672999695,0.0096971891293532,0.17185259781315382,0.12588364294050255
HALLMARK_E2F_TARGETS,-0.018249691900707205,0.09345720122033253,0.06902654547723229,-0.0478862235322924,0.038324038189958005,0.07620538999815468
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005718272634665449,0.0879379212996555,0.03493913370140864,0.008701338327672167,0.05511376278721301,0.028832386426935662
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019287638379287052,0.040816536098585314,-0.005707560303738308,0.015263612610285696,0.07774012774307382,0.009973133269345473
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.005324936759596454,0.023372132464157775,0.03488171216171174,-0.02366930952745234,0.03753640898065731,0.10912733274578877
HALLMARK_FATTY_ACID_METABOLISM,-0.014782905479281952,0.05004186582139717,0.02066388426313752,0.010124983670814235,0.08447114314507839,0.027130968229892242
HALLMARK_G2M_CHECKPOINT,0.042434227169043964,0.09606753586318524,0.017169787844862634,-0.026017278762577888,0.11059580724670258,0.0039670701589248885
HALLMARK_GLYCOLYSIS,0.029795629821477432,0.06514092263779848,-0.0015868710190106564,0.023878504478668173,0.12418785637199933,0.027602189126710468
HALLMARK_HEDGEHOG_SIGNALING,-0.0036908319889729997,-0.03716741619358985,-0.02413762517316529,0.006697507700565264,0.004320060300561607,0.011305724857352947
HALLMARK_HEME_METABOLISM,0.035661248045616274,0.10708209552989591,-0.002917644846947658,-0.038585915839218304,0.0940374947542079,0.11089958066203871
HALLMARK_HYPOXIA,-0.0037470666512146793,-0.018042610808119856,0.032806327006445785,0.029548076629463946,0.040726068028456824,-0.039865190147699237
HALLMARK_IL2_STAT5_SIGNALING,0.028952109887852243,0.06544954006150377,0.010862188116321881,0.03623463954750173,0.1462190096019275,0.08528789427342677
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01095192921979004,0.030574758415193262,0.03158403299070089,0.05151471027608882,0.08445291199439958,-0.028053279060288427
HALLMARK_INFLAMMATORY_RESPONSE,-0.014098743911340148,0.025493429297226665,-0.031082906942213436,-0.010412503895205481,0.05448302090226678,0.034232585722322316
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.024465475864589952,0.08784155256616738,0.038580375116283726,-0.026565235992668648,0.08011876080873727,0.10309887149568533
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.050231346276323204,0.0846802562243765,0.038087991613400325,-0.009286636951042286,0.13974255450622683,0.08956382813340594
