,MGH258,UKF243,UKF248,UKF251,UKF259,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,-0.008955186253990874,0.06467035318568778,-0.06942007830422463,-0.0038935661620194367,0.0139119431348623,0.03360196642591779,0.05858673355821163,0.08706272933056666,-0.04260534329424695,-0.056167088927496785,0.04574328502174172
HALLMARK_ALLOGRAFT_REJECTION,0.05170244721370397,0.012548836866353906,0.05175807255053153,0.04239971875871128,0.0139286798567775,0.009874836634361115,0.05578658762162828,0.06871703001801215,-0.030381731001155737,-0.019842925233856664,0.00535595597661164
HALLMARK_ANDROGEN_RESPONSE,0.04055187871366973,0.08168598930932704,0.007832651277883365,0.024922679735818954,0.10405841555916712,0.020174064149806655,0.08667190280601429,0.0756922274718922,-0.031009871406761664,0.04152108141898164,0.03431760133478483
HALLMARK_ANGIOGENESIS,-0.03304879132194647,0.045234274762967285,0.10127022159244715,0.010041458586536586,0.09842277327885274,-0.015755894590871043,-0.03500579645698048,0.1498881631152887,-0.015983153619213236,-0.036522431842073565,-0.039555424788446876
HALLMARK_APICAL_JUNCTION,0.03423925505937932,0.07147088116599812,-0.0774875800962405,0.0143991495509192,-0.03099087417596275,0.051559840406214245,0.04055215123572184,0.041393337237460893,-0.059309080227,-0.022234737073759392,0.039421207121550395
HALLMARK_APICAL_SURFACE,0.017166628131466095,0.07382806487908428,-0.07732683267400045,0.011058762180841255,-0.04124804567748892,0.041600859346851135,0.0341531025493869,-0.006705750492372261,0.01825125604257749,0.0045339641212742,0.02939447341198966
HALLMARK_APOPTOSIS,0.05941184625248568,-0.013135079688021632,0.010984701615249115,-0.024449847263703427,0.06538013277898573,0.08573117685483568,-0.030809748287044268,0.04604072057379626,-0.06553381486556183,-0.029770442120826583,0.03378958700246203
HALLMARK_BILE_ACID_METABOLISM,0.01708246651351725,0.043895978242796105,-0.061781701192501884,-0.0307070690854596,-0.0432885811748442,0.05907280296928136,0.07271056608357364,-0.04828212710376268,-0.08817858161448545,-0.015413700719936111,0.07051984293122054
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06802916614351567,-0.0051544604861149,-0.029851630604508215,-0.03555438686323851,0.023653671312172254,0.024736200746323003,0.05833367885984482,0.05451991077511964,-0.004780348397342905,-0.025037003410916234,0.06926238957143019
HALLMARK_COAGULATION,0.12249141162946284,0.0044772359790714806,-0.043749032168913224,0.057551807324146186,-0.044418472735201504,0.057913557405498285,0.07798303030203295,0.10097004497003553,0.029222354262567526,-0.044428160926919126,0.020923460811964664
HALLMARK_COMPLEMENT,0.09556715240044472,0.026849163883660484,0.020242499370035343,0.023359716747914466,0.005602283776070841,0.027728707643047926,0.04609790546934692,0.1330306483659209,-0.013893539869897541,-0.06306273330897709,0.027949139971706786
HALLMARK_DNA_REPAIR,0.01677774596345412,0.05978901960496921,-0.06292611989603628,-0.007355730283049662,0.14719520491321306,0.07632539023261194,0.06233171254578832,0.05389118809032094,-0.04359883625335806,-0.01786399548429884,0.06836267867144315
HALLMARK_E2F_TARGETS,0.014722372866203442,0.06483233809652539,-0.08661517116355129,-0.010884521350929838,-0.037488583598576604,0.047742859031934586,0.05581783123577032,-0.002295797956643619,-0.05993926182588377,-0.029047416622276192,0.07981045200990677
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04932512939897147,0.045882877621299674,0.02554696166062047,-0.0032446714758887158,0.11926291543238988,0.039386495807213255,-0.04477534608065945,0.10500779734658855,-0.02153132738070183,0.029271093578393272,0.022301167284535257
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09706558973104867,0.11053185816934277,-0.014699797653529124,0.04086867160319089,0.036704862965414746,0.02341773878793923,-0.05122505685478994,0.10106261329277187,0.06981291353220011,-0.06002066491250615,0.06511857109901621
HALLMARK_ESTROGEN_RESPONSE_LATE,0.037634251313843764,0.03793893492103013,-0.057514952776865656,-0.04180712843826631,-0.02324627878994396,0.04924030166218723,0.05908944453120472,-0.0872702543497626,-0.09495532225371242,-0.06206764083203316,0.03719189475475677
