,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.026853194830133594,0.10685913874368543,-0.024091405782442912,0.00460545297186248,0.034483421830946784,0.021953790714639352,0.02553821972612572,0.019020099946589625,0.014654149720076176,-0.039021905308655035,-0.03791606378311543,0.006526522128832777,0.0032298865129081742,0.04769828748744093,0.05804049548849434,0.0926137983002346,0.12086100702806624,0.09306723182121344,0.04612510372903478
HALLMARK_ALLOGRAFT_REJECTION,-0.05759718029760828,0.004993452514592814,0.012057197162284499,0.030101795546779574,0.0034547196637078636,-0.06045188467479871,-0.004189400462529715,0.06352546457445403,0.00183822223008486,-0.02278827157002401,0.09466650929208463,-0.0032710812251873973,0.05004343663584161,0.01181874115031138,0.03583325974684153,0.05402470891298583,0.08771493677142549,0.029076303848483566,-0.011535105899801909
HALLMARK_ANDROGEN_RESPONSE,0.07022961972732779,0.08028452997782425,-0.010747258354436462,0.10379867889784215,0.04010441315185103,0.013182381442672508,-0.0410318515240043,0.06208821448139843,0.042187549706175505,0.0017860443969251972,0.10483709523913368,0.02358451093928513,-0.004711191342071747,-0.01628266368321668,0.10032906308012515,0.07444429972099732,0.13863209992589462,0.0474324092459373,0.06387090642478699
HALLMARK_ANGIOGENESIS,-0.03121637465338822,0.09796087319182588,-0.054660291339985845,-0.139735160366946,0.026475600485921996,0.03964190282508284,-0.040550677918623414,0.0620858133747066,0.10304793999422483,-0.025180927200046898,0.04301245421006401,0.09681895570042119,0.046519209180844276,0.0012977159806756432,-0.0534439442616802,-0.07008239674377921,-0.001602029956645442,-0.11518925254153098,-0.042941236488083616
HALLMARK_APICAL_JUNCTION,0.04147889370993574,0.10581360729824078,-0.007067494680593139,0.0027115206920251583,0.04044022878174742,0.029926010869516986,-0.04614829474620988,0.04817710843927656,0.07824955201122644,0.030888818890567996,0.050329968727726576,-0.0010044990534689834,-0.03310254771271312,0.003184806229450099,0.04795982314287165,0.13968720079316993,0.09312376386476023,0.10219224922104557,0.06438508845154542
HALLMARK_APICAL_SURFACE,0.06763763781827248,0.09178315718312806,0.049619117548987804,-0.06597093209002473,0.05867838736300677,-0.03943758371929622,0.044189161775124976,-0.0281006975093653,0.027444583699103506,0.03403862838390181,-0.09259272309980933,0.07402162063050924,-0.05065397380159223,0.059181930060301896,0.10036660554655304,0.13195877445319448,0.11263062310356993,0.06599516087727358,-0.014390308780171059
HALLMARK_APOPTOSIS,-0.012430698338144384,0.06694577939916915,0.01600022829249316,0.04008051943500802,0.023080299574342888,0.016413346938335106,0.0007688003294892473,0.010866005355104492,0.052890289013987866,0.02928040298343231,0.10600389598526912,-0.04312865434792118,0.02062445519859265,-0.07845938208191645,-0.06282592535412952,0.0351755871072807,-0.05052905101730225,-0.0781338580854409,0.0066999461105814095
HALLMARK_BILE_ACID_METABOLISM,0.025656495974824407,0.12065598611756742,-0.0042407405904292565,-0.019760190491313428,0.046475746027512886,0.030951912305071674,-0.030874218362669608,0.06782747187482284,0.09589893695598327,0.03876998138994096,0.1182467117029852,0.027385183969065263,0.016112970922990234,0.07798964811483594,0.14376020143633314,0.04371456994994207,0.08852370462988071,0.0715118354401491,0.05223198671149205
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10261659748591082,0.11933969481627485,-0.02381516310576704,-0.022943184722486153,0.00455978454832226,0.06900512830868298,-0.09839943051913778,0.011904041325578407,0.06738763932799682,-0.02137159961510365,0.1131649081262921,0.024900939195167664,0.061257547279564624,0.07193421159906238,0.09281970819862179,0.10796947567657161,0.10178238935318858,0.1035561769669566,0.0540228638350671
HALLMARK_COAGULATION,-0.031215955378518297,0.08753292951695849,0.01243434306481015,-0.004759084943868912,0.03862493954924786,-0.04317307905691884,-0.04850238472442842,0.07857708243998711,0.015752653256709978,-0.023334148464452923,0.12046512126052866,-0.02038648985492495,0.06534332018670524,-0.015166170397388242,-0.02985032712265072,0.12048791677506421,0.09120341152327005,0.02408898455062028,-0.019128862796185506
HALLMARK_COMPLEMENT,0.006666934922469549,0.04381735026084301,-0.0287216489121213,-0.01836300241651637,0.06699562732583249,-0.04345666931473613,0.031096815166660394,0.06254390518272906,0.10136152802606514,0.02647623115671346,0.10251803038996958,0.032177855746421735,0.15404181931830202,0.032283160170151204,0.01019044176817295,0.06924677520129945,0.11041343556910495,0.012231049389541488,-0.04114409966682888
HALLMARK_DNA_REPAIR,0.06820039923607389,0.11684752634243224,-0.012010581089778337,0.05185727140560107,0.06252953294704776,0.010733155703179509,-0.02229772138523057,0.037669110447306885,0.05548197356970744,-0.002415923968138664,0.04614479788312096,0.006353693787147266,-0.02406777253472046,0.065641256724572,0.08821052723639027,0.12988659892594978,0.13974156505429478,0.11771019942224181,0.12007769084114385
HALLMARK_E2F_TARGETS,0.07915991138213438,0.13127924715265366,0.028566520820858542,-0.004175366753300548,0.022662354072071067,0.019388154709331428,-0.039509290357952025,0.034588857724583706,0.07960941941728006,-0.005189583023177321,-0.027112837638742514,-0.0136445583500628,-0.034237488650503675,0.07031802620971739,0.08840955589552178,0.09327975747353426,0.10987951353535523,0.024780813462139693,0.07595243799999529
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09041114224001558,0.04147124756722568,-0.01839392984059109,0.051335486550569215,0.00281923527511392,-0.0025648731478356006,-0.043019035410759264,0.050123948744640955,0.0769701875561854,-0.026322009279477532,0.09746398801933864,0.05291808298472174,-0.003074490469156637,-0.11834247289485936,-0.10753395938138378,0.07889615283113029,0.03450934938122171,-0.08765362662888047,-0.006733353441377261
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03142031282749247,0.07647425052914408,-0.014969852752382096,0.057437531766386,0.04452975204432343,0.0036889833375848215,0.032644424502269356,0.024909454911419042,-0.060267846268779256,0.0009772746613283592,-0.05310400071655939,-0.022807464229757265,0.027488250703710304,0.07070129811137268,0.036249578695849514,0.09269673382848774,0.06987233054973457,0.07629440268359626,0.09302662637067698
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.009625381565253157,0.1387262181374009,0.03817353631697097,-0.025618263435799635,-0.01606924941088285,0.027148419153620526,-0.03229176499555906,-0.02834974339900631,-0.006543894754448896,0.02816024112551222,0.08930222690849371,0.03985016010431163,0.09025564996274779,0.04153429678316978,0.03279612359698268,0.045982009350141954,0.08537438832772441,0.09836133339211664,0.023271470467961023
HALLMARK_FATTY_ACID_METABOLISM,-0.05015316873020262,0.02538270195490007,0.04236248986272099,0.05092948361851856,0.04099823254791155,0.0009290738548889981,-0.017263440052149682,0.03109609126985313,0.05600998434247762,0.017447683939825098,0.010617021218589887,0.016083999140197168,0.04558201477284443,0.06091616973167738,0.008961532787352292,0.015176593076730782,0.0758306343780043,0.005917631848562295,0.024627236546821994
