,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13151664297082297,0.0900207734508792,0.04010787225633602,-0.12972683409501848,-0.05792148829696396,-0.04341068237283405,0.18538884116203616,0.120028336804132,0.04061517590788407
HALLMARK_ALLOGRAFT_REJECTION,-0.02620715093934935,-0.001112665521666514,-0.0510830041351672,-0.18947753925292915,-0.016451979741544644,-0.086599579337365,-0.35979504157422065,-0.13113432523657848,0.029206148046707035
HALLMARK_ANDROGEN_RESPONSE,0.1465583121610571,0.17112708624454515,-0.011366235765995932,-0.19829357949790202,-0.07396241187604206,0.0263147667795082,-0.168821947295385,-0.11058596535857793,0.01678153976054248
HALLMARK_ANGIOGENESIS,-0.05625294116499379,-0.2684493393005614,-0.076092707174279,-0.27626760011152135,-0.0646670709836185,-0.19205054395836887,-0.3602049424666469,-0.3199522445682311,-0.06934083625911788
HALLMARK_APICAL_JUNCTION,0.20114498348688997,-0.026027252232883442,-0.00033018165120139546,-0.2139513959698748,-0.09094924960137289,-0.0018553096415624402,0.08540450128674482,-0.18300283818707805,-0.017478150980844473
HALLMARK_APICAL_SURFACE,0.21371385871969395,0.018625165306795373,0.10579227537760634,0.21047885768132035,-0.026056141927403787,0.20272215525503606,0.19915474350600645,-0.033971614359998674,0.03777146038847574
HALLMARK_APOPTOSIS,-0.05984215447146019,-0.0032670999602623183,0.024983895427427648,-0.0389462451306467,-0.10870612322033966,-0.05074392233083296,-0.02915999868397982,0.17593675569534684,0.08171512277994035
HALLMARK_BILE_ACID_METABOLISM,0.13214849278216784,-0.07886451501911616,-0.03491706259639519,-0.31960723967152016,-0.06760096450773691,-0.06538392631987923,-0.09804858611803573,-0.08282950599760878,0.0025662949066856053
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11889179381277938,-0.03329872911522941,-0.07271212039404583,-0.14653500966175403,-0.10264589275379449,-0.06764026444319947,-0.3024712136909271,-0.2501266549303647,-0.004218237403700811
HALLMARK_COAGULATION,0.03366306078007285,0.07330818413234931,-0.09929726947851383,-0.2640556908644791,-0.08033800292626926,-0.23037737173076592,-0.3775648197388128,-0.21746070569531417,0.008521918785686764
HALLMARK_COMPLEMENT,0.07739986420853337,0.1986098677532311,0.04950416172476698,-0.14204664546275142,-0.11998867710419445,0.09155032330387232,-0.23179388113152252,0.11586869480318049,0.01296985274624795
HALLMARK_DNA_REPAIR,0.20599148815455856,0.12759212450675483,0.02011347223443039,-0.14861846363353723,-0.08386685291747865,-0.02364938741120428,0.2084859900092022,-0.10029809084946793,-0.04787795834126004
HALLMARK_E2F_TARGETS,0.20764980051850118,0.09470177002073317,-0.040614028877558314,-0.22774464832502747,-0.03228783750422291,0.037029836998977786,0.28013188637414393,-0.15715182968433686,-0.0006426733252864027
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05232545386564812,-0.2246210420887213,-0.044236968082885304,-0.16416270374023578,-0.07656550422488467,-0.16639434189260036,-0.2954961798099104,-0.3140475164118533,-0.03292800744796938
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10826905217292979,0.2452169468244278,0.04867178538211856,-0.13220746069864636,-0.01437012613537135,-0.07509781481740148,0.2675065947966311,0.2975451937167836,-0.056869129728920186
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09892733631842995,0.08974549892672265,0.019914819110904952,0.23122978980369627,-0.027989745038843213,0.03516010042524661,-0.0233663536209505,-0.1671637116141712,0.05142284288033026
HALLMARK_FATTY_ACID_METABOLISM,0.015741786071736395,0.10910546257031917,0.006336163571553364,-0.18285113870986888,-0.0896344379806305,0.018029272726776926,0.004630175941083657,0.22739522717543595,-0.044766085404978305
HALLMARK_G2M_CHECKPOINT,0.16305095452491133,-0.10396957922177094,-0.054287016645208096,-0.20781842998301672,-0.08013944733960737,-0.046082801014905576,0.019103239740035038,-0.2848830843457319,-0.047696962933259514
HALLMARK_GLYCOLYSIS,0.12253655786433103,0.022344124478863244,0.08439101522676248,-0.15489983077947622,-0.021534389650941455,0.11991654435581438,0.36669090948142374,0.018984723499290618,-0.012386903123454723
HALLMARK_HEDGEHOG_SIGNALING,0.24949097560249062,0.2629125179602852,0.14247072582749348,0.26883983820722307,0.10226824739040964,0.20077933109344487,0.40261862813250765,0.31998335183412957,0.052398518945377955
HALLMARK_HEME_METABOLISM,0.18568924297583336,0.19265195691771783,0.017957736930428982,-0.1654039616690834,-0.04895662553509341,-0.05871614187029893,0.17166519423294882,0.033247739860712215,-0.014551683654793628
HALLMARK_HYPOXIA,-0.14125475420838807,-0.11909816780678563,0.02280462270841773,0.23730561935997913,-0.08332882193165576,0.12596857896947025,0.058449426630626966,-0.22715497012326522,-0.06101145497696093
HALLMARK_IL2_STAT5_SIGNALING,0.13584266871387685,0.08333509302173944,0.01243504892509299,-0.19303635443757752,-0.05783982556467363,0.026972339631522024,-0.13450935064082098,0.04561753199937742,0.011090944239268681
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07309870516263327,-0.2167900973775375,-0.14591229239238196,-0.30681957970726237,-0.0962760252720974,-0.18251037240119222,-0.3334906529438468,-0.3169069166468842,-0.03110458955780836
HALLMARK_INFLAMMATORY_RESPONSE,-0.001721457229213365,0.07548231033563936,0.06216557148412281,-0.1861512233230159,-0.043648670260688006,0.09983785039735406,0.18690220387639497,0.029435358705847566,-0.06248015858960674
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.23598975117488752,0.08345015047495971,-0.07254713027865604,-0.2733117810934232,-0.02731870545710089,-0.12030152751930971,-0.3249816579511483,-0.19252512873495622,0.04044079285128651
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.060203969466161474,-0.24593309638608488,0.007824726967562716,-0.19673967414977653,-0.09990556113965018,-0.13540673217839808,-0.30414449236245317,-0.3120938315810266,-0.07088568818283102
HALLMARK_KRAS_SIGNALING_DN,0.19107822789886536,0.22541411822905735,0.10733726129719967,0.1299684259701676,-0.018206342367112174,0.015997960028506366,0.33319255803171255,0.07831419041635666,0.016220416801264213
HALLMARK_KRAS_SIGNALING_UP,0.1282502489565074,0.27922850287817125,0.10978670230389295,0.15215062758715275,-0.007036755465673408,0.15370509241656927,0.29983188053590726,0.30333973233736977,0.04790500403927519
HALLMARK_MITOTIC_SPINDLE,0.19216492297109217,0.23148863270405387,0.016167400100447347,-0.16552152830028707,-0.035051889927416494,-0.019123771862755882,0.20832839674325132,0.04354059416485671,-0.0012677973518716423
