,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.005418492118506038,0.11185444353721603,0.06152509678765697,0.0735351988442011,0.033602678210114846,0.1167426756487601,0.051323773756437346,0.0702439973622434,0.02536110394688189,0.0014383847179349639,-0.0031396978915310845,0.1275071645361212,0.027716933711895646,0.08544106834063789,0.10987518986937192,0.07068817200789475,0.12508381072479466
HALLMARK_ALLOGRAFT_REJECTION,-0.028010351873170775,0.04170601617020441,0.042486761134109104,-0.038494322428450384,0.018829263354519985,0.07887244487898407,0.06765708887567679,0.08879692358968523,0.07258620147576224,0.005919062352827222,0.060520425615375295,0.09945979644520224,0.05325841288719882,0.06668783748145649,0.016170022487449115,0.030132718216403644,0.10635130557388077
HALLMARK_ANDROGEN_RESPONSE,0.035722967706417315,0.09513147900844215,0.016922021619452464,0.0573784048640461,-0.008966667711450289,0.040632252406948476,0.05856870839509797,0.11737258996495162,0.011458583444224409,0.005420486104311038,0.05434027934386611,0.062043064356304446,0.06881110911800353,0.08726941018389411,0.056105908817753465,0.07583287693384556,0.07903958967456096
HALLMARK_ANGIOGENESIS,-0.035995455171087785,-0.08043312162098802,-0.016484332305203155,-0.05561468523450477,-0.004270524166138259,-0.08322616167092736,0.0373844410833092,0.12437498701993266,-0.03828234820982899,-0.020897071814157106,0.04978049163674129,-0.09916764861287763,0.06799412739610278,-0.09009460961067745,0.0646849413414585,-0.0347199904207958,-0.03614837392321288
HALLMARK_APICAL_JUNCTION,0.02986312011492261,0.11015897465884104,0.06969048777819266,0.09743541756703375,0.09797121293910609,0.19953269573868107,0.07454798978648763,0.09803215893202633,-0.018127799409607157,0.03539023576722502,0.06175007533525869,0.11743192866268112,0.12451130728549092,0.09640180282220494,0.06157996352700432,0.08192364159076188,0.13374045554289402
HALLMARK_APICAL_SURFACE,0.01947601821854061,0.09508054263316858,0.007765515745596685,0.10619174254393136,0.07060615436003283,0.12395415907712462,0.01152304374397373,-0.1557205443462932,-0.05377977528216361,0.0015264116004279557,-0.04387890246052378,0.10287955849332828,0.07101488456754185,0.09491762154770615,-0.0037248665628400878,0.03893075551128556,0.1090251537786359
HALLMARK_APOPTOSIS,0.03928755066426175,0.009144660686676053,-0.044848679654834744,0.09605871559388997,0.0027298069877987967,-0.07161542266172735,-0.02998987703840931,-0.0035926705486278754,-0.0685633262100075,0.013572308755080545,0.08938575086473181,0.008216209490952645,-0.07514574398245445,0.010669628003415546,-0.04697909026485523,0.012973741627267995,0.06492766776487158
HALLMARK_BILE_ACID_METABOLISM,0.05479231438682616,0.06753174016481116,0.004534417695644455,0.0610011936939289,0.031228563481081613,0.1377405183534741,0.028898144403228573,0.08737749584128959,-0.007945294580728688,0.014757889960058921,0.08605561855879275,0.07887862682773436,0.08492352287242244,0.05582994306212738,0.0523714992479614,0.05903833223524896,0.05169115873215129
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011022950016079789,0.058707162975103803,0.033349222123352236,0.05239955322428905,0.08269350975515276,0.10075590531640781,0.06529651180847672,0.08616290774944402,-0.012637897730157565,-0.0548586915766371,0.06300367174458346,0.08761800617336712,0.14697209124498112,0.07316029020169332,0.0828824678903973,0.06478346166406151,0.078351596186798
HALLMARK_COAGULATION,0.026566248775224604,0.06008158912120506,0.012818194219277016,0.0195177030082264,0.017962925301310127,-0.025412280521604495,0.04633467491268964,0.07686316246228013,0.08144954861769817,-0.017224819692946494,0.0802394079944198,0.14021228689316656,0.08271093516915277,0.03890520037988761,0.04568263573136102,0.09839525997235227,0.10731785121312602
HALLMARK_COMPLEMENT,0.025400702029904014,0.04609286801357531,0.0369899518170676,0.06542132847347742,0.0073964783082933585,0.06622904406780897,0.060095665788618954,0.08286377820621518,-0.06437926732367782,-0.00847439704196754,0.07699025413164858,0.0751578583017292,0.015425655100066625,0.033130060189168434,-0.009848891553806449,0.04254583993666348,0.09521817135799145
HALLMARK_DNA_REPAIR,0.03602851379690131,0.09926999446407442,0.10992100362679919,0.05163302007433453,0.06296288637763409,0.12187572561184595,0.0748203110407412,0.12549912518881762,-0.02137492564695112,-0.011315591906320645,0.04135779045109577,0.11951056573500589,0.12052755530722277,0.14895297707000907,0.09234971179174833,0.07193027917221587,0.09927874250778751
