,MGH258,UKF243,UKF248,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020184471990174525,0.3679015127537331,0.07041499588614498,0.1409013134531711,0.15311675614820514,-0.28825370712607856,0.15554564958409456,0.06927685815954238,0.21116181059037545,0.15639126767025818,0.3310326186412168,0.12514671554059276,0.15823433159514147,0.11098464319784779
HALLMARK_ALLOGRAFT_REJECTION,0.07402730270556789,0.17661345740792977,-0.00032438656996754947,0.10104205284778194,0.21231962728620554,-0.16949856373335456,0.024557517870280127,0.14648573024606498,0.13860638327861058,0.07250967643810352,0.20851292767421323,-0.13054014346810233,0.05516759393061533,0.08020178608187323
HALLMARK_ANDROGEN_RESPONSE,-0.011512669000949492,0.2446361569145479,0.0904634224645729,0.0782200060730006,0.37927764228270155,-0.2604269363937826,0.032556671030447334,0.12272422571613834,0.08089533572294615,0.07440874731804539,0.14808255885271598,-0.11504276004520696,-0.022602772150900494,0.12290812827049968
HALLMARK_ANGIOGENESIS,0.034638874487291506,-0.220223451755223,0.028420322758247147,-0.16924017831154506,0.18950407085050805,-0.16425732507858454,0.04954399815043481,-0.16086993964286206,-0.11280236960387534,-0.12515118878106737,0.38143094409704364,-0.2985096514247184,-0.19230809100997323,0.041025089207400944
HALLMARK_APICAL_JUNCTION,-0.013928957518812141,0.35590985088797716,0.05252685427929392,0.10298570928414365,0.45397212829142997,-0.22667084595892908,0.11551934494119889,0.04846025804409409,0.16595687377168172,0.08662567991250004,0.3477989841813879,-0.09142407437751865,0.08501314304184734,0.1027654350312353
HALLMARK_APICAL_SURFACE,-0.11213615069748226,0.4876293337874057,0.048252787009231676,0.042622148288273376,0.3486930196633877,-0.09082348453965217,0.20685787638185263,0.03996518697057162,0.17624560898988617,0.0761865791256252,0.22096545785170468,0.002995491817093034,0.05799455557896158,-0.0384797470685971
HALLMARK_APOPTOSIS,-0.013032557869365137,0.08447385911199888,-0.015231196353217038,0.13646051179309043,-0.14414834897289397,-0.24241554087265957,-0.03767608946353,0.02977240792674757,0.09566022002389954,-0.0576038279221273,0.16920440595514766,0.08692108769525672,-0.0411779598512088,0.010074267148518593
HALLMARK_BILE_ACID_METABOLISM,0.010744577411225507,0.31958955578306575,0.105442473463867,0.13986728937922313,0.409734324296479,-0.049518719501018195,0.2052318617444378,0.08798407844103842,0.0851435990472966,0.08327207733107285,0.11839348957584528,0.07102434092630604,0.2065212519207033,0.1611029590513507
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.049456824637560896,0.3583541183896735,0.07961744558725617,0.13549326145861249,0.46731058012355264,-0.1729354371403149,0.07419709148932876,0.03746455465434299,0.12470602888307349,0.10060908281308782,0.09993503298763466,0.22740938977867187,0.16303176613826842,0.10894620135728729
HALLMARK_COAGULATION,0.06702800550697507,0.23951467802359977,0.009039551056812475,-0.13520715899527433,0.4180179612239747,-0.3700120358782741,0.22096481994807873,0.04047302673251586,0.22838106111831188,0.06590354981284988,0.3657509006943706,0.11017329777730703,-0.018418318190904965,0.048388764199130824
HALLMARK_COMPLEMENT,0.054264778699059706,0.25604031630477864,0.07125668756603508,0.12625436054990985,0.15986204036547474,-0.3233320677437983,0.07594902249029534,0.15958467337606835,0.14562177258698725,0.04730179670252594,0.40547214318420177,0.07673071018683764,0.14040524043709227,0.009306183134311658
HALLMARK_DNA_REPAIR,-0.007009062875942434,0.36444658388718776,0.06826779050242279,0.09822314525340355,0.4077200823024096,-0.12242633364110304,0.1585111723943291,0.12177569609463483,0.2355482323419427,0.0983170306760925,0.35849494253782327,0.012500044802560352,0.21058174434302823,0.20878616983164883
HALLMARK_E2F_TARGETS,0.001962314303797212,0.47561821351703953,0.08311950538908623,-0.0023609767218695024,0.43408456264826195,0.12277397722998337,0.21145076646816718,0.06307736883124532,0.14395645470301915,-0.0009746533492843578,0.2969629330766549,-0.09420023160254733,0.20345518021657227,0.15739962204914426
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012334513196085172,-0.06014782549363063,-0.0349718175327398,-0.1670342681756383,0.36096548866881334,-0.2569354289255551,-0.005039854687205197,-0.022226959150654986,0.1818157094234297,-0.10596296559193039,0.450527555245149,-0.2803021739660357,-0.05338167208295568,0.11169135879506857
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04710277914644202,0.09952114467598591,0.046036177835689036,-0.18531385958871444,-0.14194616852754469,-0.12516587896176784,0.007137005468487654,-0.08214607859279568,0.142276100187297,0.08082971620812182,0.30931568720525315,0.025372155872633397,0.1018966684668072,0.12607172549662296
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11069955034191689,0.4378568969850612,0.06722540657106933,0.1526370974833018,0.23381913788609737,-0.14257664437792592,0.13590753557744037,0.1710246364472973,0.09798895104403907,0.07494676345399807,0.24823549182396099,-0.10852210416430476,0.15230276926586725,0.02475657478106388
HALLMARK_FATTY_ACID_METABOLISM,0.03397176887925113,0.023521383334099387,0.029442960318543505,-0.11872914040238723,-0.1882359437476762,-0.22064666376745695,-0.04849309688111312,-0.09045510296469364,0.08343042013215003,-0.06585454618583676,0.07864865893455604,-0.010994940657353862,0.08562896864081773,0.005645549837165019
HALLMARK_G2M_CHECKPOINT,-0.024617339024379962,0.2158178367063907,0.07928961462537673,0.10705019312681277,0.46286143635417143,-0.02397494019959872,0.10668203967933203,0.11243258433452041,0.13542360287083105,0.004268986083686193,0.3152914357145444,-0.05056396390277617,0.15313297007308027,0.17495298660282704
HALLMARK_GLYCOLYSIS,-0.03885704144976593,0.10042792367039051,0.025517548406595734,-0.10492205612020701,0.09256559678848267,-0.047948641276158395,0.09295556147815398,-0.11683887450829035,0.1528613612771974,-0.006150567199080919,0.2673937638599331,-0.126111383613458,0.16476400020506546,0.05844697042336846
HALLMARK_HEDGEHOG_SIGNALING,0.088835028236794,0.301779101889026,0.10140640930869935,0.016911692280071864,-0.12270083191692471,-0.20767395004217806,-0.0334935877488333,0.1115127436644704,0.1374070335818594,0.066987806912691,0.1936985402144095,0.03432023597031077,0.050728855253304145,-0.19627693256233386
HALLMARK_HEME_METABOLISM,-0.06283372044074644,0.37419841694876416,0.051398148388884485,-0.029266280733993875,0.26891924154017544,-0.24577506185824918,0.12988691888438364,0.07923458150308929,0.13273008432884004,0.10190948634764553,0.3442296526025604,0.13711637451121456,0.14012983730712233,0.04578041039930853
HALLMARK_HYPOXIA,-0.05139519309422058,-0.44818120884204865,-0.05258133790547103,-0.1283698466677835,0.0184353261012358,-0.09718006976925696,-0.2660381053745623,-0.1628879320356987,0.08100537752052867,-0.08574229661035886,0.3476348247449458,-0.11865664258173293,0.0022753886333180305,0.1972833885724501
HALLMARK_IL2_STAT5_SIGNALING,0.009915702379816154,0.18590953845689906,0.01469210197455279,-0.06825206000800074,0.23499014146279665,-0.31131843525074265,0.035447842702343565,0.03806179517390036,0.15158517628449866,0.060479366722088174,0.07987878810513202,-0.022493159286885715,0.06894965751999088,0.09974808017328551
