,MGH258,UKF248,UKF251,UKF269,UKF275
HALLMARK_ADIPOGENESIS,0.09990125232432312,0.03842826217122046,0.05742786204480444,0.07779948819203478,-0.03367985803897143
HALLMARK_ALLOGRAFT_REJECTION,-0.03143876922400073,0.0006807794959146729,-0.03598482799294839,0.10766757700945627,-0.017504319366909903
HALLMARK_ANDROGEN_RESPONSE,0.13814416468870852,0.06669515960453093,0.009318994597120614,0.08388334343996143,-0.008416244152207993
HALLMARK_ANGIOGENESIS,-0.07553093155788283,-0.07442268394670627,0.06278158896889179,0.11169723409182394,0.04326326424702089
HALLMARK_APICAL_JUNCTION,0.10349724286587969,0.059958130522725715,0.050471102289764785,0.09687183221985468,0.0680739170492719
HALLMARK_APICAL_SURFACE,0.11475068615241832,0.10556658624113274,0.0059300858331937985,-0.03689781367592469,-0.0456257534555003
HALLMARK_APOPTOSIS,0.011308457643110848,-0.031583706300162856,0.025219562748773752,0.044252691020993315,0.030226115823021343
HALLMARK_BILE_ACID_METABOLISM,0.15983547321023123,0.07872509565297411,-0.014430568080444978,0.11263872877131882,0.016751722055058576
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07889575180911236,0.07261626838059344,0.035984972451657486,0.04128400544976897,0.055486073610129104
HALLMARK_COAGULATION,-0.07477713162813941,0.030302816818381,0.040997076075111834,0.0905549992108695,0.0333889685246792
HALLMARK_COMPLEMENT,-0.027876640246097678,0.03217966476767316,0.013905876420141678,0.10949713514493123,0.05145731785192302
HALLMARK_DNA_REPAIR,0.1526416870318057,0.09809765802395903,0.08090667629225427,0.11516199246435073,-0.017828166573766152
HALLMARK_E2F_TARGETS,0.10515121402413277,0.09364022608804148,0.05906175076632953,0.09034636255187262,-0.0031648651889659564
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10682556082835076,-0.041351476652199085,0.03689860376095512,0.12158165854543453,0.07147206682155004
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07342065367339971,0.010310399671276643,0.0195150964449735,0.11729843616400519,0.03086924063317407
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.005832800546419869,0.03752512214291468,0.07351386474081384,-0.011814327022851448,0.027890212009530117
HALLMARK_FATTY_ACID_METABOLISM,-0.05724858321015876,-0.05719840297543028,0.046336565246768595,0.06609186827445716,0.046442865678053336
HALLMARK_G2M_CHECKPOINT,0.0933337003835524,0.08413009713497528,0.057870376287252556,0.08295214252946811,0.03827273962332037
HALLMARK_GLYCOLYSIS,0.17219935939810257,0.024969591375458053,0.031340866371593126,0.09312861899469942,0.07885906160960254
HALLMARK_HEDGEHOG_SIGNALING,0.03562204893126467,0.09261178464759032,0.044093457422186844,-0.03675477245099361,-0.02657061498130688
HALLMARK_HEME_METABOLISM,0.09088548166451978,0.06494727798344103,0.06092424906768123,0.1121515611739355,0.020814508786081015
HALLMARK_HYPOXIA,0.14279218052367662,-0.0747651111768076,0.04598426081609203,0.015930046608171336,0.039016665247540716
HALLMARK_IL2_STAT5_SIGNALING,0.02949873713254576,0.024108939735321085,0.0804739215822547,0.10087432668663703,0.009742604582720367
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007501385666348059,-0.08328419227231669,-0.0013853320872700213,0.1263938069243977,0.040291221323194064
HALLMARK_INFLAMMATORY_RESPONSE,0.05925951562160453,-0.04567782162421277,0.05881879815060638,0.087895294732408,0.05798172945807189
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.131036750915141,0.08232623337115895,0.022109734499489143,0.10683454257790781,-0.0635167156075251
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09439348927381196,-0.0036655038513530693,0.01080123203490626,0.12081542740935919,-0.02203552450211768
HALLMARK_KRAS_SIGNALING_DN,0.13073645840805603,0.09335210913019645,0.0886966126700537,-0.005187476252651499,0.04415116294928407
HALLMARK_KRAS_SIGNALING_UP,0.05183334113526734,-0.007275596635735029,0.050507787456517586,0.025124893156593303,-0.008886422180263333
HALLMARK_MITOTIC_SPINDLE,0.07542053620232601,0.0593284847451741,0.0608355107759803,0.07647830338872957,0.016427635878359735
HALLMARK_MTORC1_SIGNALING,0.1277915764300253,-0.012369851953112021,0.07224110075595945,0.10561512881632996,0.041457963792451445
HALLMARK_MYC_TARGETS_V1,0.1367163028058881,0.08539343725641171,0.05476918030279499,0.09847396368436095,-0.008033113668035361
HALLMARK_MYC_TARGETS_V2,0.11891540093237958,0.06960618087019133,0.043518515677501174,0.07461624712389364,-0.03992891455995601
HALLMARK_MYOGENESIS,0.0973575716176821,0.04738295175751775,0.03970292975285824,-0.04053502041882717,-0.04867017298104221
HALLMARK_NOTCH_SIGNALING,0.14598490827377653,0.10190218582428996,0.06755722347936352,0.09999931193814401,-0.048106388242668864
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15496421375893066,0.12027435018213058,0.07688217614127599,0.02811307887353021,-0.02187277839783599
HALLMARK_P53_PATHWAY,-0.037174932502686754,-0.01262649462945909,-0.024067183306723527,0.12765356515912435,-0.0006110424141051732
HALLMARK_PANCREAS_BETA_CELLS,0.14552877699606281,0.10642302036802583,0.01161403410339674,-0.0408547010713006,-0.04005319763445702
HALLMARK_PEROXISOME,0.016417276634875196,0.0946494726956319,0.013453171717570411,0.04136115957856214,-0.014166224661178143
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1478816619398644,0.08009277105092866,0.07056665488458719,0.07562836840819824,0.036598488424260174
HALLMARK_PROTEIN_SECRETION,0.17060216045559504,0.03794008127353309,0.07593269067007077,0.10581513291204035,-0.012530975563404005
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.1008193103041396,-0.02533716441736198,-0.03700940408052382,-0.07353653949485707,-0.05287460144478267
HALLMARK_SPERMATOGENESIS,0.11170933110847032,0.0888708081635564,0.04966215163736602,0.02923447515743919,-0.04826480649195248
HALLMARK_TGF_BETA_SIGNALING,0.11058016807537813,0.0473835272329322,0.033486674155084564,0.10057677113852517,0.01277620030268841
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.08465940539603484,-0.09130128633978242,-0.012555637025990602,-0.0230435101837696,0.06272959896297561
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08738734528361164,0.01227238894415798,0.07943535993287643,0.09236278730885328,0.00865626504529808
HALLMARK_UV_RESPONSE_DN,0.1150483469317582,0.0030346006512215443,0.05888673047067288,0.025329164395228265,0.01658343587957148
HALLMARK_UV_RESPONSE_UP,0.08786642545219656,0.06389103861666254,-0.011358757445870645,-0.05456513907614689,-0.0015313972501348454
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.15683248403319278,0.07825200030651827,0.013548867042763387,0.06795998286776926,0.048421442192933505
HALLMARK_XENOBIOTIC_METABOLISM,0.1053180250750526,0.06851350440641406,0.08260462681982313,0.07001846085721247,-0.022934131693112064
