,UKF248,UKF255,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06389492130975308,-0.003390040858791111,-0.01348290973675304,-0.03133320829291535,-0.010643401074820723,0.13331967954062343,0.08626178012058426,-0.01798063290110448,0.0007276456492667018,0.10226490142339957,0.08983515592067319
HALLMARK_ALLOGRAFT_REJECTION,0.04157448148053787,-0.027358612414760845,-0.05012609100215048,-0.03748553761013194,0.039563020905374495,0.11884896169318603,0.04135619791076886,0.032300656040261666,0.026073198992466202,0.11408861237841725,0.035695982755039955
HALLMARK_ANDROGEN_RESPONSE,0.07296784096514662,0.05385190480834211,0.06398776401035687,0.011621966856975604,-0.10696868356861719,0.1310666706937864,0.08548159382798357,0.0042563382472917575,0.04514480877335252,0.19798900182435797,0.08999183329906212
HALLMARK_ANGIOGENESIS,-0.041326911959375434,-0.09517264373405375,0.09058764125858826,0.04664193109541129,-0.09016762098490055,-0.03393110700885494,0.004713266015460147,0.03755705636048842,0.09492996172350797,0.08765857576665351,0.015524772375416433
HALLMARK_APICAL_JUNCTION,0.08802191691465865,0.037647076538298185,0.023675284475526494,0.08700124388610159,-0.010089571689156696,0.07948381598712277,0.07530358957095377,0.017056803579628035,0.023261700949885573,0.14744087062835076,0.07923164777594086
HALLMARK_APICAL_SURFACE,0.06828893218128866,-0.0266726211279394,-0.0510404063506625,0.020003824466593132,0.061198834873471414,0.11129880369835336,0.0991642917499522,-0.05162367658168853,-0.01612216530624475,0.166160043386149,0.07521863925000112
HALLMARK_APOPTOSIS,0.055924803020608545,0.00128242442948207,0.004611480941230337,0.14906912063843042,-0.04996493519088036,-0.08932902468149281,-0.02603365728365835,-0.02445239559818487,0.04280612656534004,0.12082432641702802,0.0008020330082560979
HALLMARK_BILE_ACID_METABOLISM,0.0026926925327578426,0.05060297060699832,-0.049755291599570706,0.06218808717663868,0.021528372811833944,0.12086494663654568,0.08459386075605298,0.020589554821218412,0.05061091270974642,0.04727272496001529,0.06396370937479522
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025340866067780264,-0.0008777663239754641,0.013352035873977174,0.07280238476815248,0.01219456284855885,0.1028275977775508,0.07082033527851182,-0.03014847060741318,0.04357566673018748,0.07631804796577413,0.08618044844042472
HALLMARK_COAGULATION,0.10657765784751841,-0.020364828194113796,-0.03341441068997141,0.02355071990714079,-0.08536843170064165,0.07622672210613518,0.030715490496213506,-0.026988155512755834,0.09704548588537885,0.16595081970255277,0.07652820817031625
HALLMARK_COMPLEMENT,-0.001079842749585838,0.10619455958896801,0.002149264382373992,0.06981298198608388,0.008850953806674087,0.015939672835998012,0.08238202618333033,-0.021607040274098044,0.03004177525373437,0.06994508731953729,0.08561956490989867
HALLMARK_DNA_REPAIR,0.06903127421456887,0.04222885771841707,0.04991117626795477,0.014882714394764605,0.0713407096891274,0.13029225230951128,0.10265843804208784,0.032843263319637085,-0.009576276823104737,0.08645893047841165,0.05561141138708302
HALLMARK_E2F_TARGETS,0.10055887675517976,-0.039496440530687085,-0.053815297846513455,0.0329054294462771,0.04735672354018505,0.05881496720162365,0.07466294103526709,0.019469943590819702,0.046184827165009365,0.008992661501907171,0.06849138312940342
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06594578861557909,0.04234371818552576,0.09911376863787515,0.08744903290769818,-0.14275932050701126,-0.07118607543416916,0.03233934717315111,0.026318614714517217,0.058868091250222514,0.203007304632282,0.019417931457128876
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0121714372184905,0.04760021583781437,-0.03173752947709865,0.049359191495303816,-0.05698321629728937,0.03289990366616958,0.05872606767995841,0.04068866726643599,0.020643376434398356,0.10379058388631383,0.07092157347492244
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09295055312275724,-0.0018873705883198312,-0.0221504577833918,0.02945819084330277,0.11795745637900358,0.09673972959950913,0.0934897354099846,0.06194950981111775,-0.050337247456087114,0.029738078981087285,0.06753785420369304
HALLMARK_FATTY_ACID_METABOLISM,0.025708858914422397,0.03463359931415745,0.05228185185917004,0.09604686905611735,0.048703789053462364,-0.034217702332886776,0.08014126941118527,0.027089999040694264,-0.00035332989713267245,0.04762504850543735,-0.004976361897197464
HALLMARK_G2M_CHECKPOINT,0.0915012414591552,0.04908185395067155,0.013789378605636742,0.048440818158572777,0.017060682689178285,0.026825268375245768,0.08032229184552242,0.01028672951984184,0.006971196664872713,0.08070892042915313,0.034953385444482676
HALLMARK_GLYCOLYSIS,0.038159512081034214,0.06256854747652545,0.09019500211419813,-0.030174775862926155,0.07209071773560256,0.07880215916697944,0.07510285836712023,0.04546738742496982,-0.007605503230202745,0.09410372387472678,0.060142445124047025
HALLMARK_HEDGEHOG_SIGNALING,0.0245086679357765,-0.004756463416164298,-0.0015327678844274833,-0.10330445335339675,0.015372606829972813,0.006306105590799173,0.005771575850243309,0.0445856742741881,-0.04131091472287342,0.04404367795175782,-0.01356028987051961
HALLMARK_HEME_METABOLISM,0.0582789867546594,0.01597441233379282,0.04039923354941656,0.011841136489820112,0.05221557998960045,0.11207918104844664,0.11324097821524033,0.007340408717659235,0.051239892859960494,0.097072852988455,0.09948861600449056
