,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.031334197817887544,0.08884182713184684,-0.0338133410338344,-0.012832924222156135,0.07747982407863968,0.05639487583991581,0.10396975319478993,0.10002034496232513,-0.10306777654852721,0.0771845876525952,0.058707133756040496,0.21956377201455068,0.15042929680993963,0.11168381976731614,0.08525491566930406,0.17028736435132125,0.2047263369942506,0.21564148727792,0.041355345741761466,0.029187062530255884,0.10141224418625652,0.08550958358837588,0.12482874654581975
HALLMARK_ALLOGRAFT_REJECTION,-0.06503322406672983,0.0414834243728026,-0.14601987579412873,-0.009974674309445458,0.11759670425966448,0.06312779419135159,0.029553579943224835,-0.11754186610020012,-0.3376652252019565,0.07430927477399107,-0.04731707624480682,-0.4121211403273535,-0.0883181517328956,0.10652592911520799,0.02368951418861863,0.09684945434019541,0.06313063601317423,0.07788021848547158,-0.08299426509926892,-0.0022492232726532353,0.08907234688597043,0.0847863513668722,-0.02281641557274085
HALLMARK_ANDROGEN_RESPONSE,0.07027236331663628,0.0036893757589695876,-0.026020418649931848,-0.03462563535144041,0.052618842764197635,0.042371682849606934,0.21042237443116604,-0.02129665431216354,-0.32591907044316454,0.02871149376402681,0.03371644286812391,-0.17141363461096681,-0.004506614542617436,0.1060849638566047,0.05239101395403087,0.014590742298659047,0.12603849158947256,0.15082757150525972,-0.060629044022703305,-0.011121061662907227,0.10019663418893475,0.035232482307525355,-0.0019359022090356152
HALLMARK_ANGIOGENESIS,0.0029280366989476404,-0.2031553774487325,-0.07442805079068292,0.10321130322896171,0.11515659525005806,-0.0630275146129474,-0.22169698280448383,-0.14457970068412881,-0.4127485620149024,-0.144234130505725,0.009814344079981446,-0.44750649244056967,-0.15825330990974132,0.019788207229934903,-0.014890171658767793,-0.06471771181709443,-0.15651750922329657,-0.1858364576321939,-0.034285897087445213,-0.052303810568533254,0.04364600100018958,-0.1452761241328305,-0.12621098691993085
HALLMARK_APICAL_JUNCTION,0.09677310640048063,0.035699595295113684,-0.0007965590756286958,-0.02799406376904873,-0.00407225835254736,0.07071496823402018,-0.04740820017287347,-0.018462836581782757,-0.28601900333148106,-0.08400609345041583,0.10505625288615422,0.08143450661429222,-0.14352581029972267,0.15163473000090572,0.07308242922606893,0.18245758939500517,0.1730369473449113,0.1928226766264397,0.04198450533161555,-0.008826277000495382,0.1796169328632864,0.018245013431947565,0.19552537689389202
HALLMARK_APICAL_SURFACE,0.05336629941336929,0.23874564294066522,0.015903812221263077,-0.01440295886823401,0.015054791082416006,0.044376233193421086,0.06057474968627747,0.10644161533568004,0.36799209905147656,0.09446633706585628,0.09355994161211202,0.3321577227050869,-0.06911182582488894,0.11809982233360876,0.07990497636757327,0.1404757151029916,0.16265475704084034,0.15008701544271302,-0.03976033494930803,-0.01908876425106972,0.14431287791674258,0.08013627939283863,0.25170042901842576
HALLMARK_APOPTOSIS,7.169962894004507e-05,-0.03382391738208515,-0.033066920631903834,-0.048395379081448614,-0.033459130626829245,0.0005448019941766557,-0.014590606909524132,0.022251476693510554,-0.0628562653832297,-0.0638033364750597,0.006289183770825796,-0.08758758246814576,0.021859866241280772,0.051892735393207275,-0.04007425926168977,0.11277177468006273,-0.08352402717626564,-0.08730612128776757,-0.041769291754475135,-0.001014808220429875,0.0025378527631917678,0.12290758471060903,0.18318545016556761
HALLMARK_BILE_ACID_METABOLISM,0.07080208993302678,-0.018702158415280903,0.03377037551138729,0.040823529510624706,0.015284894845908484,0.034827782509090556,-0.02652525421502881,-0.057692970059463916,-0.38871161490128125,-0.05208371794827672,0.005056426082093242,-0.08300885071447614,-0.07003705546158309,0.018909321709581706,0.08820175449069283,0.07474055690183914,0.11668875795933333,0.21766691181245984,0.06314336280104038,-0.0434717829881221,0.06778221024784623,-0.005790103006507114,0.012420875235686631
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09112149231710163,-0.10161626970865069,0.08631611678927284,-0.00984892865343178,-0.02390424911881719,0.03988239815360552,-0.02981209068853787,-0.1012950864398786,-0.25087580575087776,-0.16730994884501357,0.033939346865395834,-0.3030755488137185,-0.13189563700443388,0.04503500631909802,0.033652167437960206,0.14089985450511885,0.17008454940096623,0.19430532718154267,0.05133118266368167,-0.02780197761845445,0.05295571590865644,-0.025952410435599742,0.06090233139946829
HALLMARK_COAGULATION,-0.044335454202679626,-0.07507786405333132,-0.11993501362578979,0.030794862036384773,0.013372142916764649,0.04783714280395499,0.058433803364975716,-0.13966717969727746,-0.3976265350951279,-0.049624690968388396,-0.019143141720349834,-0.42520497937435253,-0.158046460207906,0.13609920266207245,0.06138682043832401,0.18176274075520935,0.1216210817322721,0.1021046540313463,-0.12361074846971055,-0.018606182116637254,0.15230247427960758,0.030535820783637247,-0.09701835962178461
HALLMARK_COMPLEMENT,-0.019503788083796325,0.10807828669775711,-0.018695858773421947,0.019922854289609403,0.08571807868597311,0.03537332179015536,0.12968323293586237,0.12142827408715687,-0.24686864845810477,-0.10770203176385577,0.07763340117703406,-0.23816093266821908,-0.006244138042045802,0.09312687099717253,0.017109290074550376,0.15552330493395558,0.08247682643983052,0.11166826574621432,0.04235508518693686,0.013735044336262334,0.05623634006834936,0.08622221502406276,0.14125113847710635
HALLMARK_DNA_REPAIR,0.09521743460383535,0.06749562873581005,0.04871164356679335,-0.011925836952930499,0.014697537400685691,0.049379608881028124,0.11653884930598375,0.019785378661837664,-0.2065934893985293,0.005311697921800497,0.12342541452513633,0.26058564350526287,0.014213198397057862,0.14601405420202812,0.044331498058020107,0.16587195948037983,0.2032579102746274,0.22599920002502014,0.07490040737996147,0.0006946187301907937,0.1261121535370297,-0.03358469919781895,0.24101352272130483
HALLMARK_E2F_TARGETS,0.0929926762742656,0.15001856075429812,0.026614578873766673,0.005586316963649534,0.07793201947789102,0.060003561254349885,0.09493788887457241,-0.09403771105561465,-0.3147240266524891,-0.02372570987012741,0.04301197913865871,0.30802832369856803,-0.0796262180535623,0.07753340327178485,0.025805835983747607,0.0776917141084989,0.05604307612636349,0.09225021125784165,0.004674013820404732,0.03051016248937498,0.09707142976943992,0.0019179870966516005,0.09064978852703405
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09160211585525897,-0.23575077975112918,-0.08107457608622032,0.05195833785821578,-0.07714872574068367,-0.033617302327648035,-0.1970680501286666,-0.12401761094310994,-0.2766083092561916,-0.14149989648824796,0.02390029278568953,-0.32903449303622684,-0.16522196241860482,0.17345332870411362,0.016507118627203696,0.14993012474548506,-0.07187276059154618,-0.12308686693193688,-0.08798394563412235,0.003124944444572699,0.14002736688554152,-0.10352747964977,0.06039397801766258
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006836131132439521,0.04392755814376748,0.035096343456417115,0.05684674356224013,-0.0604325774399437,0.03552285437187967,0.2050323346055526,0.14262558670806544,-0.12972528556844876,0.08261676463799048,0.004337276111497927,0.33940564584814553,0.19138807934321939,0.06082289554000399,0.04043517087494641,0.1934980735668529,0.0803146986634403,0.10931469764529182,0.10481092134658969,-0.015736887692376755,0.09870711739324967,-0.04003532068606617,0.15031448375973133
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03579429332720608,0.12485216383120745,0.01153841383113268,-0.051557055760972775,0.06317319805227165,0.016014088543863637,0.08124272850200318,0.033302810452062306,0.2822527169476728,0.035047917263853465,0.027275408308175507,-0.04621128567717368,-0.028394757959646844,0.0403717878343795,-0.009597602269990886,0.0019149030054060846,0.1838542658859568,0.14602601984491848,-0.010567623337140168,0.036583451419240964,5.185806191443287e-06,0.02850699445463387,0.022896796305001355
HALLMARK_FATTY_ACID_METABOLISM,0.02029904199161642,-0.020431828611393033,0.08653230250162572,0.018747877048642548,-0.07913997133976662,0.05055638033228807,0.11933348165080163,0.015057452354646308,-0.2622624743383562,-0.0912215764640778,-0.004495150001266952,0.0006763009543194533,0.18751273466382234,0.04588880168680734,-0.01607075572615433,0.048816550271572216,0.019520243169274337,-0.005757809498270152,0.12010362850360762,-0.09015566728315083,-0.012089190598900222,-0.020432952090415436,0.10158398521418109
HALLMARK_G2M_CHECKPOINT,0.09097534736314312,-0.022543737155259966,0.025686085375271138,-0.02155191990930034,0.0019003698290971018,0.005604034654975081,-0.07266936835587647,-0.10201127807521672,-0.33340988225206025,-0.043868575655245975,0.013786124466290767,-0.04567086347363435,-0.15336784992474548,0.0632459051789838,-0.018171795888922468,0.13769339145752393,0.0072797404734087105,0.06970895536948225,-0.05269304073175792,-0.013075628953304382,0.09279153461587157,-0.09591263603099465,0.09605843036834709
HALLMARK_GLYCOLYSIS,0.1012115241112416,0.001288758156843358,0.11357982701435819,-0.03813310088804274,0.013614570432114158,0.0032368623177520574,0.05818393092353065,0.09455498961209274,-0.1475039338765199,0.015728367607988132,0.0634754673988973,0.4352069903773798,0.13295806146968933,0.08660267006054655,0.059151612363237585,0.09613638883920878,0.11630989853352589,0.10085397987365669,0.07224649524065895,0.04691970472942449,0.08405024584420498,0.016125749382919108,0.22004972486124733
HALLMARK_HEDGEHOG_SIGNALING,0.04159937862090669,0.21664361927792364,0.12751359397781448,0.06382050802217798,0.04287260683257149,0.02269828240714478,0.21157623651779944,0.23976857103657623,0.4207196169881317,0.17078366487790966,0.0497598382591762,0.4694057007593206,0.26375083688983236,0.004161128021423348,0.0707465650929323,0.1357533471281753,0.07761576580801857,0.07409046521041444,0.1002602685020704,0.018229105043742578,0.06593887296457278,0.24464214984710775,0.2220298973060728
HALLMARK_HEME_METABOLISM,0.026196068502558248,0.04017161300746734,0.016462732844475848,0.003109373606012642,-0.004986847800418905,0.025321773074365006,0.13118965695484539,0.10627471242334023,-0.21338903954259852,0.08359342913925448,0.061371835329385595,0.2539474207746911,0.1216655086590485,0.1442471481707616,0.05279493528211384,0.16064856358846635,0.18187340724189835,0.1932149051854111,0.08119453064441215,-0.015023115915083133,0.09634056612447527,0.07721349909613257,0.11171134103746526
HALLMARK_HYPOXIA,0.08232902104768144,-0.2480121185491833,0.034180271570467935,0.05155463711621587,-0.09913118817382491,-0.024882613523380556,-0.10605760695079026,0.09074658175327416,0.29617481326689277,-0.10571633796583958,0.04786580040242052,0.0229109814560266,-0.06997139903899247,0.07945728199798259,-0.044751381462205406,0.11099290717758338,-0.03734750352410479,-0.1121681389390953,0.000873574252042699,-0.013559132580258851,0.04158576633342169,-0.2713671351993278,0.16329002660337982
HALLMARK_IL2_STAT5_SIGNALING,0.03481288650545409,0.0071320837107511715,0.029918504796760288,0.06683974820070196,0.03651805289782384,-0.0032648222518233227,0.04066539258196721,0.057418685687589247,-0.3249669461451178,-0.009963135857412406,0.08448616759894224,-0.11580864119048181,-0.02498325387627992,0.04727715712711568,0.03246181616770111,0.01974689767472414,0.12143745367403933,0.14517350145907995,0.030618206272140156,-0.05309833541835603,0.09651578815965593,-0.05486189034071508,0.06803791799023116
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08724925297826454,-0.20121891707746478,-0.07989829174127426,0.010356733289339002,-0.056278174049164666,-0.07424224947054822,-0.20631539046766714,-0.21075040065808517,-0.3794549595934811,-0.07308190864035706,-0.012473545592431617,-0.32559793868960263,-0.20336111484650793,0.11312062328255947,0.08649391866707928,0.10560526405694973,0.0006939368459407794,-0.0010172039703636364,-0.09529191429984507,-0.03234339604288809,0.02801747688488284,-0.06993142559954146,-0.10064593963537918
HALLMARK_INFLAMMATORY_RESPONSE,0.040657076847533065,-0.05203880441100048,-0.041035120846521396,0.033604456417222865,-0.1140567042355149,-0.06535289111472388,0.05241223009998136,0.14279134826716242,-0.18586487360237425,-0.1356470163366973,0.028404403115564882,0.16996067850472565,-0.02851165550125636,-0.0015146684347796687,0.05059825024593332,0.039088810629997736,0.011895796504551694,0.007441831530949273,0.03552031047608058,-0.05078017517348738,-0.023626846651476678,-0.08934629794349778,0.0683755981764541
