,UKF243,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06563564947262303,-0.011858050860508805,0.004450400109303211,0.06429930479003043,-0.008387032286065396,0.024698046750118895,0.08686719795950684,0.07595196904404936,-0.045295083281963446,0.009697340997752697,0.059579734985223946,0.11303094375741572,0.08717696080076329,0.07046237426372895,0.09808107250261075,0.029972675453142066
HALLMARK_ALLOGRAFT_REJECTION,-0.007893599402810668,0.016933661277894235,0.0966227924633803,0.10858820397354768,-0.022769293703789165,-0.038801945437796734,0.060606447603092535,0.019212370915295773,-0.06629988034284799,-0.008775696637560398,0.00824788413702305,0.08697861916107362,0.10693626054169746,0.025702511148463187,0.09298688231978591,-0.00014217744007608376
HALLMARK_ANDROGEN_RESPONSE,0.10361142504892461,0.020892185242310447,0.06117827155760333,0.10535841799390831,-0.057750399215630514,-0.0034968674722885605,0.07160827443538798,0.040337408673101684,-0.03460806868338301,-0.039011032953434895,0.053180317296680484,0.10607834405858681,-0.07062426452432614,0.07443803430855057,0.0703146372534892,0.06124622675838645
HALLMARK_ANGIOGENESIS,0.1267804071769875,0.0036629358894349393,0.05088822264969349,0.11596473348229609,-0.011334288597092068,-0.033969354498016725,-0.010582042222263973,0.009557345254259898,-0.01723286615780757,-0.022480761791458425,-0.02762506574435191,-0.053264198469007845,0.14758427088349038,-0.030131929487785987,-0.06605368953813062,0.011359163166226736
HALLMARK_APICAL_JUNCTION,0.12083857520789178,-0.005942502659423481,0.05901376723129984,0.11980297915388755,0.0016665513493631652,-0.0204483645563282,0.08274898791304225,0.09728456233164443,-0.042194806403598205,-0.017665830515256303,0.06807846833359535,0.11658778345027031,0.04372713409636073,0.10411236421465804,0.08886382932364284,0.043747229406234704
HALLMARK_APICAL_SURFACE,0.05887736014620289,0.02462027482716318,-0.05034317162940761,-0.036167064292387675,0.08147364731551372,0.06897126004261146,0.08887126095643211,0.0822571809241655,0.0033921985429489388,-0.025113461326666378,0.055766257991068505,0.03732763163072392,0.061191919708963496,0.07249173993893206,0.07570465259287068,-0.015232409112553661
HALLMARK_APOPTOSIS,0.008269826315773193,0.051543744425712607,-0.01961040413735798,0.025070892301367626,0.020768368103506997,0.02345104121005822,0.03101551687231632,0.00631008617090942,0.024448656018894857,-0.05160049104100448,-0.0012013180411787061,-0.07616353980349246,0.02252394321417449,0.02229717508434513,0.055465499783071345,-0.03734900477264292
HALLMARK_BILE_ACID_METABOLISM,0.0934265808877681,-0.015254822583204902,0.04829516241735872,0.08900073439945379,-0.009164312249328637,-0.023811253120673607,0.07388519047978886,0.04819941763520955,0.019269017409159952,0.009343116983913989,0.04011965205607725,0.10845769009563291,-0.036578467495740265,0.04892320651927038,0.0619476645990966,0.004720788054525205
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12414279955022746,0.007869256561147755,0.021939076757113443,0.051545596816413526,-0.0014303415493397815,-0.03640747321849315,0.09985530302638551,0.11552415636497798,0.05532325172691925,0.028451374916974793,0.0739687075722465,0.13258016628225758,-0.008927249477890583,0.04260647683601638,0.06611284416745226,0.0056980766740236275
HALLMARK_COAGULATION,0.05696951607666818,0.037347351983033475,0.0630166669361949,0.07862690197992606,-0.06718237479086824,-0.023817943078584567,0.012199545030894023,0.05694363092852919,-0.04569422046754298,-0.04935987758454208,0.009883593077272596,0.061722445814866654,0.10650711211424595,0.042882159986616056,0.06278064404482374,0.013167336159635959
HALLMARK_COMPLEMENT,-0.0022994113335306574,0.07441921323510096,0.05552244869295239,0.1292431619388991,0.0067503620315070775,-0.060755367506189095,0.05768183425277053,0.0359771562085859,-0.06959585256966555,0.004735594931404825,0.012143844968485255,0.09893819414739917,0.08114402380799915,0.033782524908484754,0.04407649947837503,-0.008559210338535999
HALLMARK_DNA_REPAIR,0.09279331502408684,0.035153605474435384,0.06453595725174795,0.1268428099743597,0.024006147761887333,-0.035621649911304315,0.08465729946201818,0.07969409925149071,-0.021776108847430888,-0.004205223428783751,0.07669232101207812,0.1272729022380849,0.084973665911603,0.08331270477516241,0.10431989614401792,0.031578441442333426
HALLMARK_E2F_TARGETS,0.08461800880963155,0.05071004269074269,0.061479131447927333,0.11974087370820727,0.02491467637120094,0.030817145682949194,0.08550639446469549,0.07396971691500934,0.04728432667055337,0.03496278012341576,0.03389749759705513,0.0680123271325982,0.024467342071486212,0.018457754690349958,0.0747741990738328,-0.0009021863657425506
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08015864642674338,-0.0020629661768425335,0.07803650293235992,0.13961852876080247,-0.04025571859823499,-0.03680575612065945,-0.021773184998185886,0.06321293761300147,-0.02388024561677751,-0.01604668824505945,0.0032456252016889765,-0.008644709421992742,0.0860060688269526,0.054346676463705154,0.036923975465311704,0.02901510924336675
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04885226860726451,0.0102857984483201,-0.018560834289470616,0.06776735405165361,0.002022183765035009,0.05558982451848801,-0.06991056846694974,-0.0069121303540133055,0.04166644955145121,0.06046059247161145,0.06968469546597571,0.07630903295866881,0.027632866590080036,0.08742088423026577,0.053715457151023806,0.03106959747692273
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06869613757470033,0.006401929319056205,0.03540936969459509,0.04967350945495843,0.014893028106036084,-0.049639569403710324,0.0879188823801931,0.06945659213920038,-0.13475288992106976,0.028907043544280177,0.021620611532618905,0.09083160295630174,0.01726436519832516,0.009544189386472827,0.03796357111808618,0.023479503826589615
HALLMARK_FATTY_ACID_METABOLISM,0.11971918194666538,0.004300415812152669,-0.037754889898545245,0.07561407743904326,0.028327041857073885,0.033148283904032745,-0.025044378365498474,0.03331806507282214,-0.08418455819058869,0.038057729703805006,0.07175804150757471,0.022900809726294633,0.03171127221305583,-0.0018067209390561468,0.05456407673123675,0.039710519080421905
HALLMARK_G2M_CHECKPOINT,0.09779072660851379,-0.011429830895360454,0.07946285307994318,0.12140436678238012,0.0021472328026952226,-0.005846264997157413,0.07058686388797437,0.05677834921646183,-0.012411547687012879,0.07926780727321017,0.027543628509489805,0.009098154339133283,0.07382537085520693,0.050398712776849396,0.06279300606656125,0.00449019698156894
HALLMARK_GLYCOLYSIS,0.0824568167611038,-0.04106511304605009,0.0235524008669381,0.12475642235777486,0.02935834821470869,0.003985309567854731,0.00859686465248393,0.03650412214217872,0.009410379539169707,0.053869926568854525,0.08933248336328772,0.06193287978202817,0.04986930242683007,0.05654727537176614,0.06373642195074113,0.04235562209949416
