,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05435859043111593,0.02615756745266123,0.012043925601231653,0.053613604925347266,0.03683133127626515,0.03230268922855429,-0.00337301981949362,0.01357195184637927,0.05452728278510841,0.1411660827153555,-0.00812723508295728,0.151906215606795,-0.023544711172865145,-0.01435732889557625,0.119544062581481,0.0612474528863483,0.09032152863274073
HALLMARK_ALLOGRAFT_REJECTION,0.04839312147629439,-0.031603097251078634,0.0009276517454750289,0.05086896568281649,0.03170828148122031,-0.002034752112700438,-0.03866673383748871,0.05654596208505286,0.04015239465567124,0.10103211298000218,0.027840441447451295,0.11947739764337924,0.02182997724140438,0.014012659692384227,0.0640827311855557,0.06396123114739065,0.052691042517762604
HALLMARK_ANDROGEN_RESPONSE,0.018638612771738353,0.008144632787580897,0.006153524993915477,0.05559109378479712,0.08723726040074595,0.026510172959571757,-0.0440135243357182,0.04317587873277594,-0.006201239687884757,0.10088965403950179,0.09202383798231313,0.05672091497558953,0.07121363893211077,0.04137688918298943,0.06574785188902627,0.10676396588679792,0.06436805924452221
HALLMARK_ANGIOGENESIS,-0.03360967612545112,0.029550551768952927,-0.02229041048074416,0.01082964893400082,-0.15525221559303112,0.0344905233763016,-0.10072086994479616,-0.08391316320679165,0.07408967496118826,-0.09446747779281038,0.07181322898852828,-0.10622526975788507,0.025418585646730028,-0.0243993192867169,-0.03597595179676457,0.036118398827275404,-0.060845762695381146
HALLMARK_APICAL_JUNCTION,0.039977923827265956,0.05392463996541164,0.04147123308550191,0.032452705956253984,0.03722023098575876,0.07751525158326665,-0.05532017429792103,0.011266056653410784,0.012542817082672597,0.13006518190353797,-0.0376748068087545,0.17183996586585146,0.02872734053658878,0.019058058866010835,0.12026769070419925,0.0909583777203996,0.027614096928470038
HALLMARK_APICAL_SURFACE,0.051552455219158945,0.06717148048911092,-0.08844553968622842,0.005403545560512428,0.056406190435457054,0.12220739000782992,0.04586428664035779,0.06374865482946768,-0.0293668166656695,0.11918725891215715,0.03311991806805463,0.15057134329070715,-0.01009054967359605,-0.020892094728609246,0.05442998831030918,0.0589858658082098,-0.018145592916116875
HALLMARK_APOPTOSIS,-0.024794965148261454,-0.0029551175250943753,0.020852527508991844,-0.012572936353056521,0.02246271692474837,-0.01034694986872174,-0.03374446820993337,-0.027685495723727215,0.04403530430036021,0.0074280709843845445,-0.052251549531262556,-0.08679295967175879,-0.007108390149944609,-0.01591869243168355,-0.00998599966679095,0.007925983354144456,-0.03984100255669321
HALLMARK_BILE_ACID_METABOLISM,-0.028715990651982968,0.08981794419382506,0.03550557105441507,0.03275527017101715,0.005086491716149789,0.0689045530709804,-0.1129778158147387,-0.020108726204229446,0.05668123139118705,0.04593106802765709,-0.04273251485925238,0.11951610702512182,0.016288950385121976,0.007972174620507531,0.13190346171689005,0.01390912205148549,0.10836757906105962
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017001784661605224,0.05878242739125922,-0.012719170300202191,0.02730467553650748,-0.021301637020972725,0.007212626734783265,-0.08654793229673291,-0.07958845636695122,0.04044212741832753,0.12966447479408869,0.08814825563453424,0.019150787309816484,0.06939512371522805,-0.003498618425679345,0.10082081046633747,0.06011077834044259,0.06663128664172743
HALLMARK_COAGULATION,-0.03882916096854629,0.017816267194662103,-0.05829189546253948,0.02444677682659186,0.0409905529221503,-0.04413200959448402,-0.0866213124260898,-0.011897279113059642,0.04634591595326296,0.05818026782855808,0.013259333146733703,0.1469640209060365,0.08258526347652764,0.012800666099932103,0.07045833178910879,0.07508465903654628,0.038503586672584
