,MGH258,UKF251,UKF259,UKF275,UKF304,UKF334
HALLMARK_ADIPOGENESIS,0.06225076132742083,0.04772025355363172,0.01840205758752334,0.005039654133382594,-0.011391992779035458,0.05479769268025344
HALLMARK_ALLOGRAFT_REJECTION,-0.03839714245146227,-0.015394456203566984,0.03564568813272299,0.010969895444548017,-0.003358729422416633,0.050985228712316026
HALLMARK_ANDROGEN_RESPONSE,0.11796606486565235,0.01133798545033449,-0.007088723148290554,0.038434329797847305,0.0036753639770642408,0.03531049090022131
HALLMARK_ANGIOGENESIS,0.024192361405609594,0.06764430112518588,-0.056716615905827925,-0.02383557907971305,0.09083863690329784,-0.03294598556376463
HALLMARK_APICAL_JUNCTION,0.08362965993145743,0.01692443002887619,0.026259752832598276,-0.025613818413015927,-0.048727913856617455,0.07613271006431586
HALLMARK_APICAL_SURFACE,0.060287774580598946,0.002190139554104523,0.03374745298536306,0.0349196736354566,0.0864224501508312,0.10565280416671256
HALLMARK_APOPTOSIS,-0.0026550296066173125,0.06546117663595985,-0.03236289169566203,0.007926399621691534,0.019561122935552306,-0.010480099417938394
HALLMARK_BILE_ACID_METABOLISM,0.05030367254822303,-0.011748375270500792,0.06541037371348452,-0.025736229334428824,-0.007276735585366263,0.011512522049953323
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10697343835429761,0.07899479984530597,0.014210371442999246,-0.05814316406879373,0.07900986170491237,0.04087532161599282
HALLMARK_COAGULATION,0.053326075474360836,0.06675833830498124,0.07414250108156004,0.03655411424487876,0.02737725310842111,0.02887165464989345
HALLMARK_COMPLEMENT,0.044461021388724174,0.08387565759367607,-0.03007286035626555,-0.06693660539026222,0.0571475642524114,0.057962375859299115
HALLMARK_DNA_REPAIR,0.10168398361354665,0.05678103894731332,-0.010141411626879869,0.04138582222461315,-0.010105874426565532,0.09678460050372237
HALLMARK_E2F_TARGETS,0.11741569266404786,0.008125353578921087,0.005521871281014726,0.045029385259465086,-0.03905557398191695,0.04503712589043712
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05663195631048899,0.052794018161356045,-0.05376150489223391,-0.039489997215965376,0.037568127340189425,0.02410562637377159
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04479644719469997,0.04515110360128499,0.04422661755193954,0.03945920831141891,-0.015656071070954843,0.03424684548829847
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0497457723073255,-0.027454928988083327,0.003277964685694952,-0.02808941278383757,-0.0326788810218934,0.010793500063190287
HALLMARK_FATTY_ACID_METABOLISM,0.06490660664798148,-0.009144788526911309,-0.012803766801764677,-0.015493629627879086,0.052166627243106604,0.0217514762208248
HALLMARK_G2M_CHECKPOINT,0.0660845360592245,0.06918155510837798,0.013416470072346757,0.006337080550975777,0.0002550156781780062,0.04904755935158534
HALLMARK_GLYCOLYSIS,0.050606337050564415,0.056831661261434074,-0.019824524251922538,-0.005810042944996778,-0.039148433254717535,0.07439354916777273
HALLMARK_HEDGEHOG_SIGNALING,0.09865795999485849,0.10306664765998608,0.02813233429504103,0.009348930234381119,-0.0456590043346912,0.04563257266831069
HALLMARK_HEME_METABOLISM,0.0662649492820164,0.04350987321194063,0.018999919418360482,0.028350368565610847,0.009050656684681167,0.0831215948801526
HALLMARK_HYPOXIA,0.04119003925762439,0.012376615991769544,-0.003898132437766267,-0.05332901064824999,-0.09693858042239506,-0.026874949198837168
HALLMARK_IL2_STAT5_SIGNALING,0.03197610970521518,0.06798132343145764,-0.0032286672244023346,0.008026961473232466,0.09021674694632129,0.059686820227687384
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05983033220521775,0.024333066721338278,-0.045898355074211444,-0.026023773986523523,0.05300074141101787,0.009351768989920527
HALLMARK_INFLAMMATORY_RESPONSE,0.05802427227595148,-0.014021037396905744,-0.015178339333103348,-0.011180867623516149,0.030944656855136504,0.06403485136880574
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.057487532501239565,0.07056332929454796,0.08321177263398458,0.011288392250948171,0.022369768615746476,0.047357973161296356
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00681760054475356,0.0602008701509149,-0.023974719695002998,0.030504262961356898,-0.002999944610415483,0.032855001455318
HALLMARK_KRAS_SIGNALING_DN,0.0591367560340713,0.01815745954028995,0.06362340716550971,0.01213863103510569,0.022921926997213647,0.06649773980161193
HALLMARK_KRAS_SIGNALING_UP,0.07721146102162195,0.0809740397648701,0.00126102146409883,0.046729945494679355,0.008666297820265985,0.039555419230681295
HALLMARK_MITOTIC_SPINDLE,0.06678471297220956,0.04582221734117173,0.06756721813515312,0.030310362539100695,0.0686787390723328,0.10846009717838181
HALLMARK_MTORC1_SIGNALING,0.05489946454441373,-0.002608456865071172,-0.024916494694554724,-0.04842261694579513,0.04264891420402753,0.007055285190283524
HALLMARK_MYC_TARGETS_V1,0.08989962784218979,0.029095724338907978,-0.0354380720823568,0.0250861618473124,-0.02014874765823974,0.06421339595139992
HALLMARK_MYC_TARGETS_V2,0.09770519841363311,-0.037900201096353614,0.02469769598818865,-0.04980825936507026,0.011432665465773508,0.06815528944372455
HALLMARK_MYOGENESIS,0.054717389112076915,0.02943377511803923,0.03132687292856402,0.020666030129118523,0.0421822342119562,0.039669251175803194
HALLMARK_NOTCH_SIGNALING,0.08408928203301268,0.0316857522903023,0.029272624491585447,0.022070799168029447,0.03882801184456167,0.10354837463611055
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1002909750607738,0.06670368019736159,0.033243531716584576,0.020867938820403213,-0.06346100743255013,0.08282526424604601
HALLMARK_P53_PATHWAY,0.10351205627616103,-0.010353818871642394,0.0075639743064244485,-0.012241051155179861,-0.032270862441836454,0.09226439115334752
HALLMARK_PANCREAS_BETA_CELLS,0.05215270367239082,0.07701571997151836,0.022406855058881896,0.044393918552921255,-0.03299583385826164,0.05965006821464483
HALLMARK_PEROXISOME,0.010967889601252483,-0.014103288826361401,0.04840693192776269,0.07400221612528622,-0.06020370998037303,0.0479362812287017
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0850042495094816,0.020720719148077788,0.03929355335437756,-0.012101517070747952,-0.026074904711423163,0.07746840408677394
HALLMARK_PROTEIN_SECRETION,0.09481630708239931,0.032043628396260265,-0.001925344687492162,0.059611280960992975,-0.02947027138007611,0.08608990352346399
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04729033674429022,0.08164665166522167,-0.04119059599768046,0.017474790495652245,0.030153849910249397,0.06635287346853982
HALLMARK_SPERMATOGENESIS,0.03963809538409583,0.012864370620345218,0.01876065903032416,0.052199179906640227,-0.01671901585665544,0.05352864549991611
HALLMARK_TGF_BETA_SIGNALING,0.1372256693861835,-0.01562754555253993,0.05850194139317381,0.04429267938855045,0.029262668062151147,0.07986934060335273
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03621460745110498,0.005633571734896654,-0.027797392257764522,-0.032837403508440006,-0.007754927153537834,0.011059498175625205
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06964083530439441,0.044899037553090784,0.007292857024293665,0.007259436826538863,-0.0040471007641933185,0.046401700541659756
HALLMARK_UV_RESPONSE_DN,0.08768088784018262,0.0522201061064006,-0.006630954756056705,0.04583833019075477,-0.0208532491459022,0.044237584047765496
HALLMARK_UV_RESPONSE_UP,0.05915163704197617,0.033869712757467606,0.027877335354115972,0.006211820747598463,-0.0028496877595860907,0.04031668209391632
