,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0005823715774208673,0.08415559867050543,0.04754604990949665,0.06564967599293477,-0.006491325968716345,0.12207695483200233,0.002106193477596895,0.09493841493258856,0.056207482499837105,0.05232518100675197,0.06133233284301359,-0.021791498234877464,0.04315382894660475,0.14295183013368562,0.11179571575117186,0.20133609329158422,0.08861161398428562,0.04049911193190775,0.1607643895460569,0.07915343336207377
HALLMARK_ALLOGRAFT_REJECTION,-0.018365444423373168,0.021118826991512896,0.09207921699418177,0.046970811630437495,0.017192383029900477,0.030179600650896785,0.002521868247769534,0.11430109856697018,0.021107875674696013,0.05350674482246986,0.03867751016543839,-0.02226765553498229,0.030870042612206643,0.05136320144169618,-0.0005097074820242177,0.10096289150132093,0.07733021811450601,-0.012651569589732495,0.10066760150734422,0.012221265780865067
HALLMARK_ANDROGEN_RESPONSE,0.07102630677658354,0.13324925498785176,0.04269540005926453,0.07760656252751899,0.06081026093592433,0.045536737591051514,0.021855005299426127,0.11087396114502639,0.027901893690458503,-0.019672604952813408,0.05223048332804143,0.003458199148997894,0.06656314892938943,0.055459622066361,0.07223963334978727,0.17026265528176704,0.008575963642250576,0.06484379875666138,0.10468841302991864,0.030456476612822178
HALLMARK_ANGIOGENESIS,-0.005358118754368824,0.08930573408864283,-0.04744516275753893,-0.06053135133616709,0.06533289828450385,-0.050098429891252336,-0.0030175434928792293,0.12664621394535738,0.0018223153788718787,-0.04300798796285276,0.06560737505631353,0.0339611351360756,0.03604494124829391,-0.09444482596621505,-0.11227041583036751,-0.08469531252643622,-0.012553842305574164,0.066563742382144,-0.1352891185628323,-0.05307263269163687
HALLMARK_APICAL_JUNCTION,0.08919050369902054,0.08171050257600446,0.07163070822913868,0.06855341012998813,0.005585888762438231,0.08358623108017359,0.012518287799373922,0.10339035717088536,0.05112113407262316,0.016582423036200014,0.12021682515799577,-0.04252985253822845,0.03284555298984118,0.17017510262957075,0.11418170482400236,0.1814882651925799,0.06191720211890627,0.04073035849145091,0.12151971422537007,0.05407127439340816
HALLMARK_APICAL_SURFACE,-0.013692029050299346,0.06136522901965359,-0.030233730278642908,0.0351421042471906,-0.015969504168508755,0.1212210682842581,0.027536567220017103,-0.08286388071100445,0.051692158805153494,-0.028306920133666067,0.11753860330322922,-0.0364344979129547,-0.12314859911802095,0.20110450253462842,0.08566398933819923,0.15535441952323875,0.02430974889338673,0.052078668090048366,0.07468634117687593,0.08251343559255016
HALLMARK_APOPTOSIS,0.01093685361028205,0.06265212001274639,0.005048355492245368,0.01223945514730168,0.036866953607416035,-0.06399135504306923,-0.004577689174669995,0.0725088637428496,0.07648231410541664,0.028929449836816914,-0.0039735133392159476,-0.05691438615281778,0.0594717059031158,0.10048172051752528,-0.014520520457869342,-0.06111170552163442,0.058665287744777216,-0.012701407216756697,0.076984515872572,0.027368723184667324
HALLMARK_BILE_ACID_METABOLISM,0.04921146662509254,0.04010932686146927,0.023179358400796216,0.04488360369230778,-0.028260844707085002,0.06688557215873833,0.042329140344615726,0.09075987767522443,0.04623560577340732,0.09608335671607571,0.03159268405968362,-0.06773128308017522,-0.07308983942322347,0.08808828073378598,0.07463406846065893,0.20494205369770588,0.029946808179715186,0.04676222545932272,0.16812285986043848,0.04548261149414026
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04644695553237649,0.05728053018832996,0.019401019869382943,0.1196893926797866,0.026142770456289276,0.06585490300930623,-0.0002798957186857903,0.08637014513322286,0.003188329619677213,0.0061421706587628504,0.055705043134977726,0.056930942998735114,0.04671231053600922,0.16675180086551408,0.12567834964072166,0.17187248209458814,0.034642201959449885,-0.0049162133382443796,0.13975170394858927,0.09650903905098829
HALLMARK_COAGULATION,-0.02404128883248459,0.10649030920078995,0.052586599270035936,0.05932576675423745,-0.00529467649945688,0.04220126264244404,0.0120674731355134,0.10302595874006186,0.012297545297309696,0.03738516320159728,0.04386155654441565,-0.07424461773287183,-0.032928309642433,0.16142518556456867,0.07816942961732608,0.10278107478879074,0.11452815660019806,-0.0017156147530487601,0.049300184575869516,0.04521807597597429
HALLMARK_COMPLEMENT,-0.02862072928220653,0.10687960524023654,0.027964035917337295,0.040797971054051765,-0.003582928936460753,0.035880484493702625,0.011631010200421697,0.12462100443062141,0.03885901883577416,-0.006204750360679825,0.044673569818472106,0.06162228047261823,0.06106490424111519,0.10223434843441213,0.07497504920426983,0.11787453630131037,0.09924215214130933,0.02312245532600916,0.1304877289047902,0.13159537813453046
HALLMARK_DNA_REPAIR,0.06954333045550028,0.08517447658543131,0.06732251801098954,0.07136996471913627,0.09252433861950332,0.10593885158594332,0.04229140265595401,0.12480716056818718,0.054655107891601655,0.04837258148460826,0.10824425904090201,-0.04062246668215588,0.03987221513798756,0.17239387758719457,0.11336714720905451,0.20234958165294217,0.08380153872755175,0.04036526985261258,0.18001350087984708,0.07061690307770493
HALLMARK_E2F_TARGETS,0.024165300759928465,0.04010847550442504,0.07358350081791357,0.0227270081070592,-0.031168536164707092,0.06602446664064404,-0.007381048100162323,0.11483405638900772,0.03351857181134455,0.01461008411897057,0.08224956351514182,-0.03604472709798344,0.001731434767234144,0.13159706077132835,0.020855308190562596,0.138241546236113,0.03553881873934487,0.012898150401929208,0.12992870181171307,0.06583773030336922
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06585013729178409,0.07912133602006052,-0.04919979679202946,0.04724362358250805,0.07884757648680411,0.032443402809235036,0.010233293463472206,0.10709861114068833,0.003601056271008772,0.04998496072934965,0.12256301147067268,0.005401523000549864,-0.09039790919251325,0.1164522244229366,-0.06382219390870814,-0.0482930652163993,0.06942049368719044,0.07332454788812341,0.007047217878908065,-0.03334003975219757
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02283681051263857,0.07567351106426845,0.02693215834152209,0.035371708884295784,-0.03115473581972123,0.0568175807500656,0.03421925111326256,0.01815551685450186,0.05485939933468785,0.06452322472007975,0.03857200084043288,-0.022493566002565326,-0.060071511195761304,0.11603938798288911,0.0983220871653862,0.11643858836245062,0.060008224277134786,0.03541438150740666,0.16446812408356257,0.09222416538135278
