,MGH258,UKF251,UKF259,UKF275,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.028769182560087293,-0.02660599112737381,-0.0006264090682629154,-0.004052730799429934,0.015179646341294406,0.05300277555250265,0.03927134894020892,0.13279167691092
HALLMARK_ALLOGRAFT_REJECTION,0.021646735700210907,0.023288770223990035,-0.010399136876364009,0.00822846899764645,0.0567029060975136,0.061044708093872455,0.011566521461440533,0.09116709131704111
HALLMARK_ANDROGEN_RESPONSE,0.06803019843917243,0.03758479643719541,0.04223780513831308,-0.053331166592339906,0.0444162641793364,-0.03555035143155499,0.004622153137044805,0.05764377141973651
HALLMARK_ANGIOGENESIS,0.09368050069049629,0.07641038268129369,0.03706894589068932,-0.004125529500073717,0.03219423896737009,0.12694289181899102,0.03767534333154571,-0.09267313285832822
HALLMARK_APICAL_JUNCTION,0.02451521757672266,0.03760160400551654,0.024503899947078023,-0.0012101980326396215,0.02765431705322038,0.007719621972159199,0.029920561557685174,0.0706182767647215
HALLMARK_APICAL_SURFACE,-0.011929251941389668,0.052765508325750436,0.02011630598596938,-0.03919134616375534,-0.03706194998352199,0.0798404284008909,-0.0420046452039858,0.07086087346431211
HALLMARK_APOPTOSIS,-0.005230647617930481,0.02618021905002434,0.01574245162563817,-0.03432230241278961,0.035551680008964734,0.00716395230863135,0.011243271208492505,0.0679930871730149
HALLMARK_BILE_ACID_METABOLISM,0.013738262124491295,0.015710894061090313,0.0022099938496786967,0.029743997593866305,-0.0320936351541341,0.04101441007009734,0.06669567174062714,0.13873355200647888
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0949458396380691,0.05448545253163187,0.002990705487257784,0.04970167952454048,-0.016282463999848486,-0.03128126867083255,0.028385678795736058,0.09880099216639582
HALLMARK_COAGULATION,0.03833018268705212,0.010126607758366936,0.016571909914071852,0.018650992282310645,0.03364973997697833,0.06562180767040285,-0.018481715542244318,0.060284405995361126
HALLMARK_COMPLEMENT,0.08062426857964633,0.03962054778625369,0.023764291606336047,-0.021986774612614838,0.07396867272198107,0.11277438969220592,0.04445846935752794,0.08680338235934135
HALLMARK_DNA_REPAIR,0.08345964765620446,0.03506278258303206,0.03221559434566459,0.008896749316919934,0.017740851416378312,0.041459122211167314,0.05854187941333243,0.12006790754626437
HALLMARK_E2F_TARGETS,0.07867397584126108,0.04994325769577381,-0.011743054974377925,-0.02137483930296448,-0.030141195128780187,0.06718120640989496,0.03974735063972622,0.09792452258671844
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07609082896947864,0.07133365903797366,0.07310791761925979,0.006719318716515052,0.030665486286306564,-0.017820782288145272,0.0005964384922292631,0.010202690314880438
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0021410384221964476,0.022715519926246097,-0.021334872855970632,-0.05578140894256082,-0.007629428392791096,-0.0211296505006672,0.016204738124913107,0.1323923468822314
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0674003296361499,0.04908867659934935,0.026923677320485322,-0.021359637344193636,0.09215359420491676,0.028013359299152694,0.05774198382165779,0.06056708154338188
HALLMARK_FATTY_ACID_METABOLISM,0.06201146207307808,0.06013334449545944,-0.0019186956546171792,-0.02141559648146907,-0.020646104877271983,-0.05014260001997294,0.042907878443406426,0.04722986622047557
HALLMARK_G2M_CHECKPOINT,0.027367182676934627,0.008712373009409498,0.05774252646353826,0.00216127454872558,0.03843869331855563,0.04774552400433023,0.046535429027112836,0.045557140899368735
HALLMARK_GLYCOLYSIS,0.03446975811091494,-0.04265156737874979,-0.028579777340277945,0.05244575896176611,-0.024904476796378954,-0.005112843928748547,0.029411279745496594,0.09981174950431097
HALLMARK_HEDGEHOG_SIGNALING,0.04663363804085019,-0.02641372623231558,-0.009140333000739484,-0.04799288794930351,0.03950013105939359,-0.02887668391131375,0.062187651697592626,0.0430901967928308
HALLMARK_HEME_METABOLISM,0.07187743011200434,0.008900759086153126,0.020708920256539625,-0.032487681747223586,-0.025394422137090544,-0.008286079800834298,0.049409063041903005,0.08889351767687771
HALLMARK_HYPOXIA,-0.010711108912678449,-0.002591490420436476,0.05126569020760703,-0.024617932860117646,-0.020237666170107933,-0.091422665829734,0.022283311048826308,-0.008873491703640914
HALLMARK_IL2_STAT5_SIGNALING,0.03302995943131719,0.039130811452834986,0.02913188305624827,-0.004599406036497456,0.01945483542117698,0.012725692467657921,0.009512317945891177,0.06584428288495917
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0020402527454491184,0.008298116566597841,0.04560539783724473,-0.017323370823745125,-0.008658687143298807,-0.004225749166546065,0.03168784688096215,0.04350515609564456
HALLMARK_INFLAMMATORY_RESPONSE,0.052458086849209426,-0.016170594441574447,0.03248404577590576,0.014310325419339416,0.015266764085216109,-0.0043986538259815485,-0.022461710450238856,0.001331576076958393
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.004315777223364824,0.021333536493187876,0.0026137088785524146,-0.0005942928259243961,-0.05103224842088761,0.017573649624489086,0.014117338383319276,0.07872313795103286
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02900484412951003,-0.0232095246029684,0.0021617242143065927,-0.017493794051914105,0.06091132781504764,-0.025298744837666386,-0.007802854911866307,0.06825965502465083
HALLMARK_KRAS_SIGNALING_DN,0.0342860730925002,0.026410288166842096,-0.02517754465440524,0.029449042300561338,-0.05190079817873344,0.08725863763318133,0.06200787350507766,0.12061445737978063
HALLMARK_KRAS_SIGNALING_UP,0.011079394553411486,0.029373038430561937,0.01988535052710052,-0.04558549860559759,0.046482834513107835,0.058483615781274055,0.06259485416143733,0.08967072318093251
HALLMARK_MITOTIC_SPINDLE,0.06433670871591989,0.026095543276674897,0.008810574252357942,0.022798947671493566,-0.02925544012183315,-0.031216426596456938,0.0798257865433442,0.09769486891790227
HALLMARK_MTORC1_SIGNALING,0.060708714166016337,0.02774128925481626,0.049652248366317375,-0.006316309166116482,0.0035211172929125985,0.0022251664909378036,-0.017902542443023254,0.030013683767019923
HALLMARK_MYC_TARGETS_V1,0.11675651203720584,0.028832668681391727,0.04272346965007127,-0.010782115725527302,0.008128534235021316,-0.035933025968853664,0.047221420306486656,0.09612296620615673
HALLMARK_MYC_TARGETS_V2,0.04926227016537747,-0.000556445629112544,-0.05704834732255378,0.02345595004789778,-0.05228187665894334,0.14662591043849774,0.042552016120378774,0.040972480187932675
HALLMARK_MYOGENESIS,0.07524103569942088,0.014167019016482018,-0.013956902154013563,-0.0320903049919492,-0.0030453533464319797,0.02660345693622939,0.02303229965972051,0.08994769061439108
HALLMARK_NOTCH_SIGNALING,-0.011986414349801109,-0.022868986972525766,-0.011536963183975991,-0.00025223110697923114,-0.029184088466138576,-0.0485120265305471,0.02702999464597124,0.09768249828518849
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06484749258770765,0.030705484530592,-0.0007226084863001554,-0.02922043058115695,0.018976864222344566,0.03764997262955278,0.052527539242170754,0.1279544312147582
HALLMARK_P53_PATHWAY,0.10806207842828026,-0.01989058515012951,0.049534153993165256,-0.023485694570772146,0.06631035600445381,-0.03994502471861428,0.06047837473935813,0.1036546872891279
HALLMARK_PANCREAS_BETA_CELLS,0.07375149177244568,-0.019604659309767538,-0.045156841687072145,-0.049441219807390795,0.042644640973014035,0.036483946125712916,0.07404647077190094,0.11306263523911451
HALLMARK_PEROXISOME,0.043108239857766587,-0.018190642037540925,-0.022243981623682837,-0.023805110406312318,0.04547786362364335,0.08234045562775014,0.004865701943258165,0.07346079210880367
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.006057753403027385,0.013838188400100317,0.027211013899188168,-0.002367999188579425,-0.057139998659383774,0.05295923840804047,0.04905773364714571,0.08968263369836088
HALLMARK_PROTEIN_SECRETION,0.05092689705056406,0.07281102583204373,0.00038574281807585376,0.02467712250186489,0.03417272133640584,0.032292551724069724,0.03468689292803961,0.10091416498029224
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08297082032508477,-0.035727044476216704,-0.012785078914092345,-0.04146996296404099,0.06300833882685761,0.018631432609681704,-0.016365966696424036,0.05708425170521695
HALLMARK_SPERMATOGENESIS,0.047357706327834675,0.011315047533189694,-0.03088314516588106,-0.01827393205907411,0.010318160908698857,0.04202207445158701,0.06248770043477734,0.11254732076501459
HALLMARK_TGF_BETA_SIGNALING,0.05817500990502694,0.014917640436194281,-0.02420825752370506,-0.03137015425291368,0.06605162236888644,-0.017941487607622993,0.006381961874056215,0.06803433278593543
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.08881434036769326,-0.006787172331852173,0.02151451888581063,-0.0029783063051529507,0.0011896766769253905,-0.03008624755961579,0.023746649194589155,0.04697601561359868
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06165391746637355,0.04569974056920984,0.007625946006603453,0.012521312394746034,-0.024516582514950872,-0.019927007562082263,0.014731734714530742,0.08367682576696153
HALLMARK_UV_RESPONSE_DN,0.03760064642381435,0.045348680931248435,0.022962032640757368,-0.017881656348005762,0.018923704206912063,-0.06335620252268667,0.05552995905685724,0.06219692338760787
HALLMARK_UV_RESPONSE_UP,0.07499543072289964,-0.011833665743024756,0.025969239865009017,-0.022307522766550614,-0.04398372357011846,0.061614875061088745,0.06688632163997624,0.09107007289692301
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.03317371180889532,0.021456404080159325,0.021787055212313975,-0.017204111563067493,0.025756662163162383,-0.019357722646104424,0.015891378867871276,0.048948124647865555
HALLMARK_XENOBIOTIC_METABOLISM,0.02022394365782495,0.033625410243041706,0.032891108798195005,0.005577798903123542,0.020515545496404455,0.0018263888643627285,-0.0034498314265766932,0.11243545050694322
