,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1263179736332352,0.006622433451129722,-0.016478331408947805,0.14776769553128064,0.0958297852153074,0.08229752714716543,0.0037937646931571704,-0.04227268335728563,0.12270660869386449,0.03701937361811632,0.23521257348266808,0.12486977863898009
HALLMARK_ALLOGRAFT_REJECTION,0.014138180358509628,-6.908286762853071e-05,0.03895524768187804,0.22939635024458913,0.22087035199254404,0.03396836039106795,0.014114296828015519,-0.1092287806040219,0.1458366772705987,0.023566918850466276,0.038461760969781315,0.00037092261204475465
HALLMARK_ANDROGEN_RESPONSE,0.06085433565089955,0.07497907357725879,-0.03725982419363167,0.19860075730932614,0.14576857890962638,-0.009469274498943504,0.01659138541363094,-0.007807459889780801,0.017629252072300105,0.03878699740561367,-0.07456813439882193,-0.02051132340315171
HALLMARK_ANGIOGENESIS,-0.02955274090193335,-0.0032059434310085433,0.08179119274368808,0.23775886153994968,-0.17927102423621333,0.1569071726650558,-0.016389213224917355,0.15472688171002258,0.06361439641410388,0.07653835747041687,-0.3281938398414555,-0.2133520171107397
HALLMARK_APICAL_JUNCTION,0.08468090297378167,0.029270840050832952,0.08135051145541529,0.23901384515485316,-0.06487430337458294,0.06949879820620335,0.0226281450550985,0.09064001223828631,0.13381304492128943,0.025186778217929653,0.047191090665455786,-0.018343480891714205
HALLMARK_APICAL_SURFACE,0.12075991362829888,-0.07999595692734426,0.01903697192374698,-0.122273510400319,0.13635381624170043,-0.14344376661537275,0.03154383051467324,-0.1310218888635456,0.06279791620283993,0.08975647041878661,-0.037925797901678736,-0.04178133989483999
HALLMARK_APOPTOSIS,0.04698244565035535,-0.019328433797812797,0.018756709700673384,0.10125284523174675,-0.10644395464448582,0.12460619938077734,-0.007995018433358411,-0.012958546837095276,0.11055646325974802,0.045627187242518547,-0.03165713107234936,-0.011037075196846477
HALLMARK_BILE_ACID_METABOLISM,0.12101340073041901,0.011180629944680588,0.05355490413328703,0.22234589476545852,-0.025776186757654286,0.06910492278998814,0.08893645417473973,-0.09844406415967538,0.08304215543278333,0.04884371115656225,0.31156097591783827,0.10811788618320911
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15385577531731412,0.05933916109018934,0.02651509898043723,0.1738290640606104,-0.17546299146790253,0.044410812886936255,0.017222620755897665,-0.08590456378894314,0.05299331569294958,0.06190339689540041,0.1414600835288442,0.0414931951206317
HALLMARK_COAGULATION,0.06768366563183373,-0.050798083344730634,0.08713543759613446,0.258710706666819,0.020738684048309402,0.1480835163583707,0.02185447042175864,0.10358121375726459,0.2362031618961226,0.08443082486199173,-0.09493104910111282,0.030532539240299163
HALLMARK_COMPLEMENT,0.10261559958018196,-0.04409933056284275,0.03983899894582782,0.2649792919446412,-0.0836899932099206,-0.0257653950294934,0.05709766676221055,-0.026346278130559238,0.1359852380408459,0.0538952515356125,0.15362727041142513,0.06718113173732025
HALLMARK_DNA_REPAIR,0.1550755718156774,0.07685388651907907,0.04096285109110896,0.20683898077446616,0.10786085710379213,0.07340922607308499,0.03622972057055758,-0.062138614129677985,0.14169320578365027,0.1024741358200269,0.2807018144509374,0.07838948261856075
HALLMARK_E2F_TARGETS,0.13817075955948407,0.008297332389664023,0.02342909011772503,0.20455117055622574,0.00387807902214157,0.04355333219256744,-0.023083554707368694,-0.10890342463004149,0.13788581864385546,0.07060178292845212,0.24903152602893056,0.026955217407783314
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.029545969091344982,0.014847979213277856,0.09130869645958202,0.2411513117825668,-0.19068329903459078,0.19365078437177677,0.034640984196274205,0.13578572273029155,0.21264499881647023,0.08538739006437505,-0.1795993560246627,-0.09485814862080053
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04934354786388406,0.02629014925938214,-0.09823930853292971,0.1837100323203949,0.02200228997124306,0.03860824120571522,0.03399109786598485,0.18971687503307358,0.0970321205772311,0.08043010021877886,0.21123219908761576,0.051340499635258115
