,UKF251,UKF259,UKF269,UKF304,ZH1019inf
HALLMARK_ADIPOGENESIS,0.07474390503669115,0.018880554919872717,0.10521925638553489,0.004268522184373638,0.10787309857584992
HALLMARK_ALLOGRAFT_REJECTION,0.061224789413257666,0.047429094230161825,0.10715966794614146,0.15973157471872823,0.14032389649954913
HALLMARK_ANDROGEN_RESPONSE,0.023818633147878035,0.0030307725046188707,0.06139028465386314,0.15026970480418914,0.1328541388932026
HALLMARK_ANGIOGENESIS,0.017195515919133667,-0.06690514550919373,0.10437515657975698,0.10585898195136899,0.05724233001578297
HALLMARK_APICAL_JUNCTION,0.015442600862834298,0.0330322318758352,0.10795577079728252,0.11752527910588183,0.12319388589351382
HALLMARK_APICAL_SURFACE,0.023279077132174607,0.06086177563714995,-0.029691284795396598,-0.1451611763158929,0.14364048441695132
HALLMARK_APOPTOSIS,0.008995819656714137,0.023746726360370337,0.0190212556816449,0.14142708828053374,-0.04108715561737673
HALLMARK_BILE_ACID_METABOLISM,-0.04620389650311287,0.021241159680886988,0.06317964119978156,0.03636097314282832,0.0774141321909282
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06245556269873769,0.07817481835820805,0.010596256608744737,0.15377884672531145,0.07689955478846683
HALLMARK_COAGULATION,-0.030256692181936818,0.06111434893417398,0.08506357358607455,0.19928951840726933,0.09028432554473767
HALLMARK_COMPLEMENT,0.0340230290027523,0.0006820990358342548,0.10636808730830792,0.14331616522098092,0.13038014043629936
HALLMARK_DNA_REPAIR,0.03600391936329941,-0.012843075674029297,0.1130852818866496,0.06943986890558584,0.14212835908237262
HALLMARK_E2F_TARGETS,0.057277818985839585,0.02937996236003559,0.07972683370816738,-0.04248221749571934,0.1440572041036271
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.016938375920880183,-0.0014825318277898283,0.11095737884479295,0.2169988963846871,0.07369586597783635
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011473760769082715,0.03450271128549181,0.03903357168567534,-0.11018766745727922,0.09823138406284082
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04318526441350506,0.02392646313502357,0.00523132710093002,0.1635227421597398,0.07952045897524086
HALLMARK_FATTY_ACID_METABOLISM,-0.028914387268794778,0.02042509930299949,0.04330133553032564,-0.04087221054878124,0.06925448794126796
