,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.033384630831679425,0.052866288521150544,0.09533979107313707,0.09954754371859807,0.014050697306505206,0.11550234102104225,0.03711863327009183,0.08896730224644567,0.1546830938850066,0.10824721380260592
HALLMARK_ALLOGRAFT_REJECTION,0.09551626347172451,0.02781050583895131,0.1884696227434058,0.1466473760753875,0.0638725878529307,0.041261734681452014,0.08797438232978731,0.036392088402651866,-0.029942401833141685,0.03172853893525193
HALLMARK_ANDROGEN_RESPONSE,-0.009673834568726898,0.03287007441694859,0.11161240558674716,0.07329028897270204,-0.016484908437203964,0.04068556584767047,-0.00755052818622127,0.0409166069709486,-0.09888214721098115,-0.03925386388069094
HALLMARK_ANGIOGENESIS,-0.018152642639714434,-0.05340912410504794,0.16407096241911892,-0.07791824215586814,0.06409063919061478,0.02386331546556406,-0.08135091533740581,0.05434846785743392,-0.2883709269833433,-0.24946930486148572
HALLMARK_APICAL_JUNCTION,0.025790661455549844,0.0712142301869566,0.16109174265933268,-0.03002069004011075,0.03415223033749821,0.10651613280029362,0.02988482737073103,0.06055837690212318,-0.010403909045758355,-0.03390831044045964
HALLMARK_APICAL_SURFACE,-0.019560015716919822,0.06684660039925747,0.011843137495787165,0.08766210936328259,-0.1230084758966363,-0.002475627076160552,0.05599841576811528,0.04032760129952941,-0.07418242527165123,-0.046571254969193815
HALLMARK_APOPTOSIS,0.0260927022755328,-0.04000197648515272,0.08892247894858472,-0.05471185631174631,0.048512887916494316,0.02253959547948416,0.01736686715062276,0.06659159037511579,-0.11108057852358497,-0.08180575298057789
HALLMARK_BILE_ACID_METABOLISM,0.05324451522626237,0.0830582233472832,0.1797144994938872,0.037784259395115455,0.0575818551416949,0.11519213802608623,-0.00959202502872906,0.015437014812302887,0.2778459393090804,0.1221698004459476
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0029869768343994377,0.13543103121101147,0.10516932276451005,-0.0789745244804528,0.008831078915321445,0.009085833865779224,0.06806667920540614,0.0737510588230976,0.10074012683337664,0.003247589118377187
HALLMARK_COAGULATION,0.06128168734541168,0.06422557852711064,0.184316416453453,0.056329874746797945,0.08170556917872641,0.15078771640854363,0.030340765833039997,0.07834932722733648,-0.1498113554421686,-0.07386930395033835
HALLMARK_COMPLEMENT,0.026422592974390164,0.014494489079692927,0.17575878248282445,-0.008059360819643665,-0.03960643307230283,0.018330257530669518,0.021047697209866323,0.06396828391589966,0.08273533821778108,0.05673402001958114
HALLMARK_DNA_REPAIR,0.012112016292156799,0.10818105910575498,0.1504540348747211,0.09339511735670739,0.017594429196409748,0.07638718485562143,0.04741315264489872,0.08237523830445395,0.17927300868397936,0.07263400466560654
HALLMARK_E2F_TARGETS,0.01930464324632111,0.04883819470927591,0.14133687001963666,0.05148799378370036,0.01409695987799097,0.06001372725553553,0.06535439269460484,0.08016702790684672,0.1994115539699994,-0.0400047898544166
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03805839625392994,0.006563630952437014,0.17026674213310164,-0.10237855772735212,0.12570082346269784,0.08922709274545151,0.027599924115757457,0.0870205891580858,-0.23870159879024597,-0.17534944061353935
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06532282935979854,-0.01346051649860245,0.11805546177413366,0.008346925652861477,0.0019031024353300997,0.12143745224022602,-0.0009660335152522343,0.09320665355648698,0.16219197738759686,0.0479128102207126
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012414205344497843,0.12398118546017006,-0.015021100592013356,0.019929128680676894,-0.02588818294038752,0.028701034448095804,-0.0483578222464784,0.08399405072797812,0.13380752841252325,0.11167311172172029
HALLMARK_FATTY_ACID_METABOLISM,-0.027522118912178508,-0.026685502343702865,0.12358601611784706,-0.03942378476356324,-0.0073672168080255035,0.09957224718254608,-0.009156076165342204,0.0348072469379268,0.11235252419378312,-0.025311923054147385
HALLMARK_G2M_CHECKPOINT,0.049301951456512665,0.02239609676880072,0.1421843709900957,-0.004107996933221729,0.03551444914281963,-0.08516985473224453,0.022208845244270473,0.06995529455562843,0.08659812242368486,-0.08994555999848149
HALLMARK_GLYCOLYSIS,-0.020210387672351192,-0.0752755985532602,0.15064199997494512,0.015922325808705097,-0.06101343714562083,0.08897492410682405,0.037619690294780496,0.04798889228161545,0.09827555821743597,-0.018683717918366944
HALLMARK_HEDGEHOG_SIGNALING,0.037613167530664106,-0.022366675235832825,-0.08763671334895294,0.03895279514899633,-0.05165481568967569,0.11134834163910086,0.03236652009095861,0.036525572448896634,0.031529697847048475,0.06590582131133133
HALLMARK_HEME_METABOLISM,0.02395472792828253,0.07631727294225246,0.15403185366581804,0.07159968651537453,0.02851640468117219,0.12527718622226844,5.3875046987506105e-06,0.07109739794526489,0.1989338305418494,0.16213900535654607
HALLMARK_HYPOXIA,-0.04311275115395721,-0.07720897340467212,-0.028972343602342868,-0.13975407259620834,-0.06559370186816244,-0.01474537549620309,-0.03281800634610732,0.07913106077697324,-0.028691208967767935,-0.07730287467292098
HALLMARK_IL2_STAT5_SIGNALING,0.015109188862828422,0.07894346662117907,0.14636573475629128,-0.017981893598236875,-0.03148368779028092,0.039162837941410705,0.02673181529839987,0.015773150768215203,0.03089638709374752,-0.01804763897906304
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0004684556572296228,0.012999631945358425,0.18769187844670976,-0.008261500014488084,0.07181537569731078,-0.010440131093365551,-0.03422543349255976,-0.011554275818308927,-0.03904467287672485,-0.1637083651717965
HALLMARK_INFLAMMATORY_RESPONSE,0.00239790475583161,-0.06076342911085505,0.09354903018554232,-0.13095164908832913,-0.04079220346111686,0.08329723581960412,-0.0387379530282744,0.055204803275360904,-0.018377039219583627,-0.13125657842239558
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08171753809063492,0.05229853915988334,0.15569961185384085,0.17177927673501003,0.09754866185391205,0.043529848372091215,0.05563874614530374,-0.02959559799441153,0.10314826178724046,0.13348279069635147
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04535393869840436,-0.026964076049437815,0.19166583737101656,0.07370438232329046,0.09654765764829283,0.060247911483954524,0.09252111657647631,0.07995205830650673,-0.13269525923936173,-0.18054178741673918
HALLMARK_KRAS_SIGNALING_DN,0.055176613046637145,0.052896753563118216,-0.0437616950990045,0.057623558243849154,0.0061772937970853495,0.11831736923767072,-0.026547485332497893,0.10498173141239635,0.28172121660460675,0.19585986629455332
HALLMARK_KRAS_SIGNALING_UP,0.024575225266764002,0.03324220056792297,-0.025789814848806936,0.1065030878946035,-0.11753304332960637,0.07732425874297931,0.024421606518698683,0.062457857362726556,0.0001797906906345811,0.05040450237761658
HALLMARK_MITOTIC_SPINDLE,0.038882832747210175,0.06206741133964735,0.1618430977379241,0.04398593206040875,0.001818071056722424,0.1779100728386763,0.01404524383734771,0.11135881962431894,0.16370666433507086,0.07881723355490945
HALLMARK_MTORC1_SIGNALING,-0.02893516415439334,-0.13168492707223875,0.14744387799608755,-0.07911558417860187,0.0015791479501941076,0.04684366628072989,-0.03767618990118724,0.021418435139071587,-0.023672996799991713,-0.12577363853571308
HALLMARK_MYC_TARGETS_V1,0.04062612933181279,0.055279091385654094,0.15216992223780682,0.08816327885585405,0.05647324304169221,0.022954509925966215,0.06563777353298864,0.09003223541128941,0.18543811099353721,-0.02274563076317746
HALLMARK_MYC_TARGETS_V2,-0.0016140698507327335,0.020170813826764573,0.04152899693227985,0.036359572461160436,0.04602932078149305,-0.026557919272684184,0.06799560613633333,0.09296286196981111,0.04922789024282875,-0.05239591053093695
HALLMARK_MYOGENESIS,-0.009497826862005175,0.10545572614282064,-0.029628317061307977,0.14284825259872552,0.060556315693237044,0.08645514723808025,-0.021932340751565065,0.025524927635238663,-0.02710683511523136,0.13019225506926357
HALLMARK_NOTCH_SIGNALING,0.0657720740206092,0.045260598639878795,0.13312917803382474,0.11973901117662317,0.08668607297447715,0.0750128626549751,0.04610748682501922,0.08633274466942445,0.2480953083071785,0.12415588664036062
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.053116538116014536,0.042104178726470196,-0.012451293259470211,0.07571628404932708,-0.08437071071081273,0.018634569726445484,0.06555808713709453,0.04355850489859448,0.23613321258924164,0.21371678886980233
HALLMARK_P53_PATHWAY,0.017063491724821318,0.02451963673635401,0.1933420624821074,0.0238189055076074,0.07278400197278145,0.06448104351886386,0.007202182344322161,0.09869456632670667,0.17932273589816008,0.021109367898352948
HALLMARK_PANCREAS_BETA_CELLS,0.0880350666236607,0.045883139846671105,-0.058529641793911465,0.1150557230166769,-0.03638938673238285,0.056662124612749644,0.04719057091844299,0.0675384588273234,0.2663424632734589,0.1678113879969847
HALLMARK_PEROXISOME,0.08750459684147342,0.0035092470769154172,0.11625041350875438,0.06695256936969747,0.009911470924983035,-0.07617881655538858,0.09548560415976093,0.025406942609081138,0.06994764384621376,-0.0455864497610965
