,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08335277854121345,-0.02783317446917704,0.04657076805273128,0.16972233342890344,0.006095926005407747,-0.02613804634641192,0.01538761826855402,0.0724241564026572,0.11371028058191186,0.20286677954445279,0.3370713856592061,0.025578765032129545,0.1506238062925162,0.0883405583664346
HALLMARK_ALLOGRAFT_REJECTION,0.04360018232040085,0.00024324012061932674,0.012007670790116678,0.07800438304375586,-0.015192720120152013,-0.012105684572230116,0.00042081555209030723,0.14198867786661895,0.14953609353884909,0.15796479093084678,0.2367761287268978,0.11617179977022572,0.12278944270772484,-0.0163842961475691
HALLMARK_ANDROGEN_RESPONSE,0.08410466687499081,0.016335667566945523,0.032241339790327984,0.05630021673880519,0.05015263750947013,0.0336988630760884,-0.022877082243419188,0.026377104526597254,0.09514215581894306,0.2030443346861862,0.343380232041123,0.09726588799647572,0.09132852882975362,0.09054608851492082
HALLMARK_ANGIOGENESIS,0.05249716757186986,0.07332644082249662,0.07587426873988785,0.101535083862587,0.051798794604154735,-0.026974951919201306,-0.03865204558595872,-0.09069312296057448,0.011072323399541869,0.022883199330149335,-0.11778281869376797,0.16796155742096014,-0.04720070114661784,0.12432726911252136
HALLMARK_APICAL_JUNCTION,0.1141858657777152,-0.05642027287094539,0.028780823088212032,0.2314252621117024,0.07581327246151429,0.12785691612779537,0.00707944538868249,0.07738630525711176,0.11471922097058984,0.23508450636887784,0.339423227501417,0.12453235777067322,0.1076760502777489,0.07769569346517438
HALLMARK_APICAL_SURFACE,0.010619938056731835,-0.11494140991629377,-0.057005780150038037,0.14834956433010926,-0.009292428690167186,0.026393438189338994,-0.013761970092672444,-0.03467673114967451,0.13466714937976038,0.24883844039548153,0.35202533094177213,0.08284137141789957,0.05755112804147181,0.05891399408231594
HALLMARK_APOPTOSIS,0.061882668177747124,0.0857541892717407,0.0458716115119442,0.01670135380442753,0.01638751315206072,0.13652805098159612,0.0128014189678024,0.0952520409861232,0.05292879665102167,-0.0035230945404399945,-0.04720183659152802,0.039314884460495976,0.03685057621405105,-0.032815942019384904
HALLMARK_BILE_ACID_METABOLISM,0.07635494791581247,-0.09130027450592386,-0.07224962066829056,0.12803827995685346,-0.0011530119412516142,-0.05765510839572376,0.03173426764998721,0.0608180606602283,0.08622535547416244,0.16634369567933466,0.3044269861210037,0.024358435943839518,0.09438688827764499,0.08308305394730384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0711453624130973,-0.043536236798462566,0.10681579163334402,0.17546890547355645,0.015384755680254375,0.03406115069746273,0.022996273030770602,0.052473318956831244,0.09754024000645184,0.24560020890558637,0.3406921285418783,-0.019728717274512274,0.08401127345786763,0.08168181555143765
HALLMARK_COAGULATION,0.09972178368139378,-0.017834308326734646,0.07529944522150589,0.24620772971152383,0.021304415391923362,0.16062287168568398,-0.0005514982343788179,0.06397961329328022,0.15920699281212464,0.23931206551373838,0.29444420151716844,0.03366549767361697,0.07827750831987966,0.01680891647045819
HALLMARK_COMPLEMENT,0.029699407190228778,0.03160654154509905,0.06153382095113694,0.1632475621116196,-0.009664889449812683,0.10941661435281436,0.030411256418083104,0.12547677703274288,0.12870033100170905,0.19845472610023226,0.23449540067757477,0.07544395910643516,0.10950021055476634,0.09441966719792408
HALLMARK_DNA_REPAIR,0.07296261974954192,-0.04500906495845487,0.03656697126116213,0.10927888280200351,0.056496237946243894,0.054864229882140375,0.028161579405071788,0.05849481615973139,0.1295984853405764,0.24100107691363146,0.3420919049686601,0.03869986971053944,0.12793679555897458,0.10005665631547889
HALLMARK_E2F_TARGETS,0.07283353063041957,-0.12084690245245595,0.06590536000523148,0.17778234322475847,0.006830908486346924,0.027044685417098792,-0.03691709367319846,-0.0389616347118114,0.12778199667110515,0.24135621724649797,0.28468957926573185,0.09679863483399379,0.07603583942899368,0.05810490733649404
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06590126135701617,0.08376142774117305,0.0344621212354406,-0.013705041691810861,0.13114200024976766,0.09672826310502045,-0.0367888955365036,0.11448677442995758,0.13058856782954487,0.10494190096337273,-0.01742272357150682,0.18119108150536736,0.04306215091961738,0.08285574192604338
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03933585770835354,0.04981667136671499,-0.0323081653144615,0.08129703457460911,-0.023141687665336048,-0.047045985441359,-0.0346732340761094,0.05382474055033462,0.06892902404308436,0.20741213813563825,0.22105551432578346,0.04442058632563391,0.1315999885181834,0.08354200837775116
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08442401091505086,-0.0599189582452976,0.05099095834558678,0.16814343880709104,0.030226096882004744,0.15714212460265112,0.03896379679143802,-0.07186407918127098,0.07650075032326985,0.18162451633084575,0.2867784842093857,0.08761744808177772,0.05688947224299524,0.054363389924304145
HALLMARK_FATTY_ACID_METABOLISM,0.04048325060514992,0.1305315676720112,-0.00708449981519926,-0.07816996283056724,0.036557009905735925,0.06561919144468983,0.008800329055906449,-0.039928676549534074,0.04140106187994629,0.09803526580212607,-0.014032899467937489,0.035204458088409094,0.058734498419068235,0.05843960542015759
HALLMARK_G2M_CHECKPOINT,0.04935111682030839,-0.07974372200231346,0.03528064101021174,0.11061535379883668,0.048866077444999254,0.012433844332466125,0.03226350491364958,-0.002857522161417654,0.11939540127218548,0.23333734412191345,0.22135930928599812,0.11685940634587835,0.07837351707657783,0.10167775304127223
HALLMARK_GLYCOLYSIS,0.03157963839908577,0.033999918293309145,-0.003767157624592219,-0.04101160698535156,0.03318308431136985,0.04668271263623744,-0.0004074782603324908,-0.021445053641552646,0.0860303173010944,0.22024692337781424,0.2639693046826418,0.08061047059550112,0.08265733098951183,0.13919314630017654
