,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.14143237939008338,0.043235884571163515,0.019824033514296586,0.1000519909445394,-0.056176964964789834,0.027096248928221267,0.08919016796852165,0.20168119603423507,0.01659081715016392,0.018198729144569763,0.054134243135916714,-0.018024208978143195,0.17978035670589534,0.06584664330417331,0.04068258319423061,0.14521251311178007,0.06498024042816816,0.1255858387956518,0.0788536080590542,0.19494299658375552,0.03027428888464363
HALLMARK_ALLOGRAFT_REJECTION,-0.003541337973410178,0.0017323004428247619,0.03436962303945497,0.061106527605017995,-0.007922828528715148,-0.03776657011669943,0.1104029500858361,0.20452623348579602,-0.08230335964069367,-0.014248013273921247,0.04532200852385396,0.009887992553446214,0.07341594092918652,0.06453001587855686,0.052240350291335794,0.07939432919501177,0.05695443655475723,0.07807757357234166,0.0742006573028756,0.0814511606402421,-0.03387821279197962
HALLMARK_ANDROGEN_RESPONSE,0.1561041156600818,0.11157867616480896,0.0647657904563642,0.12515590853896513,0.05620383140445796,0.004004360129387341,0.06159951756118096,0.24499327559873113,-0.0037439115713012398,0.05588187238967734,0.07527087390704534,0.0697687933626499,0.1259097357750208,0.050618254305230974,0.06809422628678354,9.345835023635276e-05,0.08041734517821021,0.10250771201872419,0.04690302537481414,0.07344186990387375,-0.01126627931603285
HALLMARK_ANGIOGENESIS,-0.017177250422706805,0.07388204352234488,-0.07097979738730079,0.032485701234913886,0.03032616842204054,-0.020336860975473763,0.1468534139970313,0.1810946774309133,0.10062904366823004,0.054629696902523575,0.0039997962030013465,0.10219945730776755,0.09532845367999654,0.13447201167761216,0.014210123325018927,-0.07100859042428696,0.08153022307534855,-0.08616599209351077,-0.005563816560303979,-0.22062448943327082,-0.056786305057239014
HALLMARK_APICAL_JUNCTION,0.1744356358675669,0.041601659383600005,0.029188463398585374,0.11011856316806257,-0.097033945590376,0.0660882186766673,0.11290474795105308,0.21463600045106596,0.10880130753998758,0.019698549659573763,0.03934105439417787,0.07173869224502566,0.12199941056811626,0.08479864249186371,0.06748060776049881,0.16910492451338446,0.06240787358272532,0.12857121496809193,0.1228352727196463,0.0908655296175735,0.023274758659615313
HALLMARK_APICAL_SURFACE,0.06358985757636508,0.0048809261209557244,0.040341217191917134,0.10934260003281283,-0.13361426749125802,0.12202837344916535,0.018093342548112033,-0.07850069447843377,-0.07172620683468965,0.02090539162923142,0.04631677374048033,0.04274315727909892,0.05303431661694973,-0.01487646116413098,0.048982991604002706,0.18769862772019727,-0.0009012340139334737,0.0965512047386695,0.026286925752591023,0.022939752501732656,-0.05771551702756904
HALLMARK_APOPTOSIS,0.030403028323360295,0.05790096701438058,0.01841690498107889,0.03799546741917683,0.018600754512452015,-0.040934906241997734,-0.006702852411213018,0.07218844699700601,0.05923633786074141,0.03463079469505253,0.020014850466202397,-0.018703638717475348,0.05258168062481371,0.07650488211229059,0.005455177469329894,0.045716482532737475,0.049802481249408045,-0.05878814160730183,0.0003689742122080096,0.07559004524807718,-0.05665843623671103
HALLMARK_BILE_ACID_METABOLISM,0.09745842757564756,0.013070761347266719,0.012175470948225936,0.09569135222583917,-0.10057341056480992,0.07602721363270269,0.08597353737397499,0.21384723234438816,0.021429089672744286,-0.007306775939252911,0.02684450316070983,0.05501604882456666,0.03376694681975006,0.056073219657023145,0.04814665190079967,0.14426743971949874,0.0675759586028104,0.11326357309597565,0.029521077272177534,0.22132034973379314,0.09193391954348015
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1255483919159561,0.08540195684418866,0.007041478374409211,0.09175421991611132,-0.012124813758767297,0.10031781735344777,0.10022991557574706,0.18329551060320246,0.11896337480098092,0.033221699426710105,0.019355978282751443,0.06274844852295176,0.09474340933026502,0.09239641257354746,0.1232671944917655,0.1502211111810497,0.06427597991867748,0.11515177889349501,0.04847163727813139,0.21498723122423055,0.06011047144096008
HALLMARK_COAGULATION,0.07844642143969009,0.02908432038629473,-0.006208638079281517,0.04392787732510997,-0.12660043313650915,0.0340290309337264,0.09758295647989598,0.24126119120273476,0.02950603047943575,0.01750092069109558,0.037055106439071506,0.036032704294656034,0.142225561643232,0.10254494620377567,0.04869043493775443,0.17809737142521406,0.07844918388259398,0.10262990205625061,0.0004565953142242694,0.014386079480306882,-0.08551969144370378
HALLMARK_COMPLEMENT,0.05433501777988844,0.09534434650262691,0.018719898229451033,0.0973215980682451,-0.035435132377432524,0.03206416390977183,0.06010481738918713,0.22067228555504084,0.06922615617075523,0.04430621290111574,0.03183451008370657,-0.008778750354750309,0.09616900291323825,0.09913960945698845,0.05940626093014363,0.09442845084946488,0.05813465633515323,0.09538437989681076,0.0749746309051437,0.18502129620555957,-0.01175851037283634
HALLMARK_DNA_REPAIR,0.18635764923175477,0.06844332553165886,0.08115952808175256,0.12370866742959678,0.10779968027173216,0.07669191202003897,0.1287797525011361,0.24867822477525953,0.04538656097287136,0.04528237067810568,0.052376819717450965,0.07505241688149207,0.10739912099448862,0.06346026938134441,0.02872125970807989,0.183182687269717,0.07297058903911442,0.13535982056709744,0.12883932763122147,0.23402009210569674,0.1489927276122613
HALLMARK_E2F_TARGETS,0.0854671694767947,0.0017788184216092674,0.01010173254409321,0.053736636614167756,-0.02083998970154467,0.11217370025434648,0.14226069395086097,0.2476172738283727,0.006970662234781133,0.032408321143411724,0.04928485531237819,0.07286979125759685,0.04607650126279628,0.008860111897555964,0.06898755082955141,0.16547934764036323,0.05940824976738081,0.07265253996987371,0.06491479334439758,0.20305052491737655,0.08475427146078195
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.143924719723185,0.06277762958448839,-0.03574212600637412,0.11848495125643266,0.10747968767409076,0.010189922821097252,0.09996216801512962,0.21116399519748064,0.12595269258704575,0.057754777000248274,-0.007703146019469057,0.08215847991009724,0.1806574907640015,0.03697331120288207,0.026120363562252426,0.128708178916254,0.1638903611616394,-0.025160029607045793,-0.005395920910837238,-0.031300667391938854,0.0033089622504338546
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1313390950789827,0.06059234630868988,0.02292757336870798,-0.010578730244938281,0.039823319531919234,0.031240514030632927,-0.016538332817579514,0.1653215380927862,0.05171561572599212,0.020835037320276185,-0.06436012370219017,-0.03610413194600488,0.09932182472174601,-0.024004018077211683,-0.03311842376575834,0.06516551773597688,0.0872122684920725,0.08239975610755516,0.10687083482399279,0.12391993077018275,0.09687276194004094
