,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.11620878201365625,0.11856615605185185,0.023786950831704533,0.12418520954779982,-0.0055241400259175115,0.10666498864692013,0.012347914629944758,-0.2780998336459465,0.15077319671543352,0.014807375747297909,0.13344676626704663,0.08592704264659536,0.009174813860286138,0.029021625268660145,-0.058307443621823274,0.05058786106278429,0.04205692080080518,0.1636750096133095,0.024065615186795338
HALLMARK_ALLOGRAFT_REJECTION,0.12965046331193267,0.006637851214425252,-0.08314292760948179,0.029438877422339083,-0.006276146088891228,0.11324321024708796,-0.20139749466551082,-0.5329879748575093,0.11519762791072206,-0.05669690333744433,-0.24060255030176705,-0.08234197753741122,0.005593089952705405,-0.007340818862387652,-0.07079829265470379,-0.029215143380522515,0.012933095943466661,-0.04437180688714755,0.06699006077991547
HALLMARK_ANDROGEN_RESPONSE,0.004265489550694422,0.09721114718607225,-0.0009794446454466188,0.0774433991168879,-0.024612554631412507,0.24955625840180226,-0.14492831564350597,-0.5365755127760186,0.050638811492182544,0.03135656626998173,-0.08010899177158726,-0.11837665051533086,0.005237591435617065,0.06323117108369862,0.019301538810977507,-0.02970677610555402,0.016311202302937932,0.15852024375577384,-0.02530275759401746
HALLMARK_ANGIOGENESIS,-0.2890220822153387,-0.06076994433856281,-0.007187949172514981,0.09051701501301657,-0.04700559139124773,-0.26076628664414775,-0.26730106422840777,-0.6389537278858537,-0.21924702583203012,-0.04512383627767558,-0.24144002091244923,-0.20176305882937823,0.04959405645663752,0.04369011916454058,0.0025536171669915445,-0.07489525709806406,-0.007190250633111578,-0.004442084034296247,-0.037739141801296935
HALLMARK_APICAL_JUNCTION,0.06393841093143206,0.13101224674370138,-0.004687756510428068,0.10526766684322862,0.024155283038749042,0.03508997079213981,-0.217310111335035,-0.4987696874025096,-0.0720458868629628,0.04322118166613619,0.04676881567624088,-0.16237528096184223,-0.01707554501422859,0.05035102948370946,-0.043108394071384615,-0.04713922506921286,0.01860301503215826,0.161236389722692,0.07185597570184189
HALLMARK_APICAL_SURFACE,0.2505748291393435,0.15204537267530793,-0.00507838302795735,0.07860834173801219,0.0596009110858536,0.018097033665009934,0.16037359035901777,0.4528103768541769,0.16596680909281583,0.1420888744373234,0.18644101904458957,-0.017559831137583855,-0.03260412290521012,0.029575913108845477,-0.013340804703234567,-0.036208767991872434,0.07586151260162273,0.24168260596521288,0.11715683185416785
HALLMARK_APOPTOSIS,0.030449865751599185,0.03867476088107781,-0.03386142788365006,-0.034226439015550204,0.026438125508316652,0.03970155232979333,0.05365881497104934,-0.10804829383415467,-0.1411502789002277,-0.03723647228577495,0.017527240693859053,0.11155085560097872,-0.07394981069843301,-0.003811731658173398,-0.04642854036297779,0.03537061007592492,-0.023867360007868446,0.169048532508845,0.0768310317776094
HALLMARK_BILE_ACID_METABOLISM,0.01780783439593637,0.04466241164857075,-0.00882208530253397,0.09726926638533138,0.05930009031162813,-0.04791043886647254,-0.12427895658831574,-0.6666254707332393,-0.10418100184221879,-0.07915877787983516,-0.0023337662341550327,-0.04009297654330794,-0.05575554815860287,0.05551228786786459,-0.003021210785098116,0.04714785292786549,-0.07362501499342959,0.06672490216130719,-0.0002640517744647282
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04155107792844016,0.10492016272465417,-0.029408574012355276,0.09944299877412134,-0.018979834671329732,0.03800187246448153,-0.28985518863235893,-0.43767895379760763,-0.21689819673111038,0.026519691417598818,-0.1549353622999181,-0.2003035494411861,0.08969946953166744,0.09716955653811542,-0.0087175465366672,0.02270689481390577,0.009296081165803457,0.024975239701674326,-0.04330107400198347
HALLMARK_COAGULATION,-0.031994135675758685,0.06420131551796558,-0.056272555121444,0.051632308606626834,0.04340903607437029,0.09471654280416221,-0.2798947165128329,-0.6267954643717589,-0.05330364230428598,-0.09970111418098612,-0.22942350380305618,-0.1263902044948011,-0.10746476989330554,-0.026666415827535456,-0.01436062183193791,0.041802532947809105,0.06131764594247489,0.16348926265843136,-0.010700616890750565
