,UKF243,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09182930570248726,0.05415104591375216,0.028577637849636663,0.0661281789680302,0.01886799034793789,0.006485846968823002,0.03340726595529432,0.036704712131736275,-0.053847165683512443,0.10923821932034027,0.0655178232254136,0.08442885174445579,0.19838070824038823,0.20334483110117527,0.05090036108718136,0.10299274268555826,0.028050159415280326,0.23860297409893685,0.07239208578762196,0.03273200556829339
HALLMARK_ALLOGRAFT_REJECTION,0.0932905635769361,-0.000628598889910224,0.018294542510485068,-0.0020305930435629807,-0.12913796188151191,0.08864978108322885,-0.040557610487355,-0.03634323349131622,-0.008446888251243468,-0.09266979935454875,-0.05617770609717572,0.04782590125020233,0.06976268209372367,0.11667867537141267,0.08896679979982505,0.05659104422047437,0.10272761036577174,0.09368252749384433,-0.029119835767464835,-0.10439525036172398
HALLMARK_ANDROGEN_RESPONSE,0.11066200807243422,0.01689581015692884,0.036053579363208445,0.13259071056762897,-0.05320893658161515,0.015453093403915255,-0.012902173818724697,0.029693046939671494,-0.06934630416805328,0.03493901862676486,-0.0026584001332262642,0.017742600551262627,0.16836665447458116,0.16898136368951663,0.03920847931399731,0.011984768409145792,0.039097849178441293,0.09105891396633672,0.017301759372978398,0.0316519918443942
HALLMARK_ANGIOGENESIS,-0.04671342758269568,-0.015043512116596243,0.005022546306307001,-0.11570403420462114,-0.07847520334780017,-0.02629648555517481,-0.04349337895666174,-0.07840815148460148,-0.0880072076917577,0.08598600033567048,-0.09015398880292824,0.0045394388302938465,-0.05502296107017712,-0.14445686465651278,0.05197657969854961,-0.04877401875831667,-0.03384918333897842,-0.1795728278993349,-0.0019993665568178377,0.05874187150494885
HALLMARK_APICAL_JUNCTION,0.10635448582085254,0.045991771487846105,-0.004354866302184957,0.08104606009315557,-0.07165014982156358,-0.05752360394665559,0.029396473468555482,-0.033264249196676005,-0.07123920262313176,0.01704099126808365,0.02748293288882789,0.0778511877662412,0.19023694198233482,0.19047030194377562,0.08649513036877246,0.03174706804268314,0.028834346375428727,0.17389539100412432,0.03714469729150216,-0.013395038043096672
HALLMARK_APICAL_SURFACE,0.09776060886753496,0.05916919433142599,0.05334477929059377,0.06469050959873714,0.015598351533102418,0.042493412528932635,0.02051148528355198,0.020405849272552175,-0.039902974574378094,0.16548205051327067,0.18118219570603442,0.016855775487773755,0.17766776818775903,0.18723761196749533,0.07862252977134629,-0.01461476584201799,0.06361420084604097,0.14724986950337493,0.05638670757346004,-0.03683759277979208
HALLMARK_APOPTOSIS,0.08969257685476409,0.022028152511476048,-0.01374003026798233,-0.019594296084823836,0.048174315326074926,-0.022642279235863663,0.01114316609176238,0.02128873363024355,-0.05940259236297379,-0.017893014495795133,0.08357352930297277,0.10721429113760861,-0.02412902420086842,-0.06547578412663413,-0.028731095180809983,0.03735486407770652,0.014110178502241258,0.045538771689510836,-0.008798994135796842,-0.005595711066179611
HALLMARK_BILE_ACID_METABOLISM,0.06687975973495665,0.04913160380281709,-0.0016109627636634511,0.030161084888253902,-0.07347921900123029,0.005780553399228698,0.050857114631347324,-0.037773615085250206,0.05508885576037115,0.07972942074000273,0.08055592643218533,0.06108847490607895,0.1805185830940466,0.22217700560141226,-0.005068375855184142,0.03429307627575923,0.025677258219424074,0.2206061767873371,0.08553186554099954,0.025762129961093453
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07780849528539435,0.040698905061573754,0.024218286965310615,0.04475404648891116,-0.05836409712770037,-0.06643582557202649,0.02049623463645784,-0.00851689987791229,-0.028223810527869084,0.03439248943435654,0.1198448146510517,0.05582089323814087,0.2187479669276104,0.18794794712418772,0.0620509126875462,0.039041121926312566,-0.014900976064898252,0.24848671011783463,0.06258048391123128,0.0002537258238302479
HALLMARK_COAGULATION,0.07773027544270686,0.05118810064568255,-0.025884407799959576,-0.004810000776057763,-0.13279070105771626,0.004970471953630292,-0.019169050529953133,-0.0039049017779566506,-0.1329714129713579,0.12172702253656624,0.02724573388119377,0.09439925973531534,0.16350473267383492,0.09773819062510795,0.022842205761447375,0.002602076676610124,0.03972290707102369,0.08464539833522879,0.05675105995037405,0.002886743844187413
HALLMARK_COMPLEMENT,0.009772030896659394,0.08506447623288103,0.03792190575858328,0.0760206527202782,-0.007159873503048928,0.019640263745327183,-0.011346926137316311,0.010193582068878597,-0.06723955756843919,0.14755561693156843,-0.036482994957470365,0.0919793660687729,0.11344375124328723,0.13267363429905818,0.08064973824560326,0.10099071940294989,0.04215438837526385,0.22219427261775515,0.05919836326965823,-0.03993284038988844
