,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.037896968997931095,0.03897578897825308
HALLMARK_ALLOGRAFT_REJECTION,0.014450637770976658,-0.07969483542951701
HALLMARK_ANDROGEN_RESPONSE,-0.006914395485063744,0.035554174196266615
HALLMARK_ANGIOGENESIS,0.007068572025266735,0.07194713005791283
HALLMARK_APICAL_JUNCTION,-0.037176575487654996,0.018377032423495258
HALLMARK_APICAL_SURFACE,-0.056135853197653025,-0.025277477870979923
HALLMARK_APOPTOSIS,0.017290916048130708,-0.06537196017751434
HALLMARK_BILE_ACID_METABOLISM,-0.05403776815740588,0.10833109940486747
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01795941255753327,0.065961061793464
HALLMARK_COAGULATION,-0.0455383277738994,-0.0048122497703813275
HALLMARK_COMPLEMENT,0.028561993299497757,0.03322301569028387
HALLMARK_DNA_REPAIR,-0.06818050078756485,0.11716689834913245
HALLMARK_E2F_TARGETS,-0.08260688582940333,0.06530643362236031
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.019977657698779343,0.03948760821625282
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006211578271014442,0.081787338919227
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03156504429085892,0.023480273836524918
HALLMARK_FATTY_ACID_METABOLISM,0.05876975930733835,0.10850518943130015
HALLMARK_G2M_CHECKPOINT,-0.039224000693510605,0.09931432562652165
HALLMARK_GLYCOLYSIS,-0.009675857725132839,0.04975330698167696
HALLMARK_HEDGEHOG_SIGNALING,0.0704531969454243,-0.05289644970140321
HALLMARK_HEME_METABOLISM,-0.024226108728365718,0.050565423067234966
HALLMARK_HYPOXIA,0.15048300100148718,0.15649163663250207
HALLMARK_IL2_STAT5_SIGNALING,0.0005153864920288694,0.08874757175060595
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1206022948844784,0.11438635091999297
HALLMARK_INFLAMMATORY_RESPONSE,0.04434249971677986,0.06464823392294752
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.09951005683771527,-0.01666350929732237
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.006747569984105305,0.09860835810963946
HALLMARK_KRAS_SIGNALING_DN,-0.030156743555687083,-0.014331056799159955
HALLMARK_KRAS_SIGNALING_UP,0.05597043550682926,-0.07616993204883148
HALLMARK_MITOTIC_SPINDLE,-0.006953835499291101,0.023120384665464653
HALLMARK_MTORC1_SIGNALING,0.11219261306228547,0.11418699645176765
HALLMARK_MYC_TARGETS_V1,-0.0906352004182967,0.10959270606477255
HALLMARK_MYC_TARGETS_V2,0.050276888704460336,0.05797249804735333
HALLMARK_MYOGENESIS,-0.03037070936570039,-0.07958249987487806
HALLMARK_NOTCH_SIGNALING,-0.049280713720984956,0.09642639607777502
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.051419774568333645,0.03755558448278838
HALLMARK_P53_PATHWAY,0.04148848462558447,0.12656558389155828
HALLMARK_PANCREAS_BETA_CELLS,-0.08523093726814597,-0.058114543222865
HALLMARK_PEROXISOME,-0.034980626312591676,0.024156850422752733
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.07866011144731154,0.01728980700694652
HALLMARK_PROTEIN_SECRETION,-0.005030809516244553,0.04949279695948202
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10362647234103484,0.07507106344999509
HALLMARK_SPERMATOGENESIS,0.0023768954382816397,-0.008736897830727168
HALLMARK_TGF_BETA_SIGNALING,-0.07199120818709509,0.016607510480765218
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09828854691086628,0.14695500767746106
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.009540899926313757,0.09365904956673184
HALLMARK_UV_RESPONSE_DN,-0.011920717637147667,0.06598921642585755
HALLMARK_UV_RESPONSE_UP,0.06341854034612916,0.07327792546315351
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.10653737575994486,0.03592671207220001
HALLMARK_XENOBIOTIC_METABOLISM,-0.0010954682588828178,0.09544689344968754
