,MGH258,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06181364168422276,0.03669700817228106
HALLMARK_ALLOGRAFT_REJECTION,0.015874283055926246,-0.07359154128027898
HALLMARK_ANDROGEN_RESPONSE,0.02467634654735291,0.029171582895087644
HALLMARK_ANGIOGENESIS,0.02042376553139553,0.012376953117201554
HALLMARK_APICAL_JUNCTION,-0.05721861076182821,0.05956376386530133
HALLMARK_APICAL_SURFACE,-0.04316173748850897,-0.008365014717260588
HALLMARK_APOPTOSIS,0.0654249720636999,-0.002752137512537572
HALLMARK_BILE_ACID_METABOLISM,-0.10387303136996189,0.01243209432165613
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06128068594568571,0.11991476366255475
HALLMARK_COAGULATION,0.05023009285214554,0.06948241027560592
HALLMARK_COMPLEMENT,0.009788118059791124,0.018280563264329208
HALLMARK_DNA_REPAIR,-0.03891702105756793,0.04948399621803136
HALLMARK_E2F_TARGETS,-0.025441815799366625,0.05345065405681555
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0451334137569222,0.05360781733583815
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0481142787301441,0.062026730687103016
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.031298947251461824,-0.008671564268521132
HALLMARK_FATTY_ACID_METABOLISM,0.049327625641907874,0.09416610081381281
HALLMARK_G2M_CHECKPOINT,-0.09501285895492181,0.025430941580615058
HALLMARK_GLYCOLYSIS,-0.06523611259030629,0.036234969862666
HALLMARK_HEDGEHOG_SIGNALING,0.055599148255399654,0.025026813143150122
HALLMARK_HEME_METABOLISM,0.009834507924903042,0.03551822744511188
HALLMARK_HYPOXIA,-0.07483030564467255,0.03313028295496959
HALLMARK_IL2_STAT5_SIGNALING,0.030409016199467603,0.028496606448151694
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.011760655201146776,0.041416838767472396
HALLMARK_INFLAMMATORY_RESPONSE,-0.023467486388636497,0.07592438452611898
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.11341328611398098,-0.016335038551883733
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0877707410083621,0.06046125176033225
HALLMARK_KRAS_SIGNALING_DN,-0.009618650114202203,0.014586458401514466
HALLMARK_KRAS_SIGNALING_UP,-0.007765521400018148,-0.06309471332911183
HALLMARK_MITOTIC_SPINDLE,-0.05186327339323001,0.042108870587985764
HALLMARK_MTORC1_SIGNALING,-0.03404421999610789,0.02674565913447435
HALLMARK_MYC_TARGETS_V1,-0.053314809743463705,0.04538561639719323
HALLMARK_MYC_TARGETS_V2,0.03271006391475772,0.0789201857273726
HALLMARK_MYOGENESIS,0.020052070263360762,-0.015882225328858364
HALLMARK_NOTCH_SIGNALING,-0.05860983980104751,0.04068915678250818
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.049399790626558554,0.02780368979569439
HALLMARK_P53_PATHWAY,-0.005723114935191613,0.003842001192230958
HALLMARK_PANCREAS_BETA_CELLS,0.007666781218998058,0.03794109139977711
HALLMARK_PEROXISOME,-0.05107363890271676,0.06168591435380719
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.05964075217250771,0.04698387026031316
HALLMARK_PROTEIN_SECRETION,-0.0683309167724865,0.0655772473054931
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.09499098937760207,0.016338311478644098
HALLMARK_SPERMATOGENESIS,0.03570481715174845,0.016473458616610055
HALLMARK_TGF_BETA_SIGNALING,-0.05384715508903875,0.00214432647017175
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04480658358751659,0.07193007426193851
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.036544878369194005,0.04927179639209594
HALLMARK_UV_RESPONSE_DN,-0.02581752117893261,0.052815074514325294
HALLMARK_UV_RESPONSE_UP,-0.07114639200329585,0.0017606766593318503
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02938474519525529,0.08740368039335843
HALLMARK_XENOBIOTIC_METABOLISM,0.008838541158478397,0.03173281934286931
