,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0393616389739529,0.019154621595337637,0.08449924290374852,0.04323722541110602,0.05053323211129919,0.07171488349315264,0.09821101812317341,0.029609096051991777,0.007944222000026755,0.02398317336065375,0.16922165978842496,0.10973498392258414,0.1792741602647195,0.09108815194102271,0.1220531653954413,0.030819826069903286,0.08960774678106176,0.1414651316782109,0.16721127961680904
HALLMARK_ALLOGRAFT_REJECTION,0.03585109052598966,-0.018540527560963475,0.05087034715719648,-0.009265228801283021,0.06945789381635718,0.13623257482593015,0.17731566027162796,0.04675212764773473,-0.024377571808094804,0.023582723076096226,-0.045544318267957684,0.08856989541784395,0.12036766144111885,0.15708891951363085,0.09825393736055797,0.07359300233986239,0.07674471279660919,0.11181783234224976,-0.053860910957412446
HALLMARK_ANDROGEN_RESPONSE,0.06771994894145453,-0.029213300577187025,0.07742340765593586,0.021370438726541346,0.09215959193416336,0.14932483372116223,0.16777668348615335,0.07077269355630778,0.014528265986412188,0.09939222306565752,0.1452007920554742,0.14259013868142978,0.13248469876771415,0.1409827966950229,0.11914967056699725,0.07670088495765695,0.043920174650828474,0.08732098119042676,0.11177390337899107
HALLMARK_ANGIOGENESIS,0.030777818311342298,0.020137381244027905,0.006604847641067197,0.02312071978066618,-0.03901922404114707,0.2033302834608876,0.17422354732074097,0.07568538800139091,-0.001469740742918936,0.07106213632738263,-0.04793237744122938,-0.14289154461280099,-0.1295256947869735,0.04766400580643704,-0.09235522400714367,0.05570138578695148,-0.041505601510388145,-0.0796037860773368,0.0024639192287490425
HALLMARK_APICAL_JUNCTION,0.059351410530744914,-0.006775630602549469,0.10110755914885676,0.023927390875158668,0.09225497235748992,0.2201681219190824,0.1981508811237072,0.12311424778384886,0.014081202854453039,0.12898258946799598,0.1768261458147078,0.07338569901303975,0.24251140777290053,0.0850455312385433,0.11952753917960011,0.07541565491223183,0.06271119650013915,0.11288941136465107,0.1597608472228368
HALLMARK_APICAL_SURFACE,0.03660697625449068,-0.036479115155996986,0.0342572172576518,-0.00065666700605674,0.021954523207149943,0.00741767300790164,-0.08260512885597787,0.004316169439293736,-0.0714605481499182,0.11442774717704021,0.12169621907051732,0.03402855896506958,0.16955844677283874,0.09798427842309954,0.1045243456617412,0.017624002528086918,0.05677195698438183,0.08396764262865208,0.052393425178316515
HALLMARK_APOPTOSIS,0.02021930280064354,-0.018448430250829338,-0.031774658187929,0.020821758912648074,-0.01973694070107408,-0.019806372615103412,0.07241390911552968,0.10550614088830412,-0.010613906416739783,-0.05694508539384039,0.055152992535482545,0.03386626272593565,0.08553888181150805,0.01943322898364481,-0.07689674684584566,-0.02530954105029262,-0.00636787610245466,0.10497178997163391,0.029920838282907793
HALLMARK_BILE_ACID_METABOLISM,0.023857448620567174,-0.007449354405815893,0.07418781210149449,0.032452471872038535,0.025158351187069095,0.14487000852470353,0.17274046264248635,0.093471421283186,0.05887251376812232,0.07280510701848875,0.14105136253368794,0.09006655921150918,0.11761739608004217,0.09175886913099207,0.09321830462274631,0.10943407729269064,0.033618900181177656,0.15670176875819855,0.16939368483143016
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.042175159928709814,0.04847067581781299,0.057820605217649056,0.0625225153142758,0.045629668483114734,0.2045525211310421,0.0950186924327244,0.06734212293908426,0.019486644734184985,0.12979941283906035,0.109523779374423,0.13596314932888723,0.1381910552079065,0.07553979603118974,0.14206905481078816,0.053373414358448806,0.033271644027787456,0.12578269030814807,0.16001198005823286
HALLMARK_COAGULATION,0.05778734674021253,-0.0035973672158176543,0.002465428714329347,0.049705108426335805,0.03319158075011062,0.09986342991767627,0.18056274404658906,0.12678823207185538,0.025194853165702545,0.050705222075242425,0.13142894694369117,0.08101348800433734,0.20382814110479727,0.13533036272393656,0.08809259146994043,0.022910273924299097,-0.014135721884876178,0.0679640668342275,0.14976990766653037
