,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12033205516778597,0.1740188574819949,0.03702436026734193,-0.009638810438783658,0.2535429278383482,0.07211461373999972,-0.173381440676615,0.10400239932925344,-0.015526060462873723,0.18500081973576657,0.18008739736062493,0.07655277492212009,0.008227086886595989,0.09361143086847802,0.001590139295337493,0.0564213462787774
HALLMARK_ALLOGRAFT_REJECTION,0.15408730893526523,0.03287647347482834,-0.12859234333777575,0.003907914265934081,0.07238881844593174,-0.09815341115716267,-0.2517756188733258,0.06052568140322978,-0.11336700424929627,-0.3950579427853838,-0.16908838618612118,-0.011929102994850223,-0.051932498451573376,-0.050745627486424014,0.17455410666580676,-0.030535078048933136
HALLMARK_ANDROGEN_RESPONSE,-0.034439732801523515,0.12074556392849306,-0.05341224542418004,-0.016356025639813983,0.22346819789866434,-0.03124652478829339,-0.26387067417568066,-0.007844430846968826,0.03520198485395646,-0.11859408533639651,-0.1606086896049481,0.0279527723055416,-0.035063901707530785,-0.004268673400120529,0.016908961428697224,-0.0459607057920047
HALLMARK_ANGIOGENESIS,-0.32096532444806924,-0.044517562658798304,0.1364248023702284,-0.08605113443725909,-0.29112907176532266,-0.0881734444304197,-0.36031095896339294,-0.1433068082448484,-0.12748915321637935,-0.4102008210095375,-0.5399857283298064,-0.025935709184178826,-0.0705137949380096,-0.05799805038586675,-0.1490841902530199,-0.13309236349535244
HALLMARK_APICAL_JUNCTION,0.024159319451050685,0.17686401935769666,-0.04713115753782837,0.014259640815197084,0.0752841271510161,-0.07771436387734625,-0.2636992046779869,-0.023063461958588858,0.004052397931129187,0.06668477296492889,-0.2702611563854641,0.07128538346534358,-0.08378748111885624,0.056667648176056816,0.0012143888587517664,0.07506437143173149
HALLMARK_APICAL_SURFACE,0.26951925012148664,0.17760676776391932,0.006489487069041542,0.05847021746075478,0.1584202997315199,0.13950021145527303,0.2511195144453965,0.013562856875503288,0.19665263759265514,0.38569418874235123,-0.11351564651067432,0.02989309719575208,0.012684582651666564,-0.00666922221653413,0.1796274776086955,-0.034298358009660725
HALLMARK_APOPTOSIS,-0.01140836143318337,-0.002928442279380759,-0.0069458224371221336,-0.0054295617749844614,-0.08993028763216947,0.019617014099220963,-0.05567899731032285,-0.1709218051979332,-0.03962900251947194,-0.14568847676610955,0.3038454898479963,-0.010384224045402715,0.030442685456223972,0.051904595871806576,0.0952021286657003,0.09736669891668076
HALLMARK_BILE_ACID_METABOLISM,-0.0057047223448239625,0.15102803571272996,-0.09988932668764917,-0.028321150978712423,0.058879772573583546,0.015078519157899508,-0.37102509797524336,-0.0854417842879864,-0.07348384238532446,-0.027693158485647216,-0.15227985342591957,0.04341131647330231,0.007733407779116656,-0.029869798071714825,-0.07566925986784998,0.005825632394016364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08169340948954905,0.08876723878135508,-0.029385776026064674,0.010556433467060035,0.08430698613795005,-0.09588423320576196,-0.16673114564782815,-0.12100103277413948,-0.07886161735387162,-0.2880469460593426,-0.4013785576754259,0.037982293970308216,0.060710724937205994,-0.03328155167398977,-0.08450412442683423,0.014169254514358022
HALLMARK_COAGULATION,-0.03865358026373893,0.07209954252394127,-0.051678796429944045,-0.02531743089085344,0.050950577165673826,-0.09324543792148603,-0.3158370136194367,-0.006326141685854666,-0.12232217051089582,-0.41318256823967076,-0.2469970482092361,0.06042814951383097,0.04183971901009268,-0.03784768453641037,0.06261989049767515,-0.1481809655653569
HALLMARK_COMPLEMENT,0.20294905853863593,0.11041823189635834,-0.03378856403626876,-0.028435804142869427,0.14233319665162802,0.03362163631726534,-0.19722945496612773,-0.12677194366191052,0.0291110560588804,-0.23655669114396347,0.08913939483955308,0.008506126484097948,0.05685478814611259,-0.015715221736582345,0.03275247163078518,0.15467535055228232
HALLMARK_DNA_REPAIR,0.08553104624288187,0.19803519922334883,-0.016474829935174518,0.0025405822165232225,0.2406159457612444,-0.043461766451452874,-0.20488183661956744,-0.0043656074954723945,-0.005749893898890962,0.19400357118335568,-0.20605800105544161,0.05926146049544399,-0.06533338676157066,0.007221709263307087,-0.10071102043189609,0.07213296798519003
HALLMARK_E2F_TARGETS,0.17756205067052339,0.18438687925582534,-0.023083714673389242,0.007269198442821724,0.21756175683285708,-0.11877500137818348,-0.2975213829908361,-0.03837895300357549,0.020687946567309455,0.30486432481412884,-0.22234695893103604,0.027806683411831436,-0.06650271011641161,-0.021629996438998975,-0.03294758707633552,0.12121952204758502
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.30162950157207763,0.0035795480424653378,0.032103265478044235,-0.025814556380523344,-0.27183743652908343,-0.11757166258937168,-0.22148252265138943,-0.13100978896991555,-0.10249770895961752,-0.32146057147691814,-0.44195121038653995,-0.025860490303944605,-0.09382963092022434,0.0010988968139452524,-0.1387768430882312,0.022454437767323802
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012752012118360776,0.07323540355468186,-0.02243548811302352,0.0005570184256950707,0.2903436552273539,0.07389502092959307,-0.18990425669039684,0.10187925122424589,-0.01630662000892477,0.3619752784077811,0.4707109891624829,0.00034578812126408214,0.013723335484633517,0.04101890252864478,-0.12234803627083951,0.05474399959029871
HALLMARK_ESTROGEN_RESPONSE_LATE,0.21620240982275393,0.16505653692943417,0.06726449362226367,0.013823832518151351,0.12458173606390756,0.013560938678119614,0.2653584237776571,-0.001677199328969423,-0.004465792404448092,-0.16643885572033704,-0.3553427309816317,0.08014551504342439,-0.07066450803337211,0.027229921309796717,0.07063978665944366,0.07678176393319715
HALLMARK_FATTY_ACID_METABOLISM,-0.09128132591392633,0.05143577170350133,0.010512591299936333,-0.015856473225026382,0.12928646860385418,0.033273849323418876,-0.26341106605105036,-0.0644006902482481,-0.013266857051762828,0.15584754928203418,0.3099857688704502,-0.022198667424954455,0.04745888973437079,-0.019365243656123743,-0.047963586671355606,0.12617124854973927
HALLMARK_G2M_CHECKPOINT,-0.09037618776232896,0.1653208157111839,-0.03627708398073576,0.011414090924256446,0.014688964707031887,-0.12866453839849137,-0.28239557777686614,-0.045011208476725004,-0.0008676984026510286,-0.03555750209225329,-0.40443265894403857,0.04544371256117654,-0.04690061910268989,0.04171002167276975,-0.1581591281221915,0.04237186855525506
HALLMARK_GLYCOLYSIS,-0.0029372869092961786,0.10198204127107961,0.000851483607802914,0.00874037017609853,0.10541618454592873,0.0765688922318475,-0.1910253801368116,0.04737981960196786,0.10026138445967217,0.39560361998702515,-0.06177650067803482,0.019980466463574268,-0.08226415144704223,0.05196596860438915,0.0011568905600250323,0.09702488772041293
HALLMARK_HEDGEHOG_SIGNALING,0.31290863701306393,0.21271051228257354,0.13201281048495764,0.08614741245636422,0.31102343905100144,0.20220574073131822,0.37370720686923686,0.15964316318870211,0.20274487055136686,0.49738988959871766,0.44405015998139913,0.004021002573925906,-0.04484875748780537,0.05243574231752029,0.3365546909850992,0.17991439410807994
HALLMARK_HEME_METABOLISM,0.048388884607538894,0.18324149053302,0.009648681658078076,0.0411005924884023,0.31930257902420395,0.05867206141142287,-0.22277028695840073,0.05898993664257292,-0.001673002345556286,0.248748229780997,-0.06983220171807303,0.05567540698615114,0.013706090973878227,0.04594435065176244,0.009627092542867673,0.03198461996197531
