,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.048202478537425056,0.12943303630394293,0.1568114199583331,0.05409092479986633,0.16886157662778115,0.0006069325313169147,0.043999871071840405,0.028745469193987596,0.3629692817621559,0.056991272612628374,0.07642637390339585,-0.00367636309207654,0.1258937665301755,0.06917448473197982,0.23512806672104658,0.1278047307466513,0.06487793503758503,0.07606378963410336,0.02644251962552149,0.1308744799541891,-0.017848746341869698,0.39352385940449375,0.2152406904626406
HALLMARK_ALLOGRAFT_REJECTION,-0.0011118529068100077,-0.07404084475785803,0.08346025269459124,0.03236546335357669,-0.012395142303562546,0.005298481283373324,0.08483021154778563,0.09262756337530426,0.48152159006700557,0.08621779026135153,0.06362746850109273,-0.0134476527176957,0.15457363047271236,0.11152091561294189,0.251129537150673,-0.011148575841928366,0.11672470853721793,-0.02400991275051009,0.010420024805445422,0.12732506086018083,0.10208353720455028,0.14522586437216212,0.023689305815401077
HALLMARK_ANDROGEN_RESPONSE,0.0468205155434347,0.15203047895083024,0.16180411731398275,0.013688718158995701,0.13889486500491766,-0.017089401564035083,0.009968718657864216,0.08735025535323464,0.44800722308268154,0.10224778318439473,0.055107506188231875,0.04481047702260303,0.17797514947049847,0.0970247494591735,0.2833218456528471,0.15662491400447756,0.04463425829588907,0.1367091257822266,0.09578485517340282,0.08423716845729413,0.11891542978104497,0.20644805163501162,0.2802646623386233
HALLMARK_ANGIOGENESIS,0.02426418824958515,0.09081728036205024,0.012027200288755917,0.06640000982131321,0.001823076479088946,-0.06360449103682259,-0.014212674508036932,0.13732829431497315,0.4674323878262816,0.029775711585069697,0.05058916684553058,-0.008454947232523899,0.059007978117490936,0.03470003466969144,0.21576495563148118,-0.12880338034296326,0.034559459053393075,0.14528805949637955,0.11930021357160933,0.048312034124925775,0.17664585215131756,-0.2675964839791063,0.27015959554200636
HALLMARK_APICAL_JUNCTION,0.014044295979193275,0.19295172443319575,0.18517635283589512,0.0949071811683942,0.21472890337773423,0.057777243029005616,0.12404159735931831,0.11954865236640924,0.5160069721082049,0.1443974305050254,0.05304798097908932,0.08389921282166214,0.20428221714740144,0.14934409417928698,0.23589120720616877,0.12227317237395577,0.10164578517181092,0.15649789690181254,0.07150930141943634,0.13752577957184628,0.08511745801077933,0.2960942031595155,0.307080274765293
HALLMARK_APICAL_SURFACE,0.05386809316548924,-0.05133398909627522,0.09860373594375997,-0.039249356517112935,0.16979625439939283,0.04509557918767196,-0.024207733474656618,0.014407935111744255,-0.20176211802973779,-0.03167895146642686,0.013236916954111336,-0.011271926335017548,0.20736649064544904,0.0686131633445654,0.18160188559312646,0.10095909450939936,0.02379743682816657,0.10533088256955084,0.06665165574220067,0.10474427075877679,0.04453818220544484,0.16276373533894026,0.15203336362523798
HALLMARK_APOPTOSIS,0.009133810012052367,0.036770894355213114,0.13554681316571457,0.02156107476750614,0.0059496705596681675,0.02285938350141837,0.14525686974253235,-0.02553000829213107,0.15564465736163366,0.01865278173489116,0.03092934705072196,0.0869802034421557,-0.008205261760570792,-0.07448434262401288,0.1526809139064528,-0.008805563625321143,0.07733705646484221,0.20872736939287587,0.15501093928833826,0.04234103741544172,0.07625412739262587,0.09505490217056534,0.029899005827674876
HALLMARK_BILE_ACID_METABOLISM,0.009737050727239375,0.1394145256891613,0.008742278247882007,0.0532199652447007,0.1715271837661098,0.048049362019837734,0.02574818710903429,0.046218944386350394,0.47615312396949794,0.10528324814989978,0.04726163662854862,0.02547734402478823,-0.018416817292746374,0.14396052382713093,0.12267401899619043,0.07762743432926601,0.09693379667880157,0.08243569622215989,0.012280640867548591,0.04023231763559121,0.019228731569975174,0.40195951976614247,0.23888903196289238
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09147895048208148,0.15296281009369972,-0.020713688193311167,0.06725502089289075,0.1375810129147097,0.029675586478273536,-0.00949792758815933,0.10506556050055871,0.338783984778124,0.06091562925913416,0.055450112304966784,-0.04381871413197304,0.11357974596534372,0.09323582747039341,0.2888193306761068,0.1539303045814605,0.01853471372680413,0.07192006080982596,-0.006363457843761798,0.06179312691881593,-0.03289207222794537,0.395414063305336,0.2471342464526101
HALLMARK_COAGULATION,0.044105381227582834,0.17842584494946978,0.2509085368084384,0.040486346374149336,0.11850942229664756,0.03937598805979301,0.21653702910848602,0.0551123002227926,0.48079901321534896,0.15454927068035984,0.07225388937479656,0.021796722246303968,0.23322116300823434,0.1362642150356346,0.1358173345904481,0.0885089029018633,0.11734867507024226,0.20010672179519667,0.15378708456495843,0.11063970948311301,0.11345046189769456,0.14744053310239097,0.17807920202755306
HALLMARK_COMPLEMENT,0.018013052059263502,0.0041288205155574085,0.11290671457392344,0.0749264320980696,0.1502322004439447,-0.0004775484998557303,0.10876826026803912,0.035734927753367035,0.49196569177599436,0.048052051411190344,0.0654464614073799,0.011739248894085976,0.1325617195901724,0.044002624143770507,0.2686932325665232,0.06355040473211884,0.045570959986806665,0.09550443734415053,0.0722687168807675,0.11312707602358876,0.005021847388882537,0.34817366461464766,0.1420761563169934
HALLMARK_DNA_REPAIR,0.06506844653414744,0.13493660123380685,0.1337131927812684,0.10091841716715957,0.16438281042619865,-0.014492926797428276,0.04849089646542141,0.10311781951896985,0.5064737202466001,0.09309255849172335,0.07334238918658031,0.023957506723528744,0.20932181163647912,0.14720551649705238,0.35415039601074355,0.21064954271986877,0.10619962393111147,0.08554760812345376,0.02146719928987666,0.17094223616645224,0.06319323658727406,0.42366579460685333,0.3610815584998514
HALLMARK_E2F_TARGETS,0.010077449197944286,0.09829392913425003,0.09797074823835779,0.10981333052582254,0.16569583275044272,0.06094302320569162,-0.005619703607623188,0.11712909866427902,0.4830062527496262,0.11130778728958793,0.03401669579140476,0.026832193054792917,0.2165386462643427,0.12030445465815863,0.10222557365721929,0.18639840404109304,0.06236104464496029,0.05215992744974634,0.03397181092234676,0.14484322490046547,0.08201103607652778,0.39483982275605467,0.3219289238779626
