,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05466376714338983,0.13184625982781903,0.11154338394333403,0.0801767263576706,0.06475450710125502,0.0683055900826608,0.08820592153532741,0.015943724610802443,0.17222248371234,0.24664353478564446,0.017510186669486755,0.030437062798993653,0.10829138717885138
HALLMARK_ALLOGRAFT_REJECTION,-0.01161544354614061,0.07091655081953678,0.07013872031658355,0.08432987387139862,0.13846625059602666,0.07075541046617413,4.025574342313578e-05,-3.474376222979977e-05,0.12078053217517982,0.15299710302190786,0.004028754501246522,0.01563804379673882,0.07395581691552752
HALLMARK_ANDROGEN_RESPONSE,0.06684294551310554,0.19555373790878794,0.06052358839140978,0.07839775490659937,0.13433618200827216,0.10794632623959077,0.02062295239070739,0.02744995942358996,0.16957594009910623,0.23698864916686635,-0.005876464716269446,0.04601228249705097,0.19026813098950207
HALLMARK_ANGIOGENESIS,0.01923855701189343,0.04370045648449626,-0.11079349657239022,-0.06356405695195431,0.17390639856898937,0.09892668279269723,-0.027662141363660266,0.04189232957971031,0.031021738762612678,-0.14205893314393994,0.06657513713214443,-0.03883052047006723,0.12430121262734689
HALLMARK_APICAL_JUNCTION,0.05850003549234154,0.1514121992319074,0.10162385743342102,0.049761863185406714,0.18004744247605342,0.08439762023365398,0.03587240463588995,0.03427842276639319,0.1317731816221174,0.2656776914616884,-0.009828435901363512,0.05123387742407525,0.1440584569644373
HALLMARK_APICAL_SURFACE,0.06573167376506392,0.11611988524628997,0.17107676840325944,0.03343890356594577,0.010349754118440666,-0.07083287347961315,0.0024694773546811042,-0.0189506192576591,0.11783123665637522,0.1918359638691751,-0.0856150432749401,0.013463484998568176,0.1617959768478845
HALLMARK_APOPTOSIS,-0.02887101287160324,0.02850442371250885,-0.03041530152959247,-0.11443712138774649,-0.035497239965243704,-0.006668315026937674,-0.037655679728176565,0.002633501170020877,-0.12716280463231316,-0.0999722464324489,0.05964640764099101,-0.046926974504076256,0.010067516449583338
HALLMARK_BILE_ACID_METABOLISM,0.09393472335880342,0.133975968046906,0.11086777466650775,0.0891776583253839,0.1156289282364849,0.08543282861806181,0.00872003607761348,0.031111872744049612,0.16601662769830045,0.2137858787652152,-0.004793936152573022,-0.004320094532851896,0.13375427271521034
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044498620769000644,0.19388817376755482,0.07835088966023844,0.057479411313999924,0.17208242035334104,0.07467129789418225,0.00370988098985331,0.05367914047858918,0.1305642271954784,0.27778790036355255,0.03200066513927473,-0.020852991147558682,0.1371533335150519
HALLMARK_COAGULATION,-0.08147517287041144,0.0946212145214307,0.05502946295039926,0.0031455885128643625,0.13252290617936352,0.07347807858399034,0.035195017391700056,0.034959568577909626,0.09196273024296289,0.1100904417023417,0.05639076836863921,-0.002286194642298421,0.019876442989502204
HALLMARK_COMPLEMENT,-0.009664023454618658,0.05494789483843411,0.037356428827246387,-0.0038663001273926477,0.06721327855934658,0.08509675047209088,-0.009173947705074547,-0.007478091942678697,0.04893175116846669,0.17853439024750142,0.027873027593917406,0.03214748323042596,0.06150638188210807
