,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004496164291218898,-0.010959524132610966,0.008203271115874355,0.055946430361947595,0.020411526838128045,-0.07635135671665463,0.05332206569055515,0.045276071849253356,0.06892099988037619,0.04626702059212153,-0.06532314912998671,0.0026933651496225132,-0.0024715208670412353
HALLMARK_ALLOGRAFT_REJECTION,0.10014931813321735,0.0022896778280698904,0.021214532682667164,0.014120285273431683,0.14252778287270546,-0.029042066062350984,0.045308633456712405,0.04060244512953899,0.10860974043153206,0.09103471183027052,-0.025383083537214475,-0.032337684943154005,0.08242749921100016
HALLMARK_ANDROGEN_RESPONSE,0.1338774689167053,-0.050758680518392385,-0.01558252799965701,0.104375787697686,0.12917293026340368,0.062183986627839555,0.002221592237128784,0.10108020543227118,0.1530771694236927,0.020280330035853715,0.06213296796392117,0.06123421993503824,-0.041390817340383336
HALLMARK_ANGIOGENESIS,0.10712955299681107,-0.04539706401259122,-0.033636741578257266,-0.09670812471472894,0.21855232153123078,0.015345074779549547,-0.07269642050534131,0.1394055324753924,-0.12845129341381478,0.01741881332674907,-0.04657664737551742,-0.07999045465056229,-0.06584529367999524
HALLMARK_APICAL_JUNCTION,0.018611036246802635,-0.054172124349804625,0.028704299602091914,-0.04256023422377339,0.14891421905130273,-0.05408074548337346,-0.040372647303827364,-0.0673748688270291,0.11321117375925746,0.038812059290431536,-0.13474333900194294,0.03580787212444429,-0.07952726029033202
HALLMARK_APICAL_SURFACE,0.026279848490570662,-0.06455387442746174,0.03678795650930547,-0.025002679614171647,-0.0482001867110656,-0.15393026774096108,0.13002411409691864,0.07195845615909609,0.017214473568877182,-0.05258255438217233,0.05893244844822886,0.08436123498642581,-0.030627074620921357
HALLMARK_APOPTOSIS,0.02631204115691619,-0.05223176513798236,0.016385120602705798,-0.011690319370022321,-0.029176824601259414,-0.049619295343030376,0.0034999746461837726,-0.11636027735834639,0.010155826252498059,0.18346620115359702,-0.15747440957991965,0.03140372410117188,0.023905132321540186
HALLMARK_BILE_ACID_METABOLISM,0.003939898489335672,0.02624286979241552,0.0229717895796004,-0.01896252430176025,0.11750301393349036,0.04597437443673043,0.009645644239138286,0.0987576159066716,0.04790935868837124,0.06029938527137131,0.005289857462060695,0.003834347262111868,-0.04326837329258456
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006848922671921176,0.023720671030760226,0.010587577349735177,-0.008767698104784876,0.17186001929832115,0.09754638142526677,-0.08866615033859178,0.10398116763671927,0.1207418633953889,-0.010935905821786029,-0.021517473324534894,0.11376692378597665,-0.023849519504374556
HALLMARK_COAGULATION,0.15797311088715432,-0.04901642745328497,-0.04302953651538169,0.0159854740689467,0.14159498733793624,0.05226784635018959,0.01345110988269426,0.07120758655522894,0.1989572755866575,0.14200670683806713,-0.12332602184466089,-0.012939544922309863,-0.0036545996621688433
