,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05441334299837626,0.04030584488477484,0.004675220414876101,0.007719758271305274,-0.0013773150951669505,0.03033136477761977,-0.017792347204101198,0.07931895414024934,0.01028471630621438,0.010058114076980984,0.06411221239229356,0.08241017583012449,0.12482075680977762,0.08527056092481912,0.03474098269354965,0.06827296688046351,0.14615029198617693,0.09552064374809738,0.03645363516401373,0.08317620634936959
HALLMARK_ALLOGRAFT_REJECTION,-0.10879070465396588,-0.09307836018223636,-0.05660799039644623,-0.014974243273897953,-0.05251291675442945,0.03361213911359655,-0.06288700933446936,0.11085748864507342,-0.02138517407655781,-0.008987437183898,0.04920627678765521,0.12398427416581337,-0.02222919852382251,-0.03472966756640423,0.006621068616167631,0.005450696775286904,0.051447630675268384,0.07937331913747142,-0.03469755631005463,0.04427822469847153
HALLMARK_ANDROGEN_RESPONSE,0.10952420918039837,0.0020198483027988345,-0.005009187372928223,0.03443715857604315,0.08552283654636537,0.08014986670363382,-0.03625025490535898,0.12306948894249654,0.0019166655333064096,-0.028966973622358585,0.09196691011868124,0.1468173637086249,0.1580637152303806,0.08960994171078808,0.07570782953843186,0.0897270359523205,0.10419851143715922,0.11103271622766155,-0.00805522748623082,0.050385448748757826
HALLMARK_ANGIOGENESIS,-0.0704504521833141,0.011089618690521228,-0.008242779303775804,0.008377513785395762,-0.03578107800522636,0.0022008503498622705,0.03408025757683284,0.16096780180187928,0.04071882277966614,0.002671727192904787,0.0273981138763475,0.10742971972582166,0.012838685506461684,0.1375446688344317,0.022251299322910725,-0.02124366108113573,-0.08675488909564072,0.03794405134913503,-0.04784772917077997,-0.02076380646603555
HALLMARK_APICAL_JUNCTION,0.0894520738871379,0.05947660429210071,-0.00377699877267078,0.0425228357282277,0.016969530339036625,0.05626753748335316,0.041188183155339696,0.09509254337263216,0.039069334392061617,-0.028008695564469364,0.027366080563772235,0.1699157787771474,0.11344960919770426,0.10986652699732202,0.02325919936948758,0.09668232341884368,0.13369623458940624,0.10229744285215639,0.009763779289104877,0.06458260926171683
HALLMARK_APICAL_SURFACE,0.13659301882695296,0.08423564440947304,0.057562479905303804,-0.03118958885618016,-0.006233961592651947,-0.042161096904981266,0.030227715436920665,-0.09305861757538912,0.008598770949481433,-0.04099007905007539,0.04380238376383208,0.19824200686469848,0.08834671199242822,0.07581937662854599,0.08049287535021739,0.023707569825192242,0.09984553674565985,0.1089088651306481,0.06571197819736706,0.04311358560346533
HALLMARK_APOPTOSIS,0.0003410177285670589,-0.048175312496389414,0.018845345954922765,0.011930530997111997,-0.006972999987973219,7.28772222689635e-05,-0.009385088322525359,0.03411979260877821,0.01611155274764347,0.02088828809455463,0.0003547825303896647,-0.07195651194010148,-0.07419334903438955,0.10232132350776438,-0.09853298482903482,0.05521787208777261,-0.08134603912629969,0.06128116385058369,-0.04084432313523937,-0.010034485700325082
HALLMARK_BILE_ACID_METABOLISM,0.04382893273506006,0.12511710639562862,0.009679409090518388,0.05265787603704249,-0.0025080954432286726,0.007368056475745769,0.030654191409530508,0.08779202512272807,0.018053554134096716,0.020004511009678504,0.06296458850767217,0.16374412342250536,0.09306650866807044,0.0752231556489784,-0.013724147832504622,-0.06148985269595218,0.09888186118058098,0.07908932425578331,0.02705582937553526,0.04235561075926605
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07861927572289985,0.12953183327681458,0.0542253343454283,-0.005472161743010169,0.013815258115347938,0.05496406827865485,0.04407417842847059,0.06830589796362768,0.013426902349695107,0.03712122764422045,0.06288315677896013,0.1406578415373606,0.11998606246097847,0.20088458986437452,0.08206510239085325,0.018465204594624814,0.14413070042520337,0.0901223845208268,0.05536285742360784,0.07216122076702436
HALLMARK_COAGULATION,-0.13011165678437117,0.07022451210235157,-0.022543401047497906,0.04978140836381265,-0.04740403835957067,0.022051962422173815,-0.02403313860738849,0.06906609440679345,0.010752001003400086,0.00529707345120963,0.023781128805389504,0.15828176621337203,-0.04482397128887514,0.08927282410348045,0.02839863320560174,0.10755565632570427,0.0984974827599989,0.12352966831619143,-0.039747876378707386,0.037475864294578255
